00/01/1900;1:01:27;10.56;57.00;0;287
17/12/2023;1:02:18;10.56;57.00;0;287
17/12/2023;1:04:11;10.56;57.00;0;287
17/12/2023;1:05:53;10.50;57.00;0;287
17/12/2023;1:08:14;10.50;57.00;0;287
17/12/2023;1:09:59;10.44;58.00;0;287
17/12/2023;1:11:42;10.44;58.00;0;287
17/12/2023;1:12:33;10.39;58.00;0;287
17/12/2023;1:14:13;10.39;58.00;0;287
17/12/2023;1:15:56;10.36;58.00;0;287
17/12/2023;1:17:38;10.33;59.00;0;287
17/12/2023;1:19:21;10.28;59.00;0;287
17/12/2023;1:21:06;10.28;59.00;0;287
17/12/2023;1:23:37;10.21;60.00;0;287
17/12/2023;1:26:11;10.17;60.00;0;287
17/12/2023;1:27:53;10.11;60.00;0;287
17/12/2023;1:29:46;10.06;61.00;0;287
17/12/2023;1:32:09;9.94;61.00;0;287
17/12/2023;1:34:05;9.94;61.00;0;287
17/12/2023;1:35:34;9.89;61.00;0;287
17/12/2023;1:38:08;9.78;62.00;0;287
17/12/2023;1:40:01;9.78;62.00;0;287
17/12/2023;1:42:24;9.69;62.00;0;287
17/12/2023;1:44:07;9.61;62.00;0;287
17/12/2023;1:45:49;9.56;63.00;0;287
17/12/2023;1:47:32;9.56;63.00;0;287
17/12/2023;1:48:26;9.50;63.00;0;287
17/12/2023;1:50:08;9.44;63.00;0;287
17/12/2023;1:52:40;9.33;64.00;0;287
17/12/2023;1:54:22;9.33;64.00;0;287
17/12/2023;1:56:05;9.28;64.00;0;287
17/12/2023;1:57:47;9.22;65.00;0;287
17/12/2023;1:59:32;9.17;65.00;0;287
17/12/2023;2:02:03;9.10;65.00;0;287
17/12/2023;2:04:37;9.00;66.00;0;287
17/12/2023;2:06:20;8.94;66.00;0;287
17/12/2023;2:08:02;8.89;66.00;0;287
17/12/2023;2:10:36;8.78;66.00;0;287
17/12/2023;2:12:31;8.72;66.00;0;287
17/12/2023;2:14:52;8.67;67.00;0;287
17/12/2023;2:16:35;8.61;67.00;0;287
17/12/2023;2:18:20;8.56;67.00;0;287
17/12/2023;2:20:00;8.56;67.00;0;287
17/12/2023;2:22:33;8.44;68.00;0;287
17/12/2023;2:24:16;8.39;68.00;0;287
17/12/2023;2:25:58;8.33;68.00;0;287
17/12/2023;2:27:44;8.33;68.00;0;287
17/12/2023;2:29:26;8.28;68.00;0;287
17/12/2023;2:31:57;8.17;69.00;0;287
17/12/2023;2:33:40;8.14;69.00;0;287
17/12/2023;2:35:22;8.06;69.00;0;287
17/12/2023;2:37:07;8.06;69.00;0;287
17/12/2023;2:38:47;8.00;69.00;0;287
17/12/2023;2:41:21;7.94;69.00;0;287
17/12/2023;2:43:04;7.86;69.00;0;287
17/12/2023;2:44:46;7.83;70.00;0;287
17/12/2023;2:46:29;7.78;70.00;0;287
17/12/2023;2:48:14;7.72;70.00;0;287
17/12/2023;2:50:45;7.68;70.00;0;287
17/12/2023;2:52:27;7.67;70.00;0;287
17/12/2023;2:54:10;7.56;70.00;0;287
17/12/2023;2:55:52;7.56;70.00;0;287
17/12/2023;2:57:37;7.56;70.00;0;287
