AWS-Datalogger;Date;Time (UTC-0300);T (ºC);RH (%);WS (km/h);WD (º);Hi_WS (km/h);Hi_WD(º);Signal Quality ;Reception
Top-DT2;14/03/2024;11:28:47;2.50;92.80;28.97;51;32.19;51;-79;Ok
Top-DT2;14/03/2024;11:30:30;2.44;92.70;25.21;48;25.75;57;-78;Ok
Top-DT2;14/03/2024;11:32:12;2.44;92.90;26.15;55;27.36;55;-79;Ok
Top-DT2;14/03/2024;11:33:55;2.44;92.70;27.51;49;30.58;53;-79;Ok
Top-DT2;14/03/2024;11:36:42;2.44;93.00;23.82;51;25.75;51;-79;Ok
Top-DT2;14/03/2024;11:39:05;2.56;92.80;29.77;52;32.19;59;-79;Ok
Top-DT2;14/03/2024;11:41:36;2.58;92.60;29.41;43;32.19;42;-79;Ok
Top-DT2;14/03/2024;11:43:21;2.56;92.60;23.34;32;24.14;34;-78;Ok
Top-DT2;14/03/2024;11:46:44;2.72;92.60;29.26;49;33.80;53;-78;Ok
Top-DT2;14/03/2024;11:48:29;2.67;92.50;25.75;59;28.97;57;-79;Ok
Top-DT2;14/03/2024;11:50:09;2.56;92.00;29.50;52;30.58;54;-79;Ok
Top-DT2;14/03/2024;11:51:51;2.50;92.10;25.00;42;28.97;29;-75;Ok
Top-DT2;14/03/2024;11:54:25;2.39;92.00;28.43;41;32.19;34;-78;Ok
Top-DT2;14/03/2024;11:56:08;2.30;92.20;34.38;47;37.01;45;-79;Ok
Top-DT2;14/03/2024;11:57:50;2.18;92.10;31.68;42;37.01;49;-78;Ok
Top-DT2;14/03/2024;12:00:24;2.17;92.60;25.65;41;28.97;46;-78;Ok
Top-DT2;14/03/2024;12:02:17;2.28;92.70;32.59;46;33.80;47;-79;Ok
Top-DT2;14/03/2024;12:03:49;2.22;92.70;24.14;43;24.14;31;-79;Ok
Top-DT2;14/03/2024;12:06:23;2.22;92.60;24.94;47;28.97;54;-78;Ok
Top-DT2;14/03/2024;12:07:27;2.28;92.60;24.68;43;25.75;43;-79;Ok
Top-DT2;14/03/2024;12:09:48;2.28;92.70;29.61;42;33.80;50;-79;Ok
Top-DT2;14/03/2024;12:11:33;2.22;92.80;28.97;58;30.58;59;-79;Ok
Top-DT2;14/03/2024;12:14:04;2.24;92.70;30.36;50;33.80;62;-79;Ok
Top-DT2;14/03/2024;12:15:46;2.28;92.70;33.21;51;37.01;54;-79;Ok
Top-DT2;14/03/2024;12:17:39;2.28;92.80;32.19;50;33.80;49;-78;Ok
Top-DT2;14/03/2024;12:19:14;2.28;92.50;30.18;40;32.19;43;-78;Ok
Top-DT2;14/03/2024;12:20:57;2.28;92.60;37.01;51;37.01;53;-79;Ok
Top-DT2;14/03/2024;12:22:37;2.28;92.60;31.92;50;35.41;58;-79;Ok
Top-DT2;14/03/2024;12:24:19;2.31;92.70;34.40;51;37.01;51;-78;Ok
Top-DT2;14/03/2024;12:26:55;2.33;92.70;35.94;54;40.23;58;-78;Ok
Top-DT2;14/03/2024;12:29:27;2.50;93.20;28.77;49;30.58;47;-78;Ok
Top-DT2;14/03/2024;12:31:19;2.39;92.40;37.01;53;38.62;50;-78;Ok
Top-DT2;14/03/2024;12:33:30;2.31;-1.00;37.37;52;40.23;53;-79;Ok
Top-DT2;14/03/2024;12:35:25;2.28;92.40;37.34;55;41.84;58;-79;Ok
Top-DT2;14/03/2024;12:37:08;2.33;92.70;36.48;56;41.84;61;-79;Ok
Top-DT2;14/03/2024;12:39:42;2.33;92.60;33.47;59;35.41;53;-78;Ok
Top-DT2;14/03/2024;12:42:15;2.36;92.50;33.47;52;35.41;50;-78;Ok
Top-DT2;14/03/2024;12:43:58;2.28;91.90;35.41;49;35.41;46;-79;Ok
Top-DT2;14/03/2024;12:45:02;2.22;92.00;38.62;58;40.23;55;-78;Ok
Top-DT2;14/03/2024;12:47:23;2.22;92.00;37.44;53;38.62;54;-79;Ok
Top-DT2;14/03/2024;12:49:05;2.28;91.70;37.01;55;38.62;54;-78;Ok
Top-DT2;14/03/2024;12:51:52;2.28;91.70;30.98;57;32.19;57;-79;Ok
Top-DT2;14/03/2024;12:54:13;2.32;91.70;30.28;49;33.80;51;-78;Ok
Top-DT2;14/03/2024;12:56:47;2.33;91.80;25.75;51;25.75;53;-79;Ok
Top-DT2;14/03/2024;12:58:32;2.39;91.70;29.77;51;30.58;54;-78;Ok
Top-DT2;14/03/2024;13:01:54;2.28;91.10;32.92;54;37.01;62;-79;Ok
Top-DT2;14/03/2024;13:03:37;2.28;91.30;32.46;50;33.80;45;-78;Ok
Top-DT2;14/03/2024;13:06:11;2.17;91.00;31.92;53;32.19;55;-79;Ok
Top-DT2;14/03/2024;13:08:44;2.22;91.50;33.50;53;37.01;49;-79;Ok
Top-DT2;14/03/2024;13:10:27;2.22;91.50;33.26;51;37.01;54;-79;Ok
Top-DT2;14/03/2024;13:12:12;2.17;91.20;30.58;52;32.19;51;-79;Ok
Top-DT2;14/03/2024;13:13:52;2.22;91.20;27.36;37;33.80;43;-78;Ok
Top-DT2;14/03/2024;13:16:26;2.17;91.00;33.18;46;37.01;51;-79;Ok
Top-DT2;14/03/2024;13:18:59;2.17;91.00;31.25;51;33.80;55;-79;Ok
Top-DT2;14/03/2024;13:20:55;2.22;90.70;33.80;48;37.01;49;-79;Ok
Top-DT2;14/03/2024;13:23:26;2.22;90.40;35.41;47;38.62;39;-79;Ok
Top-DT2;14/03/2024;13:25:01;2.17;90.30;34.60;42;35.41;43;-79;Ok
Top-DT2;14/03/2024;13:27:32;2.17;90.10;35.81;45;41.84;43;-78;Ok
Top-DT2;14/03/2024;13:29:14;2.11;90.20;35.23;50;37.01;61;-78;Ok
Top-DT2;14/03/2024;13:30:57;2.17;90.10;40.77;46;41.84;53;-79;Ok
Top-DT2;14/03/2024;13:32:50;2.28;90.00;32.99;38;37.01;43;-79;Ok
Top-DT2;14/03/2024;13:35:16;2.33;90.00;30.58;47;32.19;47;-79;Ok
Top-DT2;14/03/2024;13:36:56;2.33;89.90;37.01;47;40.23;47;-79;Ok
Top-DT2;14/03/2024;13:37:47;2.28;89.70;38.62;47;40.23;55;-79;Ok
Top-DT2;14/03/2024;13:39:32;2.33;89.40;37.42;46;40.23;50;-79;Ok
Top-DT2;14/03/2024;13:42:13;2.28;90.10;32.67;48;40.23;53;-78;Ok
Top-DT2;14/03/2024;13:43:48;2.22;89.50;38.62;52;38.62;54;-78;Ok
Top-DT2;14/03/2024;13:45:31;2.22;89.40;41.84;50;43.45;50;-79;Ok
Top-DT2;14/03/2024;13:48:53;2.28;89.40;40.23;51;45.06;54;-79;Ok
Top-DT2;14/03/2024;13:50:38;2.33;89.70;37.55;55;41.84;53;-79;Ok
Top-DT2;14/03/2024;13:52:21;2.33;89.30;37.82;49;38.62;45;-79;Ok
Top-DT2;14/03/2024;13:54:52;2.36;89.10;34.20;46;38.62;49;-79;Ok
Top-DT2;14/03/2024;13:56:35;2.39;88.60;36.14;44;40.23;55;-78;Ok
Top-DT2;14/03/2024;13:58:27;2.44;88.60;40.64;46;43.45;42;-79;Ok
Top-DT2;14/03/2024;14:01:24;2.50;-1.00;36.21;48;40.23;51;-79;Ok
Top-DT2;14/03/2024;14:03:27;2.56;88.50;38.62;54;38.62;54;-78;Ok
Top-DT2;14/03/2024;14:05:20;2.50;88.50;30.58;48;32.19;50;-78;Ok
Top-DT2;14/03/2024;14:06:50;2.61;88.90;41.38;53;48.28;54;-78;Ok
Top-DT2;14/03/2024;14:09:23;2.56;88.30;41.84;55;46.67;57;-78;Ok
Top-DT2;14/03/2024;14:11:06;2.50;88.00;40.23;46;41.84;50;-78;Ok
Top-DT2;14/03/2024;14:12:51;2.50;88.30;37.55;55;41.84;57;-78;Ok
Top-DT2;14/03/2024;14:14:31;2.61;88.40;38.02;52;43.45;61;-78;Ok
Top-DT2;14/03/2024;14:16:13;2.69;88.40;35.08;52;40.23;47;-78;Ok
Top-DT2;14/03/2024;14:17:56;2.67;87.60;40.59;53;45.06;53;-78;Ok
Top-DT2;14/03/2024;14:19:51;2.67;87.90;38.09;56;41.84;57;-78;Ok
Top-DT2;14/03/2024;14:21:21;2.67;88.30;35.84;47;37.01;46;-78;Ok
Top-DT2;14/03/2024;14:23:57;2.67;87.90;38.62;47;40.23;49;-78;Ok
Top-DT2;14/03/2024;14:25:47;2.67;88.00;37.42;52;38.62;53;-78;Ok
Top-DT2;14/03/2024;14:28:14;2.67;87.80;40.64;52;48.28;50;-78;Ok
Top-DT2;14/03/2024;14:29:53;2.67;88.30;34.69;51;37.01;57;-78;Ok
Top-DT2;14/03/2024;14:32:27;2.78;88.60;38.38;48;41.84;47;-78;Ok
Top-DT2;14/03/2024;14:35:52;2.83;88.40;33.93;50;37.01;49;-78;Ok
Top-DT2;14/03/2024;14:39:17;2.69;87.90;40.64;49;48.28;55;-78;Ok
Top-DT2;14/03/2024;14:41:36;2.61;-1.00;42.47;50;46.67;57;-78;Ok
Top-DT2;14/03/2024;14:44:25;2.56;87.80;36.26;46;40.23;46;-78;Ok
Top-DT2;14/03/2024;14:46:10;2.56;87.80;37.01;58;37.01;59;-78;Ok
Top-DT2;14/03/2024;14:48:04;2.56;87.80;41.84;56;43.45;62;-77;Ok
Top-DT2;14/03/2024;14:50:34;2.58;87.80;41.52;54;45.06;54;-77;Ok
Top-DT2;14/03/2024;14:53:00;2.61;88.50;37.82;49;40.23;49;-78;Ok
Top-DT2;14/03/2024;14:54:40;2.52;87.70;42.59;50;48.28;61;-76;Ok
Top-DT2;14/03/2024;14:58:05;2.46;88.50;37.42;47;46.67;45;-76;Ok
Top-DT2;14/03/2024;14:59:06;2.50;88.50;37.42;50;43.45;50;-77;Ok
Top-DT2;14/03/2024;15:01:30;2.44;88.10;40.74;47;46.67;43;-77;Ok
Top-DT2;14/03/2024;15:04:04;2.39;88.40;40.50;51;43.45;57;-76;Ok
Top-DT2;14/03/2024;15:07:29;2.43;87.90;40.13;44;49.89;46;-76;Ok
Top-DT2;14/03/2024;15:09:11;2.44;88.30;39.43;51;43.45;47;-76;Ok
Top-DT2;14/03/2024;15:10:54;2.50;88.30;36.05;49;40.23;43;-76;Ok
Top-DT2;14/03/2024;15:12:36;2.53;88.40;40.07;43;45.06;45;-75;Ok
Top-DT2;14/03/2024;15:16:01;2.39;88.10;38.62;43;40.23;51;-77;Ok
Top-DT2;14/03/2024;15:19:26;2.39;88.20;37.91;46;41.84;49;-76;Ok
Top-DT2;14/03/2024;15:21:22;2.39;88.40;37.82;47;38.62;46;-78;Ok
Top-DT2;14/03/2024;15:22:51;2.39;88.50;35.24;44;37.01;47;-77;Ok
Top-DT2;14/03/2024;15:24:34;2.39;88.50;35.73;49;38.62;49;-77;Ok
Top-DT2;14/03/2024;15:26:19;2.39;88.60;41.84;55;41.84;61;-77;Ok
Top-DT2;14/03/2024;15:28:12;2.39;88.40;37.01;47;37.01;49;-76;Ok
Top-DT2;14/03/2024;15:30:35;2.44;88.10;41.20;50;43.45;58;-77;Ok
Top-DT2;14/03/2024;15:32:18;2.50;88.50;34.60;49;35.41;54;-77;Ok
Top-DT2;14/03/2024;15:35:40;2.44;88.40;35.89;47;40.23;49;-76;Ok
Top-DT2;14/03/2024;15:38:14;2.44;88.50;40.82;54;45.06;61;-76;Ok
Top-DT2;14/03/2024;15:39:59;2.44;88.40;36.61;58;38.62;58;-76;Ok
Top-DT2;14/03/2024;15:41:39;2.44;88.50;39.91;51;43.45;59;-76;Ok
Top-DT2;14/03/2024;15:44:13;2.49;88.60;34.82;47;38.62;53;-76;Ok
Top-DT2;14/03/2024;15:45:58;2.50;88.70;30.58;48;32.19;37;-75;Ok
Top-DT2;14/03/2024;15:47:38;2.50;88.30;40.46;43;45.06;46;-75;Ok
Top-DT2;14/03/2024;15:50:22;2.57;89.00;36.52;51;43.45;54;-75;Ok
Top-DT2;14/03/2024;15:52:45;2.56;88.50;41.41;51;43.45;49;-76;Ok
Top-DT2;14/03/2024;15:54:28;2.67;88.30;43.59;52;45.06;50;-75;Ok
Top-DT2;14/03/2024;15:56:10;2.72;88.50;36.75;55;43.45;54;-74;Ok
Top-DT2;14/03/2024;15:58:44;2.78;88.60;40.64;53;41.84;41;-75;Ok
Top-DT2;14/03/2024;16:01:18;2.71;88.30;40.94;49;43.45;54;-75;Ok
Top-DT2;14/03/2024;16:03:11;2.78;88.60;40.77;54;45.06;54;-75;Ok
Top-DT2;14/03/2024;16:04:43;2.78;88.20;41.57;49;43.45;53;-75;Ok
Top-DT2;14/03/2024;16:05:47;2.67;88.00;37.82;61;38.62;68;-75;Ok
Top-DT2;14/03/2024;16:08:21;2.72;88.20;38.62;54;40.23;53;-75;Ok
Top-DT2;14/03/2024;16:09:50;2.72;88.20;41.31;56;43.45;57;-58;Ok
