AWS-Datalogger;Date;Time (UTC-0300);T (ºC);RH (%);WS (km/h);WD (º);Hi_WS (km/h);Hi_WD(º);Signal Quality ;Reception
Top-DT2;12/03/2024;8:33:19;0.72;72.70;19.31;268;20.92;266;-65;Ok
Top-DT2;12/03/2024;8:35:43;0.69;73.00;18.83;267;22.53;271;-73;Ok
Top-DT2;12/03/2024;8:37:35;0.70;73.00;26.09;267;27.36;270;-75;Ok
Top-DT2;12/03/2024;8:39:10;0.72;73.20;20.92;274;22.53;274;-76;Ok
Top-DT2;12/03/2024;8:40:53;0.67;72.70;25.35;277;25.75;277;-75;Ok
Top-DT2;12/03/2024;8:43:24;0.69;73.20;18.29;273;19.31;274;-74;Ok
Top-DT2;12/03/2024;8:44:15;0.67;72.80;20.92;267;22.53;279;-75;Ok
Top-DT2;12/03/2024;8:45:58;0.67;72.80;16.50;272;17.70;269;-76;Ok
Top-DT2;12/03/2024;8:47:43;0.67;72.80;21.73;273;22.53;279;-75;Ok
Top-DT2;12/03/2024;8:49:23;0.67;71.60;24.89;271;25.75;278;-76;Ok
Top-DT2;12/03/2024;8:51:59;0.67;72.30;24.94;262;25.75;263;-75;Ok
Top-DT2;12/03/2024;8:53:49;0.72;72.00;21.32;266;22.53;271;-75;Ok
Top-DT2;12/03/2024;8:56:13;0.72;72.00;19.71;266;22.53;274;-75;Ok
Top-DT2;12/03/2024;8:58:05;0.72;73.10;21.82;269;24.14;274;-75;Ok
Top-DT2;12/03/2024;9:00:32;0.72;73.20;15.29;279;16.09;275;-75;Ok
Top-DT2;12/03/2024;9:02:24;0.72;73.50;16.09;278;16.09;281;-74;Ok
Top-DT2;12/03/2024;9:03:54;0.72;73.80;15.45;274;17.70;274;-75;Ok
Top-DT2;12/03/2024;9:06:30;0.72;73.20;18.51;270;19.31;274;-76;Ok
Top-DT2;12/03/2024;9:09:02;0.72;73.10;18.02;277;20.92;279;-75;Ok
Top-DT2;12/03/2024;9:10:47;0.67;73.20;17.70;284;17.70;283;-76;Ok
Top-DT2;12/03/2024;9:13:28;0.72;73.20;17.22;287;19.31;291;-76;Ok
Top-DT2;12/03/2024;9:16:02;0.72;73.30;15.23;284;17.70;285;-75;Ok
Top-DT2;12/03/2024;9:17:34;0.72;73.20;18.02;282;19.31;289;-75;Ok
Top-DT2;12/03/2024;9:19:19;0.72;73.50;12.07;282;12.87;279;-75;Ok
Top-DT2;12/03/2024;9:21:50;0.78;74.10;13.77;289;16.09;291;-76;Ok
Top-DT2;12/03/2024;9:23:33;0.78;74.50;13.68;271;16.09;269;-75;Ok
Top-DT2;12/03/2024;9:26:17;0.78;74.30;16.09;274;16.09;278;-76;Ok
Top-DT2;12/03/2024;9:27:49;0.78;74.20;15.49;277;17.70;282;-76;Ok
Top-DT2;12/03/2024;9:30:23;0.78;74.10;16.24;296;17.70;297;-76;Ok
Top-DT2;12/03/2024;9:32:16;0.78;73.60;16.09;291;16.09;291;-75;Ok
Top-DT2;12/03/2024;9:33:58;0.83;73.60;12.07;290;12.87;301;-75;Ok
Top-DT2;12/03/2024;9:35:30;0.78;73.80;16.09;273;17.70;285;-76;Ok
Top-DT2;12/03/2024;9:38:04;0.83;74.20;13.61;285;16.09;285;-75;Ok
Top-DT2;12/03/2024;9:40:00;0.78;73.80;14.48;293;14.48;296;-75;Ok
Top-DT2;12/03/2024;9:42:20;0.83;73.70;18.24;300;19.31;291;-76;Ok
Top-DT2;12/03/2024;9:44:54;0.83;73.80;16.82;301;17.70;306;-75;Ok
Top-DT2;12/03/2024;9:46:47;0.83;73.70;14.08;302;14.48;302;-75;Ok
Top-DT2;12/03/2024;9:49:11;0.85;73.90;11.37;301;14.48;310;-75;Ok
Top-DT2;12/03/2024;9:50:53;0.86;74.10;11.98;296;14.48;296;-78;Ok
Top-DT2;12/03/2024;9:53:25;0.89;-1.00;14.64;284;17.70;275;-72;Ok
Top-DT2;12/03/2024;9:58:47;0.89;73.50;12.07;282;12.87;289;-73;Ok
Top-DT2;12/03/2024;9:59:28;0.94;73.80;11.67;290;12.87;291;-73;Ok
Top-DT2;12/03/2024;10:01:08;0.94;73.60;14.99;295;17.70;298;-73;Ok
Top-DT2;12/03/2024;10:03:42;0.94;73.40;11.91;283;14.48;293;-74;Ok
Top-DT2;12/03/2024;10:05:24;0.94;72.70;15.83;277;17.70;286;-74;Ok
Top-DT2;12/03/2024;10:07:09;0.94;73.00;20.12;295;20.92;293;-73;Ok
Top-DT2;12/03/2024;10:09:41;0.94;73.50;12.57;293;14.48;290;-74;Ok
Top-DT2;12/03/2024;10:12:14;1.00;73.80;14.22;295;14.48;294;-73;Ok
Top-DT2;12/03/2024;10:13:59;1.00;73.50;16.09;282;16.09;283;-73;Ok
Top-DT2;12/03/2024;10:15:39;0.97;73.50;14.16;300;14.48;297;-74;Ok
Top-DT2;12/03/2024;10:18:13;0.98;73.60;11.51;298;12.87;309;-73;Ok
Top-DT2;12/03/2024;10:19:58;1.00;73.90;16.90;306;17.70;309;-74;Ok
Top-DT2;12/03/2024;10:22:29;1.01;73.30;13.08;300;14.48;322;-74;Ok
Top-DT2;12/03/2024;10:25:03;1.06;72.20;17.08;298;19.31;298;-74;Ok
Top-DT2;12/03/2024;10:26:59;1.06;71.80;13.68;305;14.48;306;-73;Ok
Top-DT2;12/03/2024;10:29:20;1.06;71.40;13.38;296;16.09;287;-74;Ok
Top-DT2;12/03/2024;10:31:53;1.06;71.30;13.20;291;14.48;289;-73;Ok
Top-DT2;12/03/2024;10:33:38;1.11;71.70;16.90;303;17.70;301;-74;Ok
Top-DT2;12/03/2024;10:36:10;1.11;71.00;15.79;300;17.70;302;-73;Ok
Top-DT2;12/03/2024;10:37:52;1.11;71.10;11.96;289;14.48;297;-73;Ok
Top-DT2;12/03/2024;10:38:46;1.11;71.30;11.27;296;11.27;291;-73;Ok
Top-DT2;12/03/2024;10:41:27;1.17;71.30;11.00;298;11.27;308;-73;Ok
Top-DT2;12/03/2024;10:43:00;1.17;71.20;10.84;295;12.87;296;-73;Ok
Top-DT2;12/03/2024;10:45:33;1.17;71.40;12.61;297;12.87;301;-73;Ok
Top-DT2;12/03/2024;10:46:25;1.17;71.20;15.38;298;16.09;298;-74;Ok
Top-DT2;12/03/2024;10:48:10;1.11;71.00;12.07;296;12.87;294;-74;Ok
Top-DT2;12/03/2024;10:50:43;1.17;71.60;12.87;297;12.87;298;-73;Ok
Top-DT2;12/03/2024;10:53:15;1.14;71.60;12.07;288;12.87;290;-74;Ok
Top-DT2;12/03/2024;10:55:48;1.17;71.50;10.73;304;12.87;306;-73;Ok
Top-DT2;12/03/2024;10:57:31;1.17;72.00;12.14;301;12.87;305;-74;Ok
Top-DT2;12/03/2024;11:00:41;1.21;-1.00;10.81;289;12.87;300;-73;Ok
Top-DT2;12/03/2024;11:02:38;1.22;72.10;11.57;300;12.87;298;-74;Ok
Top-DT2;12/03/2024;11:04:21;1.22;72.50;12.29;303;12.87;301;-73;Ok
Top-DT2;12/03/2024;11:06:14;1.22;73.10;11.00;298;12.87;293;-73;Ok
Top-DT2;12/03/2024;11:07:49;1.22;72.80;9.66;293;9.66;294;-73;Ok
Top-DT2;12/03/2024;11:09:41;1.22;72.70;12.87;308;14.48;306;-73;Ok
Top-DT2;12/03/2024;11:12:05;1.22;73.20;11.27;308;11.27;308;-73;Ok
Top-DT2;12/03/2024;11:13:55;1.22;73.30;12.47;308;12.87;309;-74;Ok
Top-DT2;12/03/2024;11:15:27;1.22;73.30;11.09;306;12.87;313;-73;Ok
Top-DT2;12/03/2024;11:17:12;1.17;73.20;11.27;298;12.87;300;-74;Ok
Top-DT2;12/03/2024;11:19:03;1.22;73.60;10.46;289;11.27;285;-73;Ok
Top-DT2;12/03/2024;11:21:29;1.22;73.30;12.87;319;12.87;317;-73;Ok
Top-DT2;12/03/2024;11:24:00;1.28;73.80;13.84;328;14.48;322;-73;Ok
Top-DT2;12/03/2024;11:25:42;1.28;73.80;12.87;327;14.48;332;-73;Ok
Top-DT2;12/03/2024;11:27:35;1.28;73.70;11.67;310;12.87;310;-73;Ok
Top-DT2;12/03/2024;11:29:59;1.28;74.40;13.63;335;16.09;329;-73;Ok
Top-DT2;12/03/2024;11:31:44;1.33;74.60;11.96;326;12.87;326;-73;Ok
Top-DT2;12/03/2024;11:33:24;1.33;74.40;11.06;338;11.27;326;-73;Ok
Top-DT2;12/03/2024;11:35:57;1.31;74.00;12.34;325;14.48;328;-73;Ok
Top-DT2;12/03/2024;11:37:40;1.28;73.70;14.92;322;16.09;326;-73;Ok
Top-DT2;12/03/2024;11:40:16;1.28;73.80;12.07;336;12.87;334;-74;Ok
Top-DT2;12/03/2024;11:41:56;1.28;74.40;12.73;329;14.48;338;-73;Ok
Top-DT2;12/03/2024;11:44:30;1.31;74.60;14.78;327;17.70;334;-73;Ok
Top-DT2;12/03/2024;11:46:12;1.28;74.80;15.77;322;19.31;325;-73;Ok
Top-DT2;12/03/2024;11:47:58;1.22;74.80;16.09;332;16.09;332;-74;Ok
Top-DT2;12/03/2024;11:49:37;1.28;75.40;15.79;327;19.31;332;-73;Ok
Top-DT2;12/03/2024;11:51:20;1.28;75.80;16.09;333;17.70;334;-73;Ok
Top-DT2;12/03/2024;11:53:05;1.33;75.60;16.09;328;16.09;329;-73;Ok
Top-DT2;12/03/2024;11:54:07;1.33;75.80;12.07;308;12.87;309;-73;Ok
Top-DT2;12/03/2024;11:56:28;1.33;76.10;16.59;330;20.92;337;-73;Ok
Top-DT2;12/03/2024;11:58:10;1.36;76.50;12.39;317;14.48;317;-73;Ok
Top-DT2;12/03/2024;11:59:55;1.44;76.40;16.90;304;17.70;308;-73;Ok
Top-DT2;12/03/2024;12:01:38;1.33;76.20;16.50;313;17.70;312;-74;Ok
Top-DT2;12/03/2024;12:04:09;1.33;76.30;17.01;321;19.31;322;-74;Ok
Top-DT2;12/03/2024;12:05:51;1.33;76.40;16.84;322;19.31;324;-73;Ok
Top-DT2;12/03/2024;12:07:36;1.33;77.00;13.68;337;14.48;341;-73;Ok
Top-DT2;12/03/2024;12:08:28;1.33;76.70;14.89;338;16.09;336;-73;Ok
Top-DT2;12/03/2024;12:10:08;1.35;77.10;12.34;313;14.48;317;-73;Ok
Top-DT2;12/03/2024;12:12:00;1.39;76.80;15.40;320;16.09;320;-74;Ok
Top-DT2;12/03/2024;12:13:43;1.33;76.60;13.95;331;14.48;328;-73;Ok
Top-DT2;12/03/2024;12:16:06;1.33;77.10;12.17;315;14.48;324;-73;Ok
Top-DT2;12/03/2024;12:17:49;1.33;77.00;14.05;314;16.09;324;-74;Ok
Top-DT2;12/03/2024;12:19:31;1.39;77.10;13.41;315;14.48;314;-73;Ok
Top-DT2;12/03/2024;12:21:16;1.33;76.90;14.48;337;14.48;338;-73;Ok
Top-DT2;12/03/2024;12:23:48;1.33;77.60;12.44;321;14.48;333;-73;Ok
Top-DT2;12/03/2024;12:25:30;1.39;77.30;13.95;310;16.09;314;-73;Ok
Top-DT2;12/03/2024;12:27:15;1.39;77.30;13.68;336;14.48;344;-73;Ok
Top-DT2;12/03/2024;12:29:46;1.37;76.90;15.02;311;17.70;314;-74;Ok
Top-DT2;12/03/2024;12:31:29;1.39;76.80;14.81;316;16.09;322;-73;Ok
Top-DT2;12/03/2024;12:33:24;1.44;76.80;14.48;301;16.09;305;-74;Ok
Top-DT2;12/03/2024;12:34:54;1.43;75.60;14.99;299;16.09;300;-74;Ok
Top-DT2;12/03/2024;12:36:50;1.39;75.30;16.63;309;17.70;314;-74;Ok
Top-DT2;12/03/2024;12:38:19;1.39;74.90;16.58;312;19.31;316;-73;Ok
Top-DT2;12/03/2024;12:40:12;1.39;73.90;18.91;320;20.92;325;-73;Ok
Top-DT2;12/03/2024;12:42:35;1.42;73.80;16.80;294;19.31;293;-74;Ok
Top-DT2;12/03/2024;12:44:18;1.44;73.20;16.68;321;19.31;326;-73;Ok
Top-DT2;12/03/2024;12:46:00;1.50;72.30;21.46;318;24.14;312;-73;Ok
Top-DT2;12/03/2024;12:47:45;1.50;71.30;20.12;320;22.53;318;-74;Ok
Top-DT2;12/03/2024;12:50:17;1.50;70.60;22.07;317;24.14;328;-74;Ok
Top-DT2;12/03/2024;12:52:50;999.90;69.00;22.71;327;24.14;329;-73;Ok
Top-DT2;12/03/2024;12:54:43;1.44;69.00;22.53;327;24.14;329;-73;Ok
Top-DT2;12/03/2024;12:56:15;1.49;68.70;24.14;322;27.36;322;-73;Ok
Top-DT2;12/03/2024;12:58:49;1.50;67.60;21.66;265;24.14;346;-73;Ok
Top-DT2;12/03/2024;13:00:44;1.50;68.00;20.28;325;20.92;324;-74;Ok
Top-DT2;12/03/2024;13:03:05;1.39;67.30;22.83;337;25.75;340;-73;Ok
Top-DT2;12/03/2024;13:04:48;1.39;67.80;18.58;340;20.92;340;-73;Ok
Top-DT2;12/03/2024;13:06:30;1.44;67.20;20.12;346;20.92;345;-73;Ok
Top-DT2;12/03/2024;13:07:32;1.50;67.40;18.51;333;19.31;324;-73;Ok
Top-DT2;12/03/2024;13:09:55;1.44;67.30;17.20;327;19.31;322;-73;Ok
Top-DT2;12/03/2024;13:11:38;1.44;68.80;19.75;332;22.53;332;-73;Ok
Top-DT2;12/03/2024;13:13:20;1.44;67.60;20.38;331;22.53;330;-73;Ok
Top-DT2;12/03/2024;13:15:03;1.44;68.60;17.70;336;19.31;329;-73;Ok
Top-DT2;12/03/2024;13:16:59;1.56;67.80;16.09;342;17.70;351;-73;Ok
Top-DT2;12/03/2024;13:19:22;1.61;67.50;15.02;330;16.09;338;-73;Ok
Top-DT2;12/03/2024;13:21:04;1.61;67.90;12.07;339;12.87;348;-73;Ok
Top-DT2;12/03/2024;13:24:27;1.67;67.70;16.63;321;17.70;337;-73;Ok
Top-DT2;12/03/2024;13:26:09;1.78;68.80;19.31;334;20.92;336;-73;Ok
Top-DT2;12/03/2024;13:27:54;1.72;66.60;13.68;322;14.48;326;-73;Ok
Top-DT2;12/03/2024;13:30:26;1.70;66.60;19.31;328;20.92;336;-73;Ok
Top-DT2;12/03/2024;13:33:02;1.72;66.70;17.17;318;17.70;318;-73;Ok
Top-DT2;12/03/2024;13:34:44;1.78;67.10;18.51;343;19.31;341;-73;Ok
Top-DT2;12/03/2024;13:36:35;1.89;67.70;15.69;323;17.70;329;-73;Ok
Top-DT2;12/03/2024;13:38:58;1.96;65.90;19.68;330;20.92;333;-73;Ok
Top-DT2;12/03/2024;13:40:43;1.78;66.80;19.31;335;19.31;334;-73;Ok
Top-DT2;12/03/2024;13:41:42;1.78;66.70;17.70;337;19.31;324;-73;Ok
Top-DT2;12/03/2024;13:44:06;1.78;67.10;19.17;318;20.92;324;-73;Ok
Top-DT2;12/03/2024;13:45:48;1.80;66.90;18.78;328;20.92;340;-73;Ok
Top-DT2;12/03/2024;13:47:33;1.72;66.90;19.31;330;19.31;332;-73;Ok
Top-DT2;12/03/2024;13:50:04;1.74;68.00;17.50;320;19.31;321;-73;Ok
Top-DT2;12/03/2024;13:52:00;1.78;67.40;21.73;333;22.53;330;-73;Ok
Top-DT2;12/03/2024;13:53:29;1.78;68.30;19.04;343;20.92;345;-73;Ok
Top-DT2;12/03/2024;13:54:31;1.83;69.20;22.13;351;22.53;351;-74;Ok
Top-DT2;12/03/2024;13:56:54;1.92;69.30;18.51;325;22.53;328;-73;Ok
Top-DT2;12/03/2024;13:58:37;1.94;70.30;17.86;337;19.31;336;-74;Ok
Top-DT2;12/03/2024;14:00:22;2.00;69.50;14.48;341;14.48;337;-73;Ok
Top-DT2;12/03/2024;14:02:05;2.06;70.10;18.78;347;20.92;341;-73;Ok
Top-DT2;12/03/2024;14:04:46;1.92;70.40;19.92;328;20.92;326;-73;Ok
Top-DT2;12/03/2024;14:06:18;1.89;70.00;18.99;328;20.92;330;-73;Ok
Top-DT2;12/03/2024;14:07:10;1.86;69.80;17.88;332;20.92;329;-73;Ok
Top-DT2;12/03/2024;14:08:52;1.78;69.50;18.51;318;19.31;322;-73;Ok
Top-DT2;12/03/2024;14:11:28;1.83;69.70;19.31;322;19.31;322;-74;Ok
Top-DT2;12/03/2024;14:14:00;1.89;71.10;20.12;332;22.53;328;-73;Ok
Top-DT2;12/03/2024;14:16:33;1.92;71.40;18.81;239;27.36;351;-74;Ok
Top-DT2;12/03/2024;14:18:16;1.94;70.80;20.19;346;20.92;351;-73;Ok
Top-DT2;12/03/2024;14:20:11;1.89;70.40;20.92;349;20.92;348;-73;Ok
Top-DT2;12/03/2024;14:21:43;1.89;71.10;20.12;323;20.92;322;-73;Ok
Top-DT2;12/03/2024;14:23:23;1.89;71.50;20.04;130;22.53;9;-73;Ok
Top-DT2;12/03/2024;14:25:57;2.00;71.60;17.93;270;20.92;351;-74;Ok
Top-DT2;12/03/2024;14:27:42;2.06;71.90;18.51;333;19.31;330;-73;Ok
Top-DT2;12/03/2024;14:28:44;2.06;71.50;16.09;346;17.70;351;-73;Ok
Top-DT2;12/03/2024;14:30:26;2.11;71.90;19.71;262;20.92;344;-74;Ok
Top-DT2;12/03/2024;14:33:38;1.94;71.60;17.70;75;20.92;9;-74;Ok
Top-DT2;12/03/2024;14:35:23;1.94;71.50;17.30;178;19.31;351;-73;Ok
Top-DT2;12/03/2024;14:37:03;2.00;72.60;18.61;336;22.53;345;-74;Ok
Top-DT2;12/03/2024;14:38:46;2.03;71.70;19.17;101;24.14;9;-74;Ok
Top-DT2;12/03/2024;14:40:28;1.94;71.60;20.65;293;22.53;351;-73;Ok
Top-DT2;12/03/2024;14:42:21;2.00;72.50;16.42;78;17.70;17;-73;Ok
Top-DT2;12/03/2024;14:43:53;2.06;72.20;22.13;9;24.14;9;-73;Ok
Top-DT2;12/03/2024;14:45:36;2.00;72.70;21.57;77;25.75;9;-74;Ok
Top-DT2;12/03/2024;14:47:18;1.89;72.20;19.85;123;22.53;351;-73;Ok
Top-DT2;12/03/2024;14:48:23;1.89;72.70;16.09;13;16.09;14;-74;Ok
Top-DT2;12/03/2024;14:50:44;1.94;73.10;17.81;9;22.53;9;-73;Ok
Top-DT2;12/03/2024;14:52:26;1.94;72.90;18.11;12;19.31;14;-74;Ok
Top-DT2;12/03/2024;14:54:09;1.83;72.50;19.11;10;20.92;17;-74;Ok
Top-DT2;12/03/2024;14:56:42;1.83;73.30;17.12;12;19.31;11;-74;Ok
Top-DT2;12/03/2024;14:59:16;1.74;72.30;19.19;34;20.92;9;-73;Ok
Top-DT2;12/03/2024;15:01:50;1.76;73.00;19.66;176;24.14;344;-74;Ok
Top-DT2;12/03/2024;15:03:32;1.80;72.30;21.19;290;22.53;351;-73;Ok
Top-DT2;12/03/2024;15:05:15;1.72;72.30;21.36;253;24.14;346;-74;Ok
Top-DT2;12/03/2024;15:07:00;1.78;73.40;16.90;19;17.70;15;-73;Ok
Top-DT2;12/03/2024;15:08:42;1.83;73.30;18.51;20;19.31;19;-74;Ok
Top-DT2;12/03/2024;15:10:22;1.78;73.20;18.71;21;20.92;37;-74;Ok
Top-DT2;12/03/2024;15:12:05;1.83;73.10;20.12;23;22.53;19;-74;Ok
Top-DT2;12/03/2024;15:13:47;1.78;73.10;19.63;25;20.92;22;-73;Ok
Top-DT2;12/03/2024;15:15:40;1.83;73.80;14.89;19;16.09;14;-73;Ok
Top-DT2;12/03/2024;15:17:12;1.89;73.10;19.75;22;22.53;21;-74;Ok
Top-DT2;12/03/2024;15:19:46;1.78;73.30;15.02;19;16.09;25;-74;Ok
Top-DT2;12/03/2024;15:21:39;1.72;72.90;15.69;18;17.70;14;-73;Ok
Top-DT2;12/03/2024;15:24:02;1.61;73.50;16.24;25;19.31;35;-74;Ok
Top-DT2;12/03/2024;15:26:39;1.56;74.00;14.16;29;16.09;42;-74;Ok
Top-DT2;12/03/2024;15:29:13;1.67;74.50;12.87;24;14.48;31;-74;Ok
Top-DT2;12/03/2024;15:30:52;1.69;74.00;16.44;12;17.70;15;-73;Ok
Top-DT2;12/03/2024;15:32:35;1.78;74.40;16.29;27;17.70;30;-74;Ok
Top-DT2;12/03/2024;15:35:09;1.83;73.80;14.48;21;17.70;35;-74;Ok
Top-DT2;12/03/2024;15:37:43;1.86;72.00;22.73;26;25.75;33;-74;Ok
Top-DT2;12/03/2024;15:39:25;1.83;73.20;16.82;22;20.92;31;-74;Ok
Top-DT2;12/03/2024;15:40:19;1.83;73.60;18.51;17;19.31;17;-74;Ok
Top-DT2;12/03/2024;15:42:01;1.89;74.20;20.12;23;22.53;25;-74;Ok
Top-DT2;12/03/2024;15:44:33;1.94;74.30;15.13;25;16.09;18;-73;Ok
Top-DT2;12/03/2024;15:46:28;1.94;74.30;20.92;31;20.92;31;-74;Ok
Top-DT2;12/03/2024;15:48:00;1.89;74.30;20.92;38;20.92;37;-74;Ok
Top-DT2;12/03/2024;15:50:31;1.89;74.80;17.70;27;20.92;18;-74;Ok
Top-DT2;12/03/2024;15:52:14;1.94;74.60;18.43;28;20.92;46;-73;Ok
Top-DT2;12/03/2024;15:53:56;1.83;74.70;21.89;27;24.14;31;-74;Ok
Top-DT2;12/03/2024;15:55:39;1.76;75.10;20.22;25;24.14;33;-74;Ok
Top-DT2;12/03/2024;15:57:35;1.67;75.20;20.92;24;20.92;17;-74;Ok
Top-DT2;12/03/2024;15:59:04;1.72;76.00;21.21;27;25.75;39;-74;Ok
Top-DT2;12/03/2024;16:01:38;1.78;75.40;25.91;30;30.58;29;-74;Ok
Top-DT2;12/03/2024;16:04:11;1.74;75.90;23.80;24;28.97;22;-73;Ok
Top-DT2;12/03/2024;16:05:57;1.78;76.30;17.17;33;17.70;26;-74;Ok
Top-DT2;12/03/2024;16:07:36;1.86;75.40;24.68;25;27.36;34;-74;Ok
Top-DT2;12/03/2024;16:09:22;1.72;75.90;21.32;40;22.53;43;-73;Ok
Top-DT2;12/03/2024;16:11:53;1.83;76.50;18.85;35;20.92;39;-74;Ok
Top-DT2;12/03/2024;16:13:38;1.78;76.20;23.17;24;24.14;18;-74;Ok
Top-DT2;12/03/2024;16:17:00;1.75;76.30;19.96;32;22.53;34;-74;Ok
Top-DT2;12/03/2024;16:19:34;1.80;76.70;19.31;45;20.92;49;-73;Ok
Top-DT2;12/03/2024;16:22:08;1.90;76.70;22.53;24;24.14;22;-75;Ok
Top-DT2;12/03/2024;16:23:50;1.83;76.70;18.87;32;20.92;23;-74;Ok
Top-DT2;12/03/2024;16:25:33;1.89;76.40;20.92;28;24.14;33;-73;Ok
Top-DT2;12/03/2024;16:27:15;1.83;76.70;16.63;34;17.70;27;-74;Ok
Top-DT2;12/03/2024;16:28:58;1.83;76.50;21.24;44;24.14;59;-74;Ok
Top-DT2;12/03/2024;16:30:40;1.83;76.50;23.60;49;27.36;53;-73;Ok
Top-DT2;12/03/2024;16:32:23;1.75;76.50;21.65;45;24.14;50;-73;Ok
Top-DT2;12/03/2024;16:34:16;1.72;76.10;24.94;50;25.75;49;-73;Ok
Top-DT2;12/03/2024;16:36:39;1.67;76.10;26.25;42;28.97;43;-73;Ok
Top-DT2;12/03/2024;16:37:44;1.67;76.20;24.14;51;24.14;51;-74;Ok
Top-DT2;12/03/2024;16:40:17;1.72;76.30;20.92;45;20.92;41;-73;Ok
Top-DT2;12/03/2024;16:41:49;1.78;76.70;19.31;61;19.31;59;-73;Ok
Top-DT2;12/03/2024;16:43:29;1.83;77.00;22.24;59;24.14;68;-74;Ok
Top-DT2;12/03/2024;16:45:12;1.83;77.00;17.88;54;19.31;53;-74;Ok
Top-DT2;12/03/2024;16:47:45;1.78;77.10;17.97;53;19.31;55;-74;Ok
Top-DT2;12/03/2024;16:49:31;1.78;77.50;20.92;58;22.53;55;-73;Ok
Top-DT2;12/03/2024;16:52:02;1.78;77.60;25.16;50;30.58;58;-74;Ok
Top-DT2;12/03/2024;16:52:53;1.75;77.30;24.14;49;27.36;57;-74;Ok
Top-DT2;12/03/2024;16:54:35;1.72;77.50;26.35;46;27.36;42;-73;Ok
Top-DT2;12/03/2024;16:57:09;1.67;77.40;24.60;44;27.36;50;-73;Ok
Top-DT2;12/03/2024;16:58:52;1.61;77.30;28.49;41;32.19;46;-73;Ok
Top-DT2;12/03/2024;17:00:34;1.67;77.40;27.04;44;28.97;46;-73;Ok
Top-DT2;12/03/2024;17:02:30;1.67;77.60;24.94;55;25.75;55;-73;Ok
Top-DT2;12/03/2024;17:04:51;1.78;76.80;28.24;39;33.80;41;-74;Ok
Top-DT2;12/03/2024;17:06:33;1.78;77.30;25.03;47;27.36;54;-73;Ok
Top-DT2;12/03/2024;17:08:18;1.72;77.10;20.12;44;20.92;46;-73;Ok
Top-DT2;12/03/2024;17:10:49;1.72;77.70;25.95;52;28.97;57;-74;Ok
Top-DT2;12/03/2024;17:13:23;1.72;77.70;28.32;58;32.19;62;-74;Ok
Top-DT2;12/03/2024;17:16:15;1.76;-1.00;23.77;55;25.75;66;-74;Ok
Top-DT2;12/03/2024;17:17:53;1.72;77.70;22.53;56;25.75;62;-74;Ok
Top-DT2;12/03/2024;17:20:13;1.67;77.60;26.55;63;28.97;66;-73;Ok
Top-DT2;12/03/2024;17:21:07;1.61;77.70;30.98;51;32.19;55;-73;Ok
Top-DT2;12/03/2024;17:22:49;1.61;77.90;27.76;50;30.58;49;-74;Ok
Top-DT2;12/03/2024;17:25:44;1.67;77.60;27.36;57;28.97;65;-73;Ok
Top-DT2;12/03/2024;17:27:06;1.67;77.50;24.68;58;25.75;54;-74;Ok
Top-DT2;12/03/2024;17:28:48;1.67;77.80;24.14;52;24.14;54;-73;Ok
Top-DT2;12/03/2024;17:32:11;1.67;77.40;27.94;58;30.58;63;-73;Ok
Top-DT2;12/03/2024;17:34:44;1.67;77.70;25.35;65;25.75;68;-73;Ok
Top-DT2;12/03/2024;17:35:49;1.67;77.40;26.55;58;27.36;57;-73;Ok
Top-DT2;12/03/2024;17:38:09;1.67;77.60;23.07;57;25.75;62;-74;Ok
Top-DT2;12/03/2024;17:39:52;1.72;77.70;24.27;57;27.36;55;-73;Ok
Top-DT2;12/03/2024;17:42:28;1.72;77.50;20.92;69;20.92;66;-74;Ok
Top-DT2;12/03/2024;17:44:08;1.70;77.70;26.96;64;28.97;68;-74;Ok
Top-DT2;12/03/2024;17:46:42;1.67;77.80;25.50;62;28.97;66;-73;Ok
Top-DT2;12/03/2024;17:48:35;1.67;77.90;28.57;67;28.97;68;-74;Ok
Top-DT2;12/03/2024;17:49:29;1.61;77.90;24.14;66;25.75;74;-73;Ok
Top-DT2;12/03/2024;17:51:11;1.61;78.00;28.43;61;28.97;62;-74;Ok
Top-DT2;12/03/2024;17:54:23;1.59;78.40;24.83;63;27.36;62;-73;Ok
Top-DT2;12/03/2024;17:57:48;1.68;78.40;23.03;64;25.75;63;-74;Ok
Top-DT2;12/03/2024;17:59:44;1.67;78.10;26.29;65;28.97;69;-73;Ok
Top-DT2;12/03/2024;18:01:13;1.67;78.30;24.68;71;27.36;74;-73;Ok
Top-DT2;12/03/2024;18:03:19;1.67;78.10;24.14;66;25.75;69;-73;Ok
Top-DT2;12/03/2024;18:04:38;1.67;78.10;22.85;64;25.75;74;-73;Ok
Top-DT2;12/03/2024;18:07:12;1.72;77.70;24.68;58;25.75;61;-73;Ok
Top-DT2;12/03/2024;18:09:46;1.76;77.70;24.26;61;27.36;68;-73;Ok
Top-DT2;12/03/2024;18:11:28;1.78;77.40;20.46;65;22.53;62;-73;Ok
Top-DT2;12/03/2024;18:13:11;1.78;77.20;25.48;66;27.36;70;-74;Ok
Top-DT2;12/03/2024;18:14:53;1.72;77.30;23.45;65;25.75;69;-74;Ok
Top-DT2;12/03/2024;18:17:27;1.74;77.30;24.68;63;27.36;68;-73;Ok
Top-DT2;12/03/2024;18:20:01;1.78;77.10;28.35;60;30.58;65;-73;Ok
