fecha;hora;;;;;
18/12/2023;16:19:38;23,31;34;0;9;E3_DT1
18/12/2023;16:21:19;23,33;34;0;9;E3_DT1
18/12/2023;16:25:04;23,33;34;0;9;E3_DT1
18/12/2023;16:26:57;23,33;34;0;9;E3_DT1
18/12/2023;16:28:49;23,33;35;0;9;E3_DT1
18/12/2023;16:30:42;23,28;35;0;9;E3_DT1
18/12/2023;16:32:34;23,28;35;0;9;E3_DT1
18/12/2023;16:34:27;23,22;35;0;9;E3_DT1
18/12/2023;16:35:37;23,22;35;0;9;E3_DT1
18/12/2023;16:37:29;23,17;35;0;9;E3_DT1
18/12/2023;16:39:08;23,17;35;0;9;E3_DT1
18/12/2023;16:41:00;23,17;35;0;9;E3_DT1
18/12/2023;16:42:53;23,17;35;0;9;E3_DT1
18/12/2023;16:46:38;23,09;35;0;9;E3_DT1
18/12/2023;16:48:21;0;0;0;0;E3_DT1
18/12/2023;16:50:26;23,06;36;0;9;E3_DT1
18/12/2023;16:52:15;23;36;0;9;E3_DT1
18/12/2023;16:54:08;23;35;0;9;E3_DT1
18/12/2023;16:56:01;22,97;35;0;9;E3_DT1
18/12/2023;16:58:49;22,92;34;0;9;E3_DT1
18/12/2023;17:00:42;22,83;35;0;9;E3_DT1
18/12/2023;17:02:48;22,78;35;0;9;E3_DT1
18/12/2023;17:04:27;22,78;35;0;9;E3_DT1
18/12/2023;17:08:12;22,74;36;0;9;E3_DT1
18/12/2023;17:10:04;22,72;36;0;9;E3_DT1
18/12/2023;17:12:53;22,67;37;0;9;E3_DT1
18/12/2023;17:13:49;22,5;36;0;9;E3_DT1
18/12/2023;17:14:48;22,28;37;0;9;E3_DT1
18/12/2023;17:16:41;22;37;0;9;E3_DT1
18/12/2023;17:18:31;21,78;37;0;9;E3_DT1
18/12/2023;17:20:23;21,56;37;0;9;E3_DT1
18/12/2023;17:22:16;21,42;38;0;9;E3_DT1
18/12/2023;17:24:08;21,28;38;0;9;E3_DT1
18/12/2023;17:26:57;21,15;38;0;9;E3_DT1
18/12/2023;17:28:52;21,06;38;0;9;E3_DT1
18/12/2023;17:30:42;21,06;38;0;9;E3_DT1
18/12/2023;17:32:34;20,94;38;0;9;E3_DT1
18/12/2023;17:35:23;20,89;38;0;9;E3_DT1
18/12/2023;17:36:34;20,89;38;0;9;E3_DT1
18/12/2023;17:39:08;20,83;38;0;9;E3_DT1
18/12/2023;17:41:04;20,83;38;0;9;E3_DT1
18/12/2023;17:42:53;20,78;38;0;9;E3_DT1
18/12/2023;17:44:57;20,78;38;0;9;E3_DT1
18/12/2023;17:46:38;20,74;38;0;9;E3_DT1
18/12/2023;17:48:31;20,69;38;0;9;E3_DT1
18/12/2023;17:49:41;20,67;38;0;9;E3_DT1
18/12/2023;17:51:20;20,67;38;0;9;E3_DT1
18/12/2023;17:53:12;20,61;38;0;9;E3_DT1
18/12/2023;17:55:07;20,61;38;0;9;E3_DT1
18/12/2023;17:56:57;20,61;38;0;9;E3_DT1
18/12/2023;17:58:50;20,56;38;0;9;E3_DT1
18/12/2023;18:00:42;20,56;38;0;9;E3_DT1
18/12/2023;18:02:35;20,5;38;0;9;E3_DT1
18/12/2023;18:05:23;20,5;38;0;9;E3_DT1
18/12/2023;18:07:16;20,5;38;0;9;E3_DT1
18/12/2023;18:09:11;20,44;38;0;9;E3_DT1
18/12/2023;18:11:01;20,44;38;0;9;E3_DT1
18/12/2023;18:13:50;20,44;38;0;9;E3_DT1
18/12/2023;18:15:42;20,39;38;0;9;E3_DT1
18/12/2023;18:17:35;20,39;38;0;9;E3_DT1
18/12/2023;18:19:38;20,37;38;0;9;E3_DT1
18/12/2023;18:21:23;20,33;38;0;9;E3_DT1
18/12/2023;18:23:12;20,33;38;0;9;E3_DT1
18/12/2023;18:24:09;20,33;38;0;9;E3_DT1
18/12/2023;18:26:01;20,33;39;0;9;E3_DT1
18/12/2023;18:27:54;20,33;39;0;9;E3_DT1
18/12/2023;18:29:04;20,33;39;0;9;E3_DT1
18/12/2023;18:31:39;20,29;39;0;9;E3_DT1
18/12/2023;18:33:34;20,28;39;0;9;E3_DT1
18/12/2023;18:35:26;20,28;39;0;9;E3_DT1
18/12/2023;18:37:16;20,22;39;0;9;E3_DT1
18/12/2023;18:39:09;20,22;39;0;9;E3_DT1
18/12/2023;18:41:57;20,22;39;0;9;E3_DT1
18/12/2023;18:43:50;20,19;39;0;9;E3_DT1
18/12/2023;18:45:42;20,17;38;0;9;E3_DT1
18/12/2023;18:47:38;20,17;38;0;9;E3_DT1
18/12/2023;18:49:27;20,17;39;0;9;E3_DT1
18/12/2023;18:51:20;20,17;38;0;9;E3_DT1
18/12/2023;18:53:12;20,11;39;0;9;E3_DT1
18/12/2023;18:55:05;20,11;39;0;9;E3_DT1
18/12/2023;18:56:57;20,11;39;0;9;E3_DT1
18/12/2023;18:58:50;20,06;39;0;9;E3_DT1
18/12/2023;19:00:00;20,06;39;0;9;E3_DT1
18/12/2023;19:01:42;20,11;39;0;9;E3_DT1
18/12/2023;19:02:35;20,11;39;0;9;E3_DT1
18/12/2023;19:04:28;20,06;39;0;9;E3_DT1
18/12/2023;19:06:20;20,06;39;0;9;E3_DT1
18/12/2023;19:08:13;20,06;39;0;9;E3_DT1
18/12/2023;19:10:05;20,04;39;0;9;E3_DT1
18/12/2023;19:11:58;20,06;39;0;9;E3_DT1
18/12/2023;19:13:53;20;39;0;9;E3_DT1
18/12/2023;19:15:43;19,94;39;0;9;E3_DT1
18/12/2023;19:17:35;20;39;0;9;E3_DT1
18/12/2023;19:19:28;19,97;39;0;9;E3_DT1
18/12/2023;19:21:34;19,94;39;0;9;E3_DT1
18/12/2023;19:24:09;19,94;39;0;9;E3_DT1
18/12/2023;19:26:04;19,94;39;0;9;E3_DT1
18/12/2023;19:27:00;19,94;39;0;9;E3_DT1
18/12/2023;19:27:54;19,94;39;0;9;E3_DT1
18/12/2023;19:29:46;19,94;39;0;9;E3_DT1
18/12/2023;19:31:39;19,91;39;0;9;E3_DT1
18/12/2023;19:33:31;19,89;39;0;9;E3_DT1
18/12/2023;19:34:42;19,89;39;0;9;E3_DT1
18/12/2023;19:36:20;19,87;39;0;9;E3_DT1
18/12/2023;19:38:13;19,89;39;0;9;E3_DT1
18/12/2023;19:40:08;19,89;39;0;9;E3_DT1
18/12/2023;19:41:01;19,86;39;0;9;E3_DT1
18/12/2023;19:42:54;19,89;39;0;9;E3_DT1
18/12/2023;19:44:46;19,83;39;0;9;E3_DT1
18/12/2023;19:46:39;19,83;39;0;9;E3_DT1
18/12/2023;19:47:49;19,83;39;0;9;E3_DT1
18/12/2023;19:50:24;19,83;39;0;9;E3_DT1
18/12/2023;19:52:19;19,83;39;0;9;E3_DT1
18/12/2023;19:54:09;19,83;39;0;9;E3_DT1
18/12/2023;19:55:08;19,83;39;0;9;E3_DT1
18/12/2023;19:56:58;19,78;39;0;9;E3_DT1
18/12/2023;19:58:50;19,78;39;0;9;E3_DT1
18/12/2023;20:00:57;19,78;39;0;9;E3_DT1
18/12/2023;20:03:32;19,78;39;0;9;E3_DT1
18/12/2023;20:04:39;19,78;39;0;9;E3_DT1
18/12/2023;20:06:23;19,78;39;0;9;E3_DT1
18/12/2023;20:08:13;19,72;39;0;9;E3_DT1
18/12/2023;20:10:05;19,72;39;0;9;E3_DT1
18/12/2023;20:11:58;19,72;39;0;9;E3_DT1
18/12/2023;20:13:50;19,72;39;0;9;E3_DT1
18/12/2023;20:15:43;19,71;39;0;9;E3_DT1
18/12/2023;20:17:35;19,72;39;0;9;E3_DT1
18/12/2023;20:19:39;19,72;39;0;9;E3_DT1
18/12/2023;20:21:20;19,72;39;0;9;E3_DT1
18/12/2023;20:23:13;19,67;39;0;9;E3_DT1
18/12/2023;20:25:05;19,67;39;0;9;E3_DT1
18/12/2023;20:26:58;19,67;39;0;9;E3_DT1
18/12/2023;20:29:47;19,67;39;0;9;E3_DT1
18/12/2023;20:31:39;19,67;39;0;9;E3_DT1
18/12/2023;20:33:32;19,61;39;0;9;E3_DT1
18/12/2023;20:35:24;19,67;39;0;9;E3_DT1
18/12/2023;20:37:17;19,61;39;0;9;E3_DT1
