fecha;hora;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;fecha_hora
2023-12-02;08:48:27;19,78;62;0;9;E1_P1;;2023-12-02 08:48:27
2023-12-02;08:49:04;20,17;61;0;9;E1_P2;;2023-12-02 08:49:04
2023-12-02;08:49:33;20;61;0;9;E1_P1;;2023-12-02 08:49:33
2023-12-02;08:51:00;19,78;62;0;9;E1_P1;;2023-12-02 08:51:00
2023-12-02;08:51:39;20,17;61;0;9;E1_P2;;2023-12-02 08:51:39
2023-12-02;08:53:37;19,83;62;0;9;E1_P1;;2023-12-02 08:53:37
2023-12-02;08:54:17;20,17;61;0;9;E1_P2;;2023-12-02 08:54:17
2023-12-02;08:56:21;19,83;62;0;9;E1_P1;;2023-12-02 08:56:21
2023-12-02;08:56:33;20,06;61;0;9;E1_P1;;2023-12-02 08:56:33
2023-12-02;08:56:54;20,22;61;0;9;E1_P2;;2023-12-02 08:56:54
2023-12-02;08:58:42;19,83;62;0;9;E1_P1;;2023-12-02 08:58:42
2023-12-02;08:58:52;20,22;61;0;9;E1_P2;;2023-12-02 08:58:52
2023-12-02;09:01:15;19,83;62;0;9;E1_P1;;2023-12-02 09:01:15
2023-12-02;09:02:09;20,25;61;0;9;E1_P2;;2023-12-02 09:02:09
2023-12-02;09:03:46;20,06;61;0;9;E1_P1;;2023-12-02 09:03:46
2023-12-02;09:03:52;19,83;62;0;9;E1_P1;;2023-12-02 09:03:52
2023-12-02;09:04:25;20,06;61;0;9;E1_P1;;2023-12-02 09:04:25
2023-12-02;09:04:47;20,28;61;0;9;E1_P2;;2023-12-02 09:04:47
2023-12-02;09:05:18;20,06;61;0;9;E1_P1;;2023-12-02 09:05:18
2023-12-02;09:07:14;19,87;62;0;9;E1_P1;;2023-12-02 09:07:14
2023-12-02;09:08:17;20,32;61;0;9;E1_P2;;2023-12-02 09:08:17
2023-12-02;09:09:41;20,11;61;0;9;E1_P1;;2023-12-02 09:09:41
2023-12-02;09:10:33;20,11;61;0;9;E1_P1;;2023-12-02 09:10:33
2023-12-02;09:10:39;19,87;62;0;9;E1_P1;;2023-12-02 09:10:39
2023-12-02;09:10:57;20,33;61;0;9;E1_P2;;2023-12-02 09:10:57
2023-12-02;09:13:23;19,93;62;0;9;E1_P1;;2023-12-02 09:13:23
2023-12-02;09:13:45;20,33;61;0;9;E1_P2;;2023-12-02 09:13:45
2023-12-02;09:14:07;0;0;0;0;E1_P1;;2023-12-02 09:14:07
2023-12-02;09:15:47;19,94;62;0;9;E1_P1;;2023-12-02 09:15:47
2023-12-02;09:16:12;20,33;61;0;9;E1_P2;;2023-12-02 09:16:12
2023-12-02;09:18:20;19,94;62;0;9;E1_P1;;2023-12-02 09:18:20
2023-12-02;09:18:47;20,39;61;0;9;E1_P2;;2023-12-02 09:18:47
2023-12-02;09:20:54;19,94;63;0;9;E1_P1;;2023-12-02 09:20:54
2023-12-02;09:21:24;20,44;61;0;9;E1_P2;;2023-12-02 09:21:24
2023-12-02;09:23:31;20;63;0;9;E1_P1;;2023-12-02 09:23:31
2023-12-02;09:24:02;20,44;62;0;9;E1_P2;;2023-12-02 09:24:02
2023-12-02;09:26:02;20;63;0;9;E1_P1;;2023-12-02 09:26:02
2023-12-02;09:26:39;20,44;62;0;9;E1_P2;;2023-12-02 09:26:39
2023-12-02;09:29:27;20,01;63;0;9;E1_P1;;2023-12-02 09:29:27
2023-12-02;09:30:09;20,5;62;0;9;E1_P2;;2023-12-02 09:30:09
2023-12-02;09:32:03;20;63;0;9;E1_P1;;2023-12-02 09:32:03
2023-12-02;09:32:47;20,5;62;0;9;E1_P2;;2023-12-02 09:32:47
2023-12-02;09:34:37;20,06;63;0;9;E1_P1;;2023-12-02 09:34:37
2023-12-02;09:34:45;20,5;61;0;9;E1_P2;;2023-12-02 09:34:45
2023-12-02;09:37:08;20,11;63;0;9;E1_P1;;2023-12-02 09:37:08
2023-12-02;09:37:36;20,56;0;0;9;E1_P2;;2023-12-02 09:37:36
2023-12-02;10:00:12;20,26;63;0;9;E1_P1;;2023-12-02 10:00:12
2023-12-02;10:00:47;20,78;61;0;9;E1_P2;;2023-12-02 10:00:47
2023-12-02;10:02:46;20,28;63;0;9;E1_P1;;2023-12-02 10:02:46
2023-12-02;10:03:25;20,78;61;0;9;E1_P2;;2023-12-02 10:03:25
2023-12-02;10:05:22;20,33;63;0;9;E1_P1;;2023-12-02 10:05:22
2023-12-02;10:06:02;20,83;61;0;9;E1_P2;;2023-12-02 10:06:02
2023-12-02;10:07:53;20,33;63;0;9;E1_P1;;2023-12-02 10:07:53
2023-12-02;10:08:40;20,83;61;0;9;E1_P2;;2023-12-02 10:08:40
2023-12-02;10:10:29;20,39;63;0;9;E1_P1;;2023-12-02 10:10:29
2023-12-02;10:10:38;20,83;61;0;9;E1_P2;;2023-12-02 10:10:38
2023-12-02;10:13:38;0;0;0;0;E1_P1;;2023-12-02 10:13:38
2023-12-02;10:13:57;20,89;61;0;9;E1_P2;;2023-12-02 10:13:57
2023-12-02;10:15:45;20,39;62;0;9;E1_P1;;2023-12-02 10:15:45
2023-12-02;10:16:32;20,91;61;0;9;E1_P2;;2023-12-02 10:16:32
2023-12-02;10:32:01;20,56;62;0;9;E1_P1;;2023-12-02 10:32:01
2023-12-02;10:32:20;21,06;61;0;9;E1_P2;;2023-12-02 10:32:20
2023-12-02;10:35:13;20,54;62;0;9;E1_P1;;2023-12-02 10:35:13
2023-12-02;10:35:47;21,06;61;0;9;E1_P2;;2023-12-02 10:35:47
2023-12-02;10:37:47;20,56;62;0;9;E1_P1;;2023-12-02 10:37:47
2023-12-02;10:38:25;21,06;61;0;9;E1_P2;;2023-12-02 10:38:25
2023-12-02;10:40:21;20,61;62;0;9;E1_P1;;2023-12-02 10:40:21
2023-12-02;10:41:02;21,11;61;0;9;E1_P2;;2023-12-02 10:41:02
2023-12-02;10:42:55;20,61;62;0;9;E1_P1;;2023-12-02 10:42:55
2023-12-02;10:43:40;21,11;60;0;9;E1_P2;;2023-12-02 10:43:40
2023-12-02;10:45:28;20,67;62;0;9;E1_P1;;2023-12-02 10:45:28
2023-12-02;10:46:17;21,17;61;0;9;E1_P2;;2023-12-02 10:46:17
2023-12-02;10:48:05;20,61;62;0;9;E1_P1;;2023-12-02 10:48:05
2023-12-02;10:48:55;21,17;61;0;9;E1_P2;;2023-12-02 10:48:55
2023-12-02;10:51:27;20,67;62;0;9;E1_P1;;2023-12-02 10:51:27
2023-12-02;10:52:25;21,17;61;0;9;E1_P2;;2023-12-02 10:52:25
2023-12-02;10:54:52;20,68;62;0;9;E1_P1;;2023-12-02 10:54:52
2023-12-02;10:55:55;21,21;60;0;9;E1_P2;;2023-12-02 10:55:55
2023-12-02;10:58:55;0;0;0;0;E1_P1;;2023-12-02 10:58:55
2023-12-02;10:59:25;21,28;61;0;9;E1_P2;;2023-12-02 10:59:25
2023-12-02;11:01:55;20,78;62;0;9;E1_P1;;2023-12-02 11:01:55
2023-12-02;11:02:55;21,24;61;0;9;E1_P2;;2023-12-02 11:02:55
2023-12-02;11:05:07;20,78;62;0;9;E1_P1;;2023-12-02 11:05:07
2023-12-02;11:05:33;21,28;61;0;9;E1_P2;;2023-12-02 11:05:33
2023-12-02;11:07:41;20,78;62;0;9;E1_P1;;2023-12-02 11:07:41
2023-12-02;11:08:10;21,33;61;0;9;E1_P2;;2023-12-02 11:08:10
2023-12-02;11:11:06;20,83;62;0;9;E1_P1;;2023-12-02 11:11:06
2023-12-02;11:11:40;21,28;61;0;9;E1_P2;;2023-12-02 11:11:40
2023-12-02;11:13:40;20,83;62;0;9;E1_P1;;2023-12-02 11:13:40
2023-12-02;11:14:18;21,33;61;0;9;E1_P2;;2023-12-02 11:14:18
2023-12-02;11:16:16;20,83;62;0;9;E1_P1;;2023-12-02 11:16:16
2023-12-02;11:16:55;21,33;60;0;9;E1_P2;;2023-12-02 11:16:55
2023-12-02;11:19:49;20,85;62;0;9;E1_P1;;2023-12-02 11:19:49
2023-12-02;11:20:25;21,39;60;0;9;E1_P2;;2023-12-02 11:20:25
2023-12-02;11:22:15;20,89;62;0;9;E1_P1;;2023-12-02 11:22:15
2023-12-02;11:22:24;21,39;60;0;9;E1_P2;;2023-12-02 11:22:24
2023-12-02;11:24:46;20,89;62;0;9;E1_P1;;2023-12-02 11:24:46
2023-12-02;11:25:40;21,39;60;0;9;E1_P2;;2023-12-02 11:25:40
2023-12-02;11:28:24;20,94;62;0;9;E1_P1;;2023-12-02 11:28:24
2023-12-02;11:29:10;21,44;60;0;9;E1_P2;;2023-12-02 11:29:10
2023-12-02;11:31:36;20,94;62;0;9;E1_P1;;2023-12-02 11:31:36
2023-12-02;11:31:48;21,44;60;0;9;E1_P2;;2023-12-02 11:31:48
2023-12-02;11:34:10;20,94;61;0;9;E1_P1;;2023-12-02 11:34:10
2023-12-02;11:34:28;21,5;60;0;9;E1_P2;;2023-12-02 11:34:28
2023-12-02;11:36:54;21;61;0;9;E1_P1;;2023-12-02 11:36:54
2023-12-02;11:37:16;21,5;60;0;9;E1_P2;;2023-12-02 11:37:16
2023-12-02;11:39:17;21;61;0;9;E1_P1;;2023-12-02 11:39:17
2023-12-02;11:39:43;21,5;60;0;9;E1_P2;;2023-12-02 11:39:43
2023-12-02;11:41:51;21,03;61;0;9;E1_P1;;2023-12-02 11:41:51
2023-12-02;11:42:18;21,56;60;0;9;E1_P2;;2023-12-02 11:42:18
2023-12-02;11:44:27;21,06;61;0;9;E1_P1;;2023-12-02 11:44:27
2023-12-02;11:44:55;21,56;60;0;9;E1_P2;;2023-12-02 11:44:55
2023-12-02;11:47:09;21,06;61;0;9;E1_P1;;2023-12-02 11:47:09
2023-12-02;11:47:35;21,56;60;0;9;E1_P2;;2023-12-02 11:47:35
2023-12-02;11:49:35;21,06;61;0;9;E1_P1;;2023-12-02 11:49:35
2023-12-02;11:50:10;21,57;60;0;9;E1_P2;;2023-12-02 11:50:10
2023-12-02;11:52:57;21,11;61;0;9;E1_P1;;2023-12-02 11:52:57
2023-12-02;11:53:40;21,61;60;0;9;E1_P2;;2023-12-02 11:53:40
2023-12-02;11:55:34;21,06;61;0;9;E1_P1;;2023-12-02 11:55:34
2023-12-02;11:56:25;21,11;61;0;9;E1_P1;;2023-12-02 11:56:25
2023-12-02;11:57:10;21,61;60;0;9;E1_P2;;2023-12-02 11:57:10
2023-12-02;11:58:59;21,17;61;0;9;E1_P1;;2023-12-02 11:58:59
2023-12-02;11:59:08;21,61;60;0;9;E1_P2;;2023-12-02 11:59:08
2023-12-02;12:01:33;21,17;61;0;9;E1_P1;;2023-12-02 12:01:33
2023-12-02;12:02:25;21,67;60;0;9;E1_P2;;2023-12-02 12:02:25
2023-12-02;12:04:58;21,17;61;0;9;E1_P1;;2023-12-02 12:04:58
2023-12-02;12:06:06;21,67;60;0;9;E1_P2;;2023-12-02 12:06:06
2023-12-02;12:08:20;21,22;61;0;9;E1_P1;;2023-12-02 12:08:20
2023-12-02;12:08:33;21,67;60;0;9;E1_P2;;2023-12-02 12:08:33
2023-12-02;12:10:54;21,22;61;0;9;E1_P1;;2023-12-02 12:10:54
2023-12-02;12:11:13;21,72;60;0;9;E1_P2;;2023-12-02 12:11:13
2023-12-02;12:13:38;21,22;61;0;9;E1_P1;;2023-12-02 12:13:38
2023-12-02;12:14:01;21,72;60;0;9;E1_P2;;2023-12-02 12:14:01
2023-12-02;12:16:01;21,22;61;0;9;E1_P1;;2023-12-02 12:16:01
2023-12-02;12:16:25;21,75;60;0;9;E1_P2;;2023-12-02 12:16:25
2023-12-02;12:19:26;21,28;61;0;9;E1_P1;;2023-12-02 12:19:26
2023-12-02;12:19:55;21,72;60;0;9;E1_P2;;2023-12-02 12:19:55
2023-12-02;12:22:03;21,22;61;0;9;E1_P1;;2023-12-02 12:22:03
2023-12-02;12:22:43;21,78;60;0;9;E1_P2;;2023-12-02 12:22:43
2023-12-02;12:24:36;21,28;61;0;9;E1_P1;;2023-12-02 12:24:36
2023-12-02;12:25:21;21,78;60;0;9;E1_P2;;2023-12-02 12:25:21
2023-12-02;12:27:20;21,28;61;0;9;E1_P1;;2023-12-02 12:27:20
2023-12-02;12:27:48;21,78;60;0;9;E1_P2;;2023-12-02 12:27:48
2023-12-02;12:30:48;21,33;0;0;9;E1_P1;;2023-12-02 12:30:48
2023-12-02;12:31:18;21,78;60;0;9;E1_P2;;2023-12-02 12:31:18
2023-12-02;12:33:09;21,28;61;0;9;E1_P1;;2023-12-02 12:33:09
2023-12-02;12:33:56;21,83;60;0;9;E1_P2;;2023-12-02 12:33:56
2023-12-02;12:35:43;21,33;61;0;9;E1_P1;;2023-12-02 12:35:43
2023-12-02;12:36:33;21,83;60;0;9;E1_P2;;2023-12-02 12:36:33
2023-12-02;12:39:15;21,33;61;0;9;E1_P1;;2023-12-02 12:39:15
2023-12-02;12:40:03;21,83;60;0;9;E1_P2;;2023-12-02 12:40:03
2023-12-02;12:42:30;21,36;61;0;9;E1_P1;;2023-12-02 12:42:30
2023-12-02;12:43:33;21,89;60;0;9;E1_P2;;2023-12-02 12:43:33
2023-12-02;12:45:55;21,39;61;0;9;E1_P1;;2023-12-02 12:45:55
2023-12-02;12:46:13;21,83;59;0;9;E1_P2;;2023-12-02 12:46:13
2023-12-02;12:49:15;0;0;0;9;E1_P1;;2023-12-02 12:49:15
2023-12-02;12:49:51;21,89;59;0;9;E1_P2;;2023-12-02 12:49:51
2023-12-02;12:51:54;21,44;60;0;9;E1_P1;;2023-12-02 12:51:54
2023-12-02;12:52:18;21,92;59;0;9;E1_P2;;2023-12-02 12:52:18
2023-12-02;12:54:28;21,44;60;0;9;E1_P1;;2023-12-02 12:54:28
2023-12-02;12:54:56;21,89;59;0;9;E1_P2;;2023-12-02 12:54:56
2023-12-02;12:57:45;21,44;60;0;9;E1_P1;;2023-12-02 12:57:45
2023-12-02;12:58:26;21,94;59;0;9;E1_P2;;2023-12-02 12:58:26
2023-12-02;13:00:27;21,5;60;0;9;E1_P1;;2023-12-02 13:00:27
2023-12-02;13:01:56;21,94;59;0;9;E1_P2;;2023-12-02 13:01:56
2023-12-02;13:03:52;21,44;60;0;9;E1_P1;;2023-12-02 13:03:52
2023-12-02;13:04:33;21,94;59;0;9;E1_P2;;2023-12-02 13:04:33
2023-12-02;13:06:36;21,5;60;0;9;E1_P1;;2023-12-02 13:06:36
2023-12-02;13:07:21;21,94;59;0;9;E1_P2;;2023-12-02 13:07:21
2023-12-02;13:09:12;21,5;60;0;9;E1_P1;;2023-12-02 13:09:12
2023-12-02;13:09:48;22;59;0;9;E1_P2;;2023-12-02 13:09:48
2023-12-02;13:11:35;21,5;60;0;9;E1_P1;;2023-12-02 13:11:35
2023-12-02;13:12:26;21,98;59;0;9;E1_P2;;2023-12-02 13:12:26
2023-12-02;13:14:58;21,5;60;0;9;E1_P1;;2023-12-02 13:14:58
2023-12-02;13:16:28;22,03;0;0;9;E1_P2;;2023-12-02 13:16:28
2023-12-02;13:18:23;21,56;60;0;9;E1_P1;;2023-12-02 13:18:23
2023-12-02;13:19:26;22,04;59;0;9;E1_P2;;2023-12-02 13:19:26
2023-12-02;13:21:48;21,6;60;0;9;E1_P1;;2023-12-02 13:21:48
2023-12-02;13:22:06;22,06;59;0;9;E1_P2;;2023-12-02 13:22:06
2023-12-02;13:24:22;21,61;60;0;9;E1_P1;;2023-12-02 13:24:22
2023-12-02;13:24:43;22,06;59;0;9;E1_P2;;2023-12-02 13:24:43
2023-12-02;13:26:55;21,63;60;0;9;E1_P1;;2023-12-02 13:26:55
2023-12-02;13:27:21;22,06;59;0;9;E1_P2;;2023-12-02 13:27:21
2023-12-02;13:29:29;21,67;60;0;9;E1_P1;;2023-12-02 13:29:29
2023-12-02;13:29:56;22,11;59;0;9;E1_P2;;2023-12-02 13:29:56
2023-12-02;13:32:03;21,67;60;0;9;E1_P1;;2023-12-02 13:32:03
2023-12-02;13:33:34;22,11;0;0;9;E1_P2;;2023-12-02 13:33:34
2023-12-02;13:35:41;21,67;59;0;9;E1_P1;;2023-12-02 13:35:41
2023-12-02;13:36:06;22,11;59;0;9;E1_P2;;2023-12-02 13:36:06
2023-12-02;13:38:02;21,67;59;0;9;E1_P1;;2023-12-02 13:38:02
2023-12-02;13:38:41;22,13;59;0;9;E1_P2;;2023-12-02 13:38:41
2023-12-02;13:40:35;21,72;59;0;9;E1_P1;;2023-12-02 13:40:35
2023-12-02;13:41:18;22,14;59;0;9;E1_P2;;2023-12-02 13:41:18
2023-12-02;13:44:01;21,69;59;0;9;E1_P1;;2023-12-02 13:44:01
2023-12-02;13:44:51;22,17;58;0;9;E1_P2;;2023-12-02 13:44:51
2023-12-02;13:46:45;21,72;59;0;9;E1_P1;;2023-12-02 13:46:45
2023-12-02;13:47:26;22,17;58;0;9;E1_P2;;2023-12-02 13:47:26
2023-12-02;13:49:11;21,72;59;0;9;E1_P1;;2023-12-02 13:49:11
2023-12-02;13:50:03;22,17;58;0;9;E1_P2;;2023-12-02 13:50:03
2023-12-02;13:51:55;21,72;59;0;9;E1_P1;;2023-12-02 13:51:55
2023-12-02;13:52:41;22,17;58;0;9;E1_P2;;2023-12-02 13:52:41
2023-12-02;13:55:07;21,78;59;0;9;E1_P1;;2023-12-02 13:55:07
2023-12-02;13:55:19;22,17;58;0;9;E1_P2;;2023-12-02 13:55:19
2023-12-02;13:57:41;21,78;59;0;9;E1_P1;;2023-12-02 13:57:41
2023-12-02;13:57:59;22,22;58;0;9;E1_P2;;2023-12-02 13:57:59
2023-12-02;14:00:59;0;0;0;0;E1_P1;;2023-12-02 14:00:59
2023-12-02;14:01:26;22,22;58;0;9;E1_P2;;2023-12-02 14:01:26
2023-12-02;14:03:39;21,83;59;0;9;E1_P1;;2023-12-02 14:03:39
2023-12-02;14:04:04;22,19;58;0;9;E1_P2;;2023-12-02 14:04:04
2023-12-02;14:06:13;21,83;59;0;9;E1_P1;;2023-12-02 14:06:13
2023-12-02;14:06:41;22,22;58;0;9;E1_P2;;2023-12-02 14:06:41
2023-12-02;14:09:41;21,83;0;0;9;E1_P1;;2023-12-02 14:09:41
2023-12-02;14:10:22;22,22;58;0;9;E1_P2;;2023-12-02 14:10:22
2023-12-02;14:12:14;21,83;59;0;9;E1_P1;;2023-12-02 14:12:14
2023-12-02;14:12:49;22,22;58;0;9;E1_P2;;2023-12-02 14:12:49
2023-12-02;14:14:46;21,83;59;0;9;E1_P1;;2023-12-02 14:14:46
2023-12-02;14:15:26;22,25;58;0;9;E1_P2;;2023-12-02 14:15:26
2023-12-02;14:17:19;21,89;59;0;9;E1_P1;;2023-12-02 14:17:19
2023-12-02;14:18:14;22,25;58;0;9;E1_P2;;2023-12-02 14:18:14
2023-12-02;14:20:06;21,89;59;0;9;E1_P1;;2023-12-02 14:20:06
2023-12-02;14:20:41;22,28;58;0;9;E1_P2;;2023-12-02 14:20:41
2023-12-02;14:22:30;21,89;59;0;9;E1_P1;;2023-12-02 14:22:30
2023-12-02;14:22:39;22,28;58;0;9;E1_P2;;2023-12-02 14:22:39
2023-12-02;14:25:01;21,93;59;0;9;E1_P1;;2023-12-02 14:25:01
2023-12-02;14:25:56;22,28;58;0;9;E1_P2;;2023-12-02 14:25:56
2023-12-02;14:28:26;21,94;59;0;9;E1_P1;;2023-12-02 14:28:26
2023-12-02;14:29:26;22,28;58;0;9;E1_P2;;2023-12-02 14:29:26
2023-12-02;14:31:51;21,94;59;0;9;E1_P1;;2023-12-02 14:31:51
2023-12-02;14:32:04;22,33;58;0;9;E1_P2;;2023-12-02 14:32:04
2023-12-02;14:35:04;0;0;0;0;E1_P1;;2023-12-02 14:35:04
2023-12-02;14:35:34;22,33;58;0;9;E1_P2;;2023-12-02 14:35:34
2023-12-02;14:37:50;21,97;58;0;9;E1_P1;;2023-12-02 14:37:50
2023-12-02;14:38:14;22,28;58;0;9;E1_P2;;2023-12-02 14:38:14
2023-12-02;14:40:23;22;58;0;9;E1_P1;;2023-12-02 14:40:23
2023-12-02;14:40:49;22,33;58;0;9;E1_P2;;2023-12-02 14:40:49
2023-12-02;14:42:57;22;58;0;9;E1_P1;;2023-12-02 14:42:57
2023-12-02;14:43:26;22,33;58;0;9;E1_P2;;2023-12-02 14:43:26
2023-12-02;14:45:31;22,06;58;0;9;E1_P1;;2023-12-02 14:45:31
2023-12-02;14:46:06;22,39;58;0;9;E1_P2;;2023-12-02 14:46:06
2023-12-02;14:48:05;22,06;58;0;9;E1_P1;;2023-12-02 14:48:05
2023-12-02;14:48:41;22,39;58;0;9;E1_P2;;2023-12-02 14:48:41
2023-12-02;14:50:38;22,06;58;0;9;E1_P1;;2023-12-02 14:50:38
2023-12-02;14:51:19;22,39;58;0;9;E1_P2;;2023-12-02 14:51:19
2023-12-02;14:54:03;22,11;58;0;9;E1_P1;;2023-12-02 14:54:03
2023-12-02;14:54:59;22,39;58;0;9;E1_P2;;2023-12-02 14:54:59
2023-12-02;14:56:50;22,11;58;0;9;E1_P1;;2023-12-02 14:56:50
2023-12-02;14:57:26;22,39;58;0;9;E1_P2;;2023-12-02 14:57:26
2023-12-02;15:00:02;22,11;58;0;9;E1_P1;;2023-12-02 15:00:02
2023-12-02;15:00:56;22,44;58;0;9;E1_P2;;2023-12-02 15:00:56
2023-12-02;15:03:58;0;0;0;9;E1_P1;;2023-12-02 15:03:58
2023-12-02;15:04:26;22,44;58;0;9;E1_P2;;2023-12-02 15:04:26
2023-12-02;15:06:52;22,17;58;0;9;E1_P1;;2023-12-02 15:06:52
2023-12-02;15:07:04;22,44;58;0;9;E1_P2;;2023-12-02 15:07:04
2023-12-02;15:09:26;22,17;58;0;9;E1_P1;;2023-12-02 15:09:26
2023-12-02;15:09:44;22,5;57;0;9;E1_P2;;2023-12-02 15:09:44
2023-12-02;15:12:00;22,17;58;0;9;E1_P1;;2023-12-02 15:12:00
2023-12-02;15:13:22;22,44;57;0;9;E1_P2;;2023-12-02 15:13:22
2023-12-02;15:15:25;22,17;58;0;9;E1_P1;;2023-12-02 15:15:25
2023-12-02;15:15:49;22,44;58;0;9;E1_P2;;2023-12-02 15:15:49
2023-12-02;15:18:01;22,22;58;0;9;E1_P1;;2023-12-02 15:18:01
2023-12-02;15:18:26;22,44;57;0;9;E1_P2;;2023-12-02 15:18:26
2023-12-02;15:20:32;22,22;58;0;9;E1_P1;;2023-12-02 15:20:32
2023-12-02;15:21:04;22,44;58;0;9;E1_P2;;2023-12-02 15:21:04
2023-12-02;15:23:06;22,22;58;0;9;E1_P1;;2023-12-02 15:23:06
2023-12-02;15:23:42;22,44;57;0;9;E1_P2;;2023-12-02 15:23:42
2023-12-02;15:25:40;22,22;58;0;9;E1_P1;;2023-12-02 15:25:40
2023-12-02;15:26:19;22,44;57;0;9;E1_P2;;2023-12-02 15:26:19
2023-12-02;15:29:05;22,22;58;0;9;E1_P1;;2023-12-02 15:29:05
2023-12-02;15:30:36;22,44;0;0;9;E1_P2;;2023-12-02 15:30:36
2023-12-02;15:32:30;22,28;57;0;9;E1_P1;;2023-12-02 15:32:30
2023-12-02;15:33:19;22,44;57;0;9;E1_P2;;2023-12-02 15:33:19
2023-12-02;15:35:06;22,22;58;0;9;E1_P1;;2023-12-02 15:35:06
2023-12-02;15:35:57;22,44;57;0;9;E1_P2;;2023-12-02 15:35:57
2023-12-02;15:37:40;22,28;57;0;9;E1_P1;;2023-12-02 15:37:40
2023-12-02;15:38:34;22,44;57;0;9;E1_P2;;2023-12-02 15:38:34
2023-12-02;15:41:02;22,22;57;0;9;E1_P1;;2023-12-02 15:41:02
2023-12-02;15:42:32;0;0;0;0;E1_P2;;2023-12-02 15:42:32
2023-12-02;15:44:27;22,22;57;0;9;E1_P1;;2023-12-02 15:44:27
2023-12-02;15:44:44;22,44;57;0;9;E1_P2;;2023-12-02 15:44:44
2023-12-02;15:47:01;22,24;57;0;9;E1_P1;;2023-12-02 15:47:01
2023-12-02;15:48:33;0;57;0;9;E1_P2;;2023-12-02 15:48:33
2023-12-02;15:50:29;22,22;57;0;9;E1_P1;;2023-12-02 15:50:29
2023-12-02;15:51:52;22,39;57;0;9;E1_P2;;2023-12-02 15:51:52
2023-12-02;15:53:54;22,22;57;0;9;E1_P1;;2023-12-02 15:53:54
2023-12-02;15:54:19;22,44;57;0;9;E1_P2;;2023-12-02 15:54:19
2023-12-02;15:56:25;22,22;57;0;9;E1_P1;;2023-12-02 15:56:25
2023-12-02;15:57:55;22,39;0;0;9;E1_P2;;2023-12-02 15:57:55
2023-12-02;15:59:50;22,22;57;0;9;E1_P1;;2023-12-02 15:59:50
2023-12-02;16:00:29;22,39;57;0;9;E1_P2;;2023-12-02 16:00:29
2023-12-02;16:03:25;22,22;57;0;9;E1_P1;;2023-12-02 16:03:25
2023-12-02;16:03:57;22,39;57;0;9;E1_P2;;2023-12-02 16:03:57
2023-12-02;16:05:49;22,22;57;0;9;E1_P1;;2023-12-02 16:05:49
2023-12-02;16:06:34;22,39;57;0;9;E1_P2;;2023-12-02 16:06:34
2023-12-02;16:08:25;22,22;57;0;9;E1_P1;;2023-12-02 16:08:25
2023-12-02;16:09:12;22,39;57;0;9;E1_P2;;2023-12-02 16:09:12
2023-12-02;16:10:59;22,17;57;0;9;E1_P1;;2023-12-02 16:10:59
