fecha;hora;;;;;
02/12/2023;8:14:54;20,15;61;0;9;E1_P2
02/12/2023;8:17:32;20,17;61;0;9;E1_P2
02/12/2023;8:21:02;20,11;61;0;9;E1_P2
02/12/2023;8:23:00;20,11;61;0;9;E1_P2
02/12/2023;8:26:19;20,11;61;0;9;E1_P2
02/12/2023;8:29:47;20,11;61;0;9;E1_P2
02/12/2023;8:32:24;20,11;61;0;9;E1_P2
02/12/2023;8:35:04;20,17;61;0;9;E1_P2
02/12/2023;8:37:52;20,17;61;0;9;E1_P2
02/12/2023;8:41:09;20,17;61;0;9;E1_P2
02/12/2023;8:43:47;20,17;61;0;9;E1_P2
02/12/2023;8:46:24;20,17;61;0;9;E1_P2
02/12/2023;8:49:04;20,17;61;0;9;E1_P2
02/12/2023;8:51:39;20,17;61;0;9;E1_P2
02/12/2023;8:54:17;20,17;61;0;9;E1_P2
02/12/2023;8:56:54;20,22;61;0;9;E1_P2
02/12/2023;8:58:52;20,22;61;0;9;E1_P2
02/12/2023;9:02:09;20,25;61;0;9;E1_P2
02/12/2023;9:04:47;20,28;61;0;9;E1_P2
02/12/2023;9:08:17;20,32;61;0;9;E1_P2
02/12/2023;9:10:57;20,33;61;0;9;E1_P2
02/12/2023;9:13:45;20,33;61;0;9;E1_P2
02/12/2023;9:16:12;20,33;61;0;9;E1_P2
02/12/2023;9:18:47;20,39;61;0;9;E1_P2
02/12/2023;9:21:24;20,44;61;0;9;E1_P2
02/12/2023;9:24:02;20,44;62;0;9;E1_P2
02/12/2023;9:26:39;20,44;62;0;9;E1_P2
02/12/2023;9:30:09;20,5;62;0;9;E1_P2
02/12/2023;9:32:47;20,5;62;0;9;E1_P2
02/12/2023;9:34:45;20,5;61;0;9;E1_P2
02/12/2023;9:37:36;20,56;0;0;9;E1_P2
02/12/2023;10:00:47;20,78;61;0;9;E1_P2
02/12/2023;10:03:25;20,78;61;0;9;E1_P2
02/12/2023;10:06:02;20,83;61;0;9;E1_P2
02/12/2023;10:08:40;20,83;61;0;9;E1_P2
02/12/2023;10:10:38;20,83;61;0;9;E1_P2
02/12/2023;10:13:57;20,89;61;0;9;E1_P2
02/12/2023;10:16:32;20,91;61;0;9;E1_P2
02/12/2023;10:32:20;21,06;61;0;9;E1_P2
02/12/2023;10:35:47;21,06;61;0;9;E1_P2
02/12/2023;10:38:25;21,06;61;0;9;E1_P2
02/12/2023;10:41:02;21,11;61;0;9;E1_P2
02/12/2023;10:43:40;21,11;60;0;9;E1_P2
02/12/2023;10:46:17;21,17;61;0;9;E1_P2
02/12/2023;10:48:55;21,17;61;0;9;E1_P2
02/12/2023;10:52:25;21,17;61;0;9;E1_P2
02/12/2023;10:55:55;21,21;60;0;9;E1_P2
02/12/2023;10:59:25;21,28;61;0;9;E1_P2
02/12/2023;11:02:55;21,24;61;0;9;E1_P2
02/12/2023;11:05:33;21,28;61;0;9;E1_P2
02/12/2023;11:08:10;21,33;61;0;9;E1_P2
02/12/2023;11:11:40;21,28;61;0;9;E1_P2
02/12/2023;11:14:18;21,33;61;0;9;E1_P2
02/12/2023;11:16:55;21,33;60;0;9;E1_P2
02/12/2023;11:20:25;21,39;60;0;9;E1_P2
02/12/2023;11:22:24;21,39;60;0;9;E1_P2
02/12/2023;11:25:40;21,39;60;0;9;E1_P2
02/12/2023;11:29:10;21,44;60;0;9;E1_P2
02/12/2023;11:31:48;21,44;60;0;9;E1_P2
02/12/2023;11:34:28;21,5;60;0;9;E1_P2
02/12/2023;11:37:16;21,5;60;0;9;E1_P2
02/12/2023;11:39:43;21,5;60;0;9;E1_P2
02/12/2023;11:42:18;21,56;60;0;9;E1_P2
02/12/2023;11:44:55;21,56;60;0;9;E1_P2
02/12/2023;11:47:35;21,56;60;0;9;E1_P2
02/12/2023;11:50:10;21,57;60;0;9;E1_P2
02/12/2023;11:53:40;21,61;60;0;9;E1_P2
02/12/2023;11:57:10;21,61;60;0;9;E1_P2
02/12/2023;11:59:08;21,61;60;0;9;E1_P2
02/12/2023;12:02:25;21,67;60;0;9;E1_P2
02/12/2023;12:06:06;21,67;60;0;9;E1_P2
02/12/2023;12:08:33;21,67;60;0;9;E1_P2
02/12/2023;12:11:13;21,72;60;0;9;E1_P2
02/12/2023;12:14:01;21,72;60;0;9;E1_P2
02/12/2023;12:16:25;21,75;60;0;9;E1_P2
02/12/2023;12:19:55;21,72;60;0;9;E1_P2
02/12/2023;12:22:43;21,78;60;0;9;E1_P2
02/12/2023;12:25:21;21,78;60;0;9;E1_P2
02/12/2023;12:27:48;21,78;60;0;9;E1_P2
02/12/2023;12:31:18;21,78;60;0;9;E1_P2
02/12/2023;12:33:56;21,83;60;0;9;E1_P2
02/12/2023;12:36:33;21,83;60;0;9;E1_P2
02/12/2023;12:40:03;21,83;60;0;9;E1_P2
02/12/2023;12:43:33;21,89;60;0;9;E1_P2
02/12/2023;12:46:13;21,83;59;0;9;E1_P2
02/12/2023;12:49:51;21,89;59;0;9;E1_P2
02/12/2023;12:52:18;21,92;59;0;9;E1_P2
02/12/2023;12:54:56;21,89;59;0;9;E1_P2
02/12/2023;12:58:26;21,94;59;0;9;E1_P2
02/12/2023;13:01:56;21,94;59;0;9;E1_P2
02/12/2023;13:04:33;21,94;59;0;9;E1_P2
02/12/2023;13:07:21;21,94;59;0;9;E1_P2
02/12/2023;13:09:48;22;59;0;9;E1_P2
02/12/2023;13:12:26;21,98;59;0;9;E1_P2
02/12/2023;13:16:28;22,03;0;0;9;E1_P2
02/12/2023;13:19:26;22,04;59;0;9;E1_P2
02/12/2023;13:22:06;22,06;59;0;9;E1_P2
02/12/2023;13:24:43;22,06;59;0;9;E1_P2
02/12/2023;13:27:21;22,06;59;0;9;E1_P2
02/12/2023;13:29:56;22,11;59;0;9;E1_P2
02/12/2023;13:33:34;22,11;0;0;9;E1_P2
02/12/2023;13:36:06;22,11;59;0;9;E1_P2
02/12/2023;13:38:41;22,13;59;0;9;E1_P2
02/12/2023;13:41:18;22,14;59;0;9;E1_P2
02/12/2023;13:44:51;22,17;58;0;9;E1_P2
02/12/2023;13:47:26;22,17;58;0;9;E1_P2
02/12/2023;13:50:03;22,17;58;0;9;E1_P2
02/12/2023;13:52:41;22,17;58;0;9;E1_P2
02/12/2023;13:55:19;22,17;58;0;9;E1_P2
02/12/2023;13:57:59;22,22;58;0;9;E1_P2
02/12/2023;14:01:26;22,22;58;0;9;E1_P2
02/12/2023;14:04:04;22,19;58;0;9;E1_P2
02/12/2023;14:06:41;22,22;58;0;9;E1_P2
02/12/2023;14:10:22;22,22;58;0;9;E1_P2
02/12/2023;14:12:49;22,22;58;0;9;E1_P2
02/12/2023;14:15:26;22,25;58;0;9;E1_P2
02/12/2023;14:18:14;22,25;58;0;9;E1_P2
02/12/2023;14:20:41;22,28;58;0;9;E1_P2
02/12/2023;14:22:39;22,28;58;0;9;E1_P2
02/12/2023;14:25:56;22,28;58;0;9;E1_P2
02/12/2023;14:29:26;22,28;58;0;9;E1_P2
02/12/2023;14:32:04;22,33;58;0;9;E1_P2
02/12/2023;14:35:34;22,33;58;0;9;E1_P2
02/12/2023;14:38:14;22,28;58;0;9;E1_P2
02/12/2023;14:40:49;22,33;58;0;9;E1_P2
02/12/2023;14:43:26;22,33;58;0;9;E1_P2
02/12/2023;14:46:06;22,39;58;0;9;E1_P2
02/12/2023;14:48:41;22,39;58;0;9;E1_P2
02/12/2023;14:51:19;22,39;58;0;9;E1_P2
02/12/2023;14:54:59;22,39;58;0;9;E1_P2
02/12/2023;14:57:26;22,39;58;0;9;E1_P2
02/12/2023;15:00:56;22,44;58;0;9;E1_P2
02/12/2023;15:04:26;22,44;58;0;9;E1_P2
02/12/2023;15:07:04;22,44;58;0;9;E1_P2
02/12/2023;15:09:44;22,5;57;0;9;E1_P2
02/12/2023;15:13:22;22,44;57;0;9;E1_P2
02/12/2023;15:15:49;22,44;58;0;9;E1_P2
02/12/2023;15:18:26;22,44;57;0;9;E1_P2
02/12/2023;15:21:04;22,44;58;0;9;E1_P2
02/12/2023;15:23:42;22,44;57;0;9;E1_P2
02/12/2023;15:26:19;22,44;57;0;9;E1_P2
02/12/2023;15:30:36;22,44;0;0;9;E1_P2
02/12/2023;15:33:19;22,44;57;0;9;E1_P2
02/12/2023;15:35:57;22,44;57;0;9;E1_P2
02/12/2023;15:38:34;22,44;57;0;9;E1_P2
02/12/2023;15:42:32;0;0;0;0;E1_P2
02/12/2023;15:44:44;22,44;57;0;9;E1_P2
02/12/2023;15:48:33;0;57;0;9;E1_P2
02/12/2023;15:51:52;22,39;57;0;9;E1_P2
02/12/2023;15:54:19;22,44;57;0;9;E1_P2
02/12/2023;15:57:55;22,39;0;0;9;E1_P2
02/12/2023;16:00:29;22,39;57;0;9;E1_P2
02/12/2023;16:03:57;22,39;57;0;9;E1_P2
02/12/2023;16:06:34;22,39;57;0;9;E1_P2
02/12/2023;16:09:12;22,39;57;0;9;E1_P2
02/12/2023;16:11:49;22,39;57;0;9;E1_P2
02/12/2023;16:15:19;22,36;57;0;9;E1_P2
02/12/2023;16:18:00;22,39;57;0;9;E1_P2
02/12/2023;16:21:27;22,33;57;0;9;E1_P2
02/12/2023;16:24:07;22,33;57;0;9;E1_P2
02/12/2023;16:27:34;22,33;57;0;9;E1_P2
02/12/2023;16:31:04;22,28;57;0;9;E1_P2
02/12/2023;16:33:55;22,28;57;0;9;E1_P2
02/12/2023;16:36:19;22,26;57;0;9;E1_P2
02/12/2023;16:38:57;22,22;57;0;9;E1_P2
02/12/2023;16:41:45;22,22;57;0;9;E1_P2
02/12/2023;16:44:15;22,17;57;0;9;E1_P2
02/12/2023;16:46:49;22,17;57;0;9;E1_P2
02/12/2023;16:50:19;22,15;57;0;9;E1_P2
02/12/2023;16:53:08;22,11;58;0;9;E1_P2
02/12/2023;16:55:35;22,11;58;0;9;E1_P2
02/12/2023;16:58:15;22,06;58;0;9;E1_P2
02/12/2023;17:01:42;22,06;58;0;9;E1_P2
02/12/2023;17:04:20;22;58;0;9;E1_P2
02/12/2023;17:06:57;22;59;0;9;E1_P2
02/12/2023;17:10:27;21,94;59;0;9;E1_P2
02/12/2023;17:13:05;21,93;59;0;9;E1_P2
02/12/2023;17:16:35;21,89;59;0;9;E1_P2
02/12/2023;17:20:05;21,83;59;0;9;E1_P2
02/12/2023;17:22:03;21,78;59;0;9;E1_P2
02/12/2023;17:25:20;21,79;59;0;9;E1_P2
02/12/2023;17:28:50;21,78;60;0;9;E1_P2
02/12/2023;17:31:27;21,78;60;0;9;E1_P2
02/12/2023;17:34:07;21,72;60;0;9;E1_P2
02/12/2023;17:36:45;21,72;60;0;9;E1_P2
02/12/2023;17:39:20;21,72;60;0;9;E1_P2
02/12/2023;17:41:57;21,67;60;0;9;E1_P2
02/12/2023;17:45:46;21,67;0;0;9;E1_P2
02/12/2023;17:48:05;21,61;60;0;9;E1_P2
02/12/2023;17:51:35;21,61;60;0;9;E1_P2
02/12/2023;17:55:05;21,61;60;0;9;E1_P2
02/12/2023;17:57:03;21,56;60;0;9;E1_P2
02/12/2023;18:00:20;21,56;61;0;9;E1_P2
02/12/2023;18:03:50;21,56;61;0;9;E1_P2
02/12/2023;18:06:27;21,56;61;0;9;E1_P2
02/12/2023;18:09:08;21,5;61;0;9;E1_P2
02/12/2023;18:12:35;21,5;61;0;9;E1_P2
02/12/2023;18:15:12;21,47;61;0;9;E1_P2
02/12/2023;18:18:53;21,44;61;0;9;E1_P2
02/12/2023;18:21:20;21,44;61;0;9;E1_P2
02/12/2023;18:23:58;21,41;61;0;9;E1_P2
02/12/2023;18:27:28;21,39;61;0;9;E1_P2
02/12/2023;18:30:58;21,39;61;0;9;E1_P2
02/12/2023;18:32:56;21,33;61;0;9;E1_P2
02/12/2023;18:36:13;21,37;61;0;9;E1_P2
02/12/2023;18:40:14;21,35;0;0;9;E1_P2
02/12/2023;18:42:20;21,33;62;0;9;E1_P2
02/12/2023;18:45:00;21,33;62;0;9;E1_P2
02/12/2023;18:47:46;21,33;61;0;9;E1_P2
02/12/2023;18:50:15;21,33;60;0;9;E1_P2
02/12/2023;18:52:50;21,33;60;0;9;E1_P2
02/12/2023;18:55:28;21,39;60;0;9;E1_P2
02/12/2023;18:58:58;21,39;60;0;9;E1_P2
02/12/2023;19:01:35;21,43;60;0;9;E1_P2
02/12/2023;19:04:13;21,44;60;0;9;E1_P2
02/12/2023;19:08:25;0;0;0;0;E1_P2
02/12/2023;19:11:13;21,44;60;0;9;E1_P2
02/12/2023;19:13:50;21,44;59;0;9;E1_P2
02/12/2023;19:17:20;21,42;60;0;9;E1_P2
02/12/2023;19:20:08;21,39;59;0;9;E1_P2
02/12/2023;19:23:30;21,39;59;0;9;E1_P2
02/12/2023;19:26:58;21,39;59;0;9;E1_P2
02/12/2023;19:29:35;21,39;59;0;9;E1_P2
02/12/2023;19:33:05;21,39;59;0;9;E1_P2
02/12/2023;19:35:43;21,39;59;0;9;E1_P2
02/12/2023;19:38:20;21,39;59;0;9;E1_P2
02/12/2023;19:40:58;21,39;59;0;9;E1_P2
02/12/2023;19:43:35;21,33;59;0;9;E1_P2
02/12/2023;19:45:34;21,33;59;0;9;E1_P2
02/12/2023;19:48:51;21,35;59;0;9;E1_P2
02/12/2023;19:52:21;21,33;59;0;9;E1_P2
02/12/2023;19:55:01;21,33;59;0;9;E1_P2
02/12/2023;19:57:38;21,33;59;0;9;E1_P2
02/12/2023;20:01:19;21,39;59;0;9;E1_P2
02/12/2023;20:03:43;21,33;59;0;9;E1_P2
02/12/2023;20:20:34;21,44;59;0;9;E1_P2
02/12/2023;20:22:06;21,41;59;0;9;E1_P2
02/12/2023;20:24:43;21,44;59;0;9;E1_P2
02/12/2023;20:27:21;21,44;59;0;9;E1_P2
02/12/2023;20:29:58;21,44;59;0;9;E1_P2
02/12/2023;20:32:38;21,5;59;0;9;E1_P2
02/12/2023;20:36:06;21,5;59;0;9;E1_P2
02/12/2023;20:38:43;21,5;59;0;9;E1_P2
02/12/2023;20:41:21;21,5;59;0;9;E1_P2
02/12/2023;20:44:51;21,54;59;0;9;E1_P2
02/12/2023;20:47:28;21,56;59;0;9;E1_P2
02/12/2023;20:50:06;21,56;59;0;9;E1_P2
02/12/2023;20:52:43;21,61;59;0;9;E1_P2
02/12/2023;20:56:06;21,61;0;0;9;E1_P2
02/12/2023;20:58:51;21,61;59;0;9;E1_P2
02/12/2023;21:01:28;21,67;59;0;9;E1_P2
02/12/2023;21:04:58;21,67;59;0;9;E1_P2
02/12/2023;21:07:49;21,72;59;0;9;E1_P2
02/12/2023;21:10:24;21,72;59;0;9;E1_P2
02/12/2023;21:13:44;21,78;59;0;9;E1_P2
02/12/2023;21:16:21;21,78;59;0;9;E1_P2
02/12/2023;21:18:59;21,78;59;0;9;E1_P2
02/12/2023;21:21:36;21,78;59;0;9;E1_P2
02/12/2023;21:24:14;21,78;59;0;9;E1_P2
02/12/2023;21:26:51;21,81;59;0;9;E1_P2
02/12/2023;21:29:29;21,83;59;0;9;E1_P2
02/12/2023;21:55:57;21,78;60;0;9;E1_P2
02/12/2023;21:58:21;21,83;60;0;9;E1_P2
02/12/2023;22:00:59;21,83;59;0;9;E1_P2
02/12/2023;22:03:36;21,83;59;0;9;E1_P2
02/12/2023;22:06:14;21,94;59;0;9;E1_P2
02/12/2023;22:11:29;21,94;59;0;9;E1_P2
02/12/2023;22:14:06;21,94;59;0;9;E1_P2
02/12/2023;22:16:44;21,94;59;0;9;E1_P2
02/12/2023;22:19:24;21,94;59;0;9;E1_P2
02/12/2023;22:22:02;21,94;59;0;9;E1_P2
02/12/2023;22:24:39;22;59;0;9;E1_P2
02/12/2023;22:27:17;22;59;0;9;E1_P2
02/12/2023;22:30:26;22,06;59;0;9;E1_P2
02/12/2023;22:33:21;22,06;59;0;9;E1_P2
02/12/2023;22:35:59;22,06;60;0;9;E1_P2
02/12/2023;22:38:36;22,06;59;0;9;E1_P2
02/12/2023;22:41:14;22,11;59;0;9;E1_P2
02/12/2023;22:44:34;0;0;0;9;E1_P2
02/12/2023;22:47:22;22,14;59;0;9;E1_P2
02/12/2023;22:49:59;22,11;59;0;9;E1_P2
02/12/2023;22:53:07;22,17;0;0;9;E1_P2
02/12/2023;22:55:17;22,11;60;0;9;E1_P2
02/12/2023;22:57:54;22,11;60;0;9;E1_P2
02/12/2023;23:00:32;22,06;60;0;9;E1_P2
02/12/2023;23:03:09;22,06;60;0;9;E1_P2
02/12/2023;23:06:39;22,06;60;0;9;E1_P2
02/12/2023;23:09:17;22,06;60;0;9;E1_P2
02/12/2023;23:11:52;22,06;60;0;9;E1_P2
02/12/2023;23:15:22;22,06;60;0;9;E1_P2
02/12/2023;23:18:52;22;60;0;9;E1_P2
02/12/2023;23:20:50;22,06;60;0;9;E1_P2
02/12/2023;23:24:17;22;60;0;9;E1_P2
02/12/2023;23:26:44;21,97;60;0;9;E1_P2
02/12/2023;23:29:32;21,94;60;0;9;E1_P2
02/12/2023;23:33:14;0;0;0;0;E1_P2
02/12/2023;23:35:40;21,94;60;0;9;E1_P2
02/12/2023;23:38:17;21,94;60;0;9;E1_P2
02/12/2023;23:41:47;21,94;60;0;9;E1_P2
02/12/2023;23:44:17;21,89;60;0;9;E1_P2
02/12/2023;23:47:02;21,89;60;0;9;E1_P2
02/12/2023;23:49:29;21,89;60;0;9;E1_P2
02/12/2023;23:52:07;21,83;60;0;9;E1_P2
02/12/2023;23:54:44;21,83;60;0;9;E1_P2
02/12/2023;23:56:53;21,83;60;0;9;E1_P2
03/12/2023;0:00:34;21,82;0;0;9;E1_P2
03/12/2023;0:03:29;21,79;60;0;9;E1_P2
03/12/2023;0:06:10;21,78;60;0;9;E1_P2
03/12/2023;0:08:47;21,78;60;0;9;E1_P2
03/12/2023;0:11:35;21,78;60;0;9;E1_P2
03/12/2023;0:14:10;21,78;60;0;9;E1_P2
03/12/2023;0:17:40;21,72;0;0;9;E1_P2
03/12/2023;0:20:10;21,72;60;0;9;E1_P2
03/12/2023;0:22:55;21,69;60;0;9;E1_P2
03/12/2023;0:25:22;21,69;60;0;9;E1_P2
03/12/2023;0:28:13;21,67;60;0;9;E1_P2
03/12/2023;0:30:37;21,67;60;0;9;E1_P2
03/12/2023;0:32:35;21,61;60;0;9;E1_P2
03/12/2023;0:36:03;21,61;60;0;9;E1_P2
03/12/2023;0:39:22;21,58;60;0;9;E1_P2
03/12/2023;0:42:02;21,56;60;0;9;E1_P2
03/12/2023;0:44:40;21,56;60;0;9;E1_P2
03/12/2023;0:47:28;21,56;60;0;9;E1_P2
03/12/2023;0:49:52;21,56;60;0;9;E1_P2
03/12/2023;0:52:32;21,56;60;0;9;E1_P2
03/12/2023;0:56:02;21,5;60;0;9;E1_P2
03/12/2023;0:58:48;21,5;60;0;9;E1_P2
