fecha;hora;;;;;;;;;;
01/12/2023;0:32:53;15,06;63;0;9;E2_P1;;;;;
01/12/2023;0:34:41;15,61;64;0;9;E2_P1;;;;;
01/12/2023;0:36:34;16,28;71;0;9;E2_P1;;;;;
01/12/2023;0:38:11;16,94;71;0;9;E2_P1;;;;;
01/12/2023;0:39:56;17,39;69;0;9;E2_P1;;;;;
01/12/2023;0:40:49;17,67;68;0;9;E2_P1;;;;;
01/12/2023;0:41:41;17,83;68;0;9;E2_P1;;;;;
01/12/2023;0:43:23;18,08;67;0;9;E2_P1;;;;;
01/12/2023;0:45:08;18,35;66;0;9;E2_P1;;;;;
01/12/2023;0:46:53;18,58;66;0;9;E2_P1;;;;;
01/12/2023;0:48:38;18,76;65;0;9;E2_P1;;;;;
01/12/2023;0:49:31;18,83;65;0;9;E2_P1;;;;;
01/12/2023;0:50:23;18,94;64;0;9;E2_P1;;;;;
01/12/2023;0:51:16;19;64;0;9;E2_P1;;;;;
01/12/2023;0:53:01;19,11;64;0;9;E2_P1;;;;;
01/12/2023;0:54:04;19,11;64;0;9;E2_P1;;;;;
01/12/2023;0:54:49;19,17;63;0;9;E2_P1;;;;;
01/12/2023;0:56:31;19,25;63;0;9;E2_P1;;;;;
01/12/2023;0:58:16;19,33;63;0;9;E2_P1;;;;;
01/12/2023;1:00:01;19,39;63;0;9;E2_P1;;;;;
01/12/2023;1:01:46;19,44;63;0;9;E2_P1;;;;;
01/12/2023;1:02:39;19,44;62;0;9;E2_P1;;;;;
01/12/2023;1:03:31;19,5;62;0;9;E2_P1;;;;;
01/12/2023;1:04:26;19,5;62;0;9;E2_P1;;;;;
01/12/2023;1:05:19;19,5;62;0;9;E2_P1;;;;;
01/12/2023;1:06:19;19,56;62;0;9;E2_P1;;;;;
01/12/2023;1:07:12;19,56;62;0;9;E2_P1;;;;;
01/12/2023;1:07:56;19,56;62;0;9;E2_P1;;;;;
01/12/2023;1:09:39;19,61;62;0;9;E2_P1;;;;;
01/12/2023;1:11:24;19,64;62;0;9;E2_P1;;;;;
01/12/2023;1:13:09;19,67;62;0;9;E2_P1;;;;;
01/12/2023;1:14:54;19,67;63;0;9;E2_P1;;;;;
01/12/2023;1:15:46;19,72;63;0;9;E2_P1;;;;;
01/12/2023;1:16:49;19,72;62;0;9;E2_P1;;;;;
01/12/2023;1:17:34;19,72;62;0;9;E2_P1;;;;;
01/12/2023;1:20:09;19,72;62;0;9;E2_P1;;;;;
01/12/2023;1:21:04;19,72;62;0;9;E2_P1;;;;;
01/12/2023;1:22:46;19,78;62;0;9;E2_P1;;;;;
01/12/2023;1:24:31;19,78;62;0;9;E2_P1;;;;;
01/12/2023;1:26:16;19,78;62;0;9;E2_P1;;;;;
01/12/2023;1:28:01;19,78;62;0;9;E2_P1;;;;;
01/12/2023;1:29:04;19,78;61;0;9;E2_P1;;;;;
01/12/2023;1:30:39;19,81;61;0;9;E2_P1;;;;;
01/12/2023;1:32:38;0;0;0;0;E2_P1;;;;;
01/12/2023;1:33:19;19,83;61;0;9;E2_P1;;;;;
01/12/2023;1:34:11;19,83;61;0;9;E2_P1;;;;;
01/12/2023;1:35:54;19,83;61;0;9;E2_P1;;;;;
