fecha;hora;;;;;;
02/12/2023;8:45:08;19,97;61;0;9;E1_P1;
02/12/2023;8:46:40;19,97;61;0;9;E1_P1;
02/12/2023;8:48:12;19,98;61;0;9;E1_P1;
02/12/2023;8:49:33;20;61;0;9;E1_P1;
02/12/2023;8:56:33;20,06;61;0;9;E1_P1;
02/12/2023;9:03:46;20,06;61;0;9;E1_P1;
02/12/2023;9:04:25;20,06;61;0;9;E1_P1;
02/12/2023;9:05:18;20,06;61;0;9;E1_P1;
02/12/2023;9:09:41;20,11;61;0;9;E1_P1;
02/12/2023;9:10:33;20,11;61;0;9;E1_P1;
02/12/2023;9:14:07;0;0;0;0;E1_P1;
02/12/2023;8:14:16;19,69;62;0;9;E1_P1;
02/12/2023;8:16:50;19,72;62;0;9;E1_P1;
02/12/2023;8:20:32;0;0;0;0;E1_P1;
02/12/2023;8:22:51;19,72;62;0;9;E1_P1;
02/12/2023;8:26:01;19,72;0;0;9;E1_P1;
02/12/2023;8:29:19;0;0;0;0;E1_P1;
02/12/2023;8:32:13;19,72;62;0;9;E1_P1;
02/12/2023;8:34:46;19,75;62;0;9;E1_P1;
02/12/2023;8:37:30;19,78;62;0;9;E1_P1;
02/12/2023;8:39:54;19,72;62;0;9;E1_P1;
02/12/2023;8:43:19;19,78;62;0;9;E1_P1;
02/12/2023;8:45:53;19,78;62;0;9;E1_P1;
02/12/2023;8:48:27;19,78;62;0;9;E1_P1;
02/12/2023;8:51:00;19,78;62;0;9;E1_P1;
02/12/2023;8:53:37;19,83;62;0;9;E1_P1;
02/12/2023;8:56:21;19,83;62;0;9;E1_P1;
02/12/2023;8:58:42;19,83;62;0;9;E1_P1;
02/12/2023;9:01:15;19,83;62;0;9;E1_P1;
02/12/2023;9:03:52;19,83;62;0;9;E1_P1;
02/12/2023;9:07:14;19,87;62;0;9;E1_P1;
02/12/2023;9:10:39;19,87;62;0;9;E1_P1;
02/12/2023;9:13:23;19,93;62;0;9;E1_P1;
02/12/2023;9:15:47;19,94;62;0;9;E1_P1;
02/12/2023;9:18:20;19,94;62;0;9;E1_P1;
02/12/2023;9:20:54;19,94;63;0;9;E1_P1;
02/12/2023;9:23:31;20;63;0;9;E1_P1;
02/12/2023;9:26:02;20;63;0;9;E1_P1;
02/12/2023;9:29:27;20,01;63;0;9;E1_P1;
02/12/2023;9:32:03;20;63;0;9;E1_P1;
02/12/2023;9:34:37;20,06;63;0;9;E1_P1;
02/12/2023;9:37:08;20,11;63;0;9;E1_P1;
02/12/2023;10:00:12;20,26;63;0;9;E1_P1;
02/12/2023;10:02:46;20,28;63;0;9;E1_P1;
02/12/2023;10:05:22;20,33;63;0;9;E1_P1;
02/12/2023;10:07:53;20,33;63;0;9;E1_P1;
02/12/2023;10:10:29;20,39;63;0;9;E1_P1;
02/12/2023;10:13:38;0;0;0;0;E1_P1;
02/12/2023;10:15:45;20,39;62;0;9;E1_P1;
02/12/2023;10:32:01;20,56;62;0;9;E1_P1;
02/12/2023;10:35:13;20,54;62;0;9;E1_P1;
02/12/2023;10:37:47;20,56;62;0;9;E1_P1;
02/12/2023;10:40:21;20,61;62;0;9;E1_P1;
02/12/2023;10:42:55;20,61;62;0;9;E1_P1;
02/12/2023;10:45:28;20,67;62;0;9;E1_P1;
02/12/2023;10:48:05;20,61;62;0;9;E1_P1;
02/12/2023;10:51:27;20,67;62;0;9;E1_P1;
02/12/2023;10:54:52;20,68;62;0;9;E1_P1;
02/12/2023;10:58:55;0;0;0;0;E1_P1;
02/12/2023;11:01:55;20,78;62;0;9;E1_P1;
02/12/2023;11:05:07;20,78;62;0;9;E1_P1;
02/12/2023;11:07:41;20,78;62;0;9;E1_P1;
02/12/2023;11:11:06;20,83;62;0;9;E1_P1;
02/12/2023;11:13:40;20,83;62;0;9;E1_P1;
02/12/2023;11:16:16;20,83;62;0;9;E1_P1;
02/12/2023;11:19:49;20,85;62;0;9;E1_P1;
02/12/2023;11:22:15;20,89;62;0;9;E1_P1;
02/12/2023;11:24:46;20,89;62;0;9;E1_P1;
02/12/2023;11:28:24;20,94;62;0;9;E1_P1;
02/12/2023;11:31:36;20,94;62;0;9;E1_P1;
02/12/2023;11:34:10;20,94;61;0;9;E1_P1;
02/12/2023;11:36:54;21;61;0;9;E1_P1;
02/12/2023;11:39:17;21;61;0;9;E1_P1;
02/12/2023;11:41:51;21,03;61;0;9;E1_P1;
02/12/2023;11:44:27;21,06;61;0;9;E1_P1;
02/12/2023;11:47:09;21,06;61;0;9;E1_P1;
02/12/2023;11:49:35;21,06;61;0;9;E1_P1;
02/12/2023;11:52:57;21,11;61;0;9;E1_P1;
02/12/2023;11:55:34;21,06;61;0;9;E1_P1;
02/12/2023;11:56:25;21,11;61;0;9;E1_P1;
02/12/2023;11:58:59;21,17;61;0;9;E1_P1;
02/12/2023;12:01:33;21,17;61;0;9;E1_P1;
02/12/2023;12:04:58;21,17;61;0;9;E1_P1;
02/12/2023;12:08:20;21,22;61;0;9;E1_P1;
02/12/2023;12:10:54;21,22;61;0;9;E1_P1;
02/12/2023;12:13:38;21,22;61;0;9;E1_P1;
02/12/2023;12:16:01;21,22;61;0;9;E1_P1;
02/12/2023;12:19:26;21,28;61;0;9;E1_P1;
02/12/2023;12:22:03;21,22;61;0;9;E1_P1;
02/12/2023;12:24:36;21,28;61;0;9;E1_P1;
02/12/2023;12:27:20;21,28;61;0;9;E1_P1;
02/12/2023;12:30:48;21,33;0;0;9;E1_P1;
02/12/2023;12:33:09;21,28;61;0;9;E1_P1;
02/12/2023;12:35:43;21,33;61;0;9;E1_P1;
02/12/2023;12:39:15;21,33;61;0;9;E1_P1;
02/12/2023;12:42:30;21,36;61;0;9;E1_P1;
02/12/2023;12:45:55;21,39;61;0;9;E1_P1;
02/12/2023;12:49:15;0;0;0;9;E1_P1;
02/12/2023;12:51:54;21,44;60;0;9;E1_P1;
02/12/2023;12:54:28;21,44;60;0;9;E1_P1;
02/12/2023;12:57:45;21,44;60;0;9;E1_P1;
02/12/2023;13:00:27;21,5;60;0;9;E1_P1;
02/12/2023;13:03:52;21,44;60;0;9;E1_P1;
02/12/2023;13:06:36;21,5;60;0;9;E1_P1;
02/12/2023;13:09:12;21,5;60;0;9;E1_P1;
02/12/2023;13:11:35;21,5;60;0;9;E1_P1;
02/12/2023;13:14:58;21,5;60;0;9;E1_P1;
02/12/2023;13:18:23;21,56;60;0;9;E1_P1;
02/12/2023;13:21:48;21,6;60;0;9;E1_P1;
02/12/2023;13:24:22;21,61;60;0;9;E1_P1;
02/12/2023;13:26:55;21,63;60;0;9;E1_P1;
02/12/2023;13:29:29;21,67;60;0;9;E1_P1;
02/12/2023;13:32:03;21,67;60;0;9;E1_P1;
02/12/2023;13:35:41;21,67;59;0;9;E1_P1;
02/12/2023;13:38:02;21,67;59;0;9;E1_P1;
02/12/2023;13:40:35;21,72;59;0;9;E1_P1;
02/12/2023;13:44:01;21,69;59;0;9;E1_P1;
02/12/2023;13:46:45;21,72;59;0;9;E1_P1;
02/12/2023;13:49:11;21,72;59;0;9;E1_P1;
02/12/2023;13:51:55;21,72;59;0;9;E1_P1;
02/12/2023;13:55:07;21,78;59;0;9;E1_P1;
02/12/2023;13:57:41;21,78;59;0;9;E1_P1;
02/12/2023;14:00:59;0;0;0;0;E1_P1;
02/12/2023;14:03:39;21,83;59;0;9;E1_P1;
02/12/2023;14:06:13;21,83;59;0;9;E1_P1;
02/12/2023;14:09:41;21,83;0;0;9;E1_P1;
02/12/2023;14:12:14;21,83;59;0;9;E1_P1;
02/12/2023;14:14:46;21,83;59;0;9;E1_P1;
02/12/2023;14:17:19;21,89;59;0;9;E1_P1;
02/12/2023;14:20:06;21,89;59;0;9;E1_P1;
02/12/2023;14:22:30;21,89;59;0;9;E1_P1;
02/12/2023;14:25:01;21,93;59;0;9;E1_P1;
02/12/2023;14:28:26;21,94;59;0;9;E1_P1;
02/12/2023;14:31:51;21,94;59;0;9;E1_P1;
