fecha;hora;;;;;
18/12/2023;16:22:07;23,33;34;0;9;E3_DT2
18/12/2023;16:24:02;23,33;34;0;9;E3_DT2
18/12/2023;16:25:55;23,33;34;0;9;E3_DT2
18/12/2023;16:27:45;23,33;34;0;9;E3_DT2
18/12/2023;16:29:37;23,33;35;0;9;E3_DT2
18/12/2023;16:31:45;23,31;0;0;9;E3_DT2
18/12/2023;16:33:31;23,28;0;0;9;E3_DT2
18/12/2023;16:36:04;0;0;0;0;E3_DT2
18/12/2023;16:37:52;23,22;0;0;9;E3_DT2
18/12/2023;16:39:36;23,17;0;0;9;E3_DT2
18/12/2023;16:40:55;23,17;35;0;9;E3_DT2
18/12/2023;16:43:04;0;0;0;0;E3_DT2
18/12/2023;16:44:37;23,17;35;0;9;E3_DT2
18/12/2023;16:46:35;23,11;0;0;9;E3_DT2
18/12/2023;16:48:19;0;0;0;9;E3_DT2
18/12/2023;16:50:06;23,07;0;0;9;E3_DT2
18/12/2023;16:54:56;23;35;0;9;E3_DT2
18/12/2023;16:57:45;22,97;35;0;9;E3_DT2
18/12/2023;17:00:34;22,92;34;0;9;E3_DT2
18/12/2023;17:02:26;22,83;35;0;9;E3_DT2
18/12/2023;17:04:21;22,78;35;0;9;E3_DT2
18/12/2023;17:06:11;22,78;35;0;9;E3_DT2
18/12/2023;17:08:04;22,78;36;0;9;E3_DT2
18/12/2023;17:10:52;22,75;36;0;9;E3_DT2
18/12/2023;17:13:44;22,72;0;0;9;E3_DT2
18/12/2023;17:15:34;22,5;36;0;9;E3_DT2
18/12/2023;17:16:33;22,28;37;0;9;E3_DT2
18/12/2023;17:18:25;22;37;0;9;E3_DT2
18/12/2023;17:20:15;21,78;37;0;9;E3_DT2
18/12/2023;17:22:07;21,56;37;0;9;E3_DT2
18/12/2023;17:24:00;21,42;38;0;9;E3_DT2
18/12/2023;17:25:52;21,28;38;0;9;E3_DT2
18/12/2023;17:28:36;21,15;0;0;9;E3_DT2
18/12/2023;17:30:37;21,06;38;0;9;E3_DT2
18/12/2023;17:32:26;21,06;38;0;9;E3_DT2
18/12/2023;17:34:19;20,94;38;0;9;E3_DT2
18/12/2023;17:36:11;20,94;38;0;9;E3_DT2
18/12/2023;17:38:18;20,89;38;0;9;E3_DT2
18/12/2023;17:40:50;20,83;0;0;9;E3_DT2
18/12/2023;17:42:48;20,83;38;0;9;E3_DT2
18/12/2023;17:44:35;20,78;0;0;9;E3_DT2
18/12/2023;17:45:34;20,78;38;0;9;E3_DT2
18/12/2023;17:47:26;20,72;38;0;9;E3_DT2
18/12/2023;17:49:19;20,72;38;0;9;E3_DT2
18/12/2023;17:51:11;20,67;38;0;9;E3_DT2
18/12/2023;17:53:04;20,67;38;0;9;E3_DT2
18/12/2023;17:54:51;20,61;0;0;9;E3_DT2
18/12/2023;17:56:04;20,67;38;0;9;E3_DT2
18/12/2023;17:57:48;20,61;38;0;9;E3_DT2
18/12/2023;17:59:38;20,61;38;0;9;E3_DT2
18/12/2023;18:01:30;20,56;38;0;9;E3_DT2
18/12/2023;18:03:23;20,56;38;0;9;E3_DT2
18/12/2023;18:04:44;20,5;38;0;9;E3_DT2
18/12/2023;18:07:05;20,5;0;0;9;E3_DT2
18/12/2023;18:09:00;20,5;38;0;9;E3_DT2
18/12/2023;18:10:56;20,44;38;0;9;E3_DT2
18/12/2023;18:12:45;20,44;38;0;9;E3_DT2
18/12/2023;18:14:38;20,44;38;0;9;E3_DT2
18/12/2023;18:17:26;20,39;38;0;9;E3_DT2
18/12/2023;18:19:19;20,39;38;0;9;E3_DT2
18/12/2023;18:21:09;20,39;0;0;9;E3_DT2
18/12/2023;18:22:22;20,33;39;0;9;E3_DT2
18/12/2023;18:24:00;20,33;38;0;9;E3_DT2
18/12/2023;18:25:53;20,33;38;0;9;E3_DT2
18/12/2023;18:27:45;20,33;39;0;9;E3_DT2
18/12/2023;18:29:38;20,33;39;0;9;E3_DT2
18/12/2023;18:30:48;20,33;39;0;9;E3_DT2
18/12/2023;18:33:20;20,29;0;0;9;E3_DT2
18/12/2023;18:34:30;20,28;38;0;9;E3_DT2
18/12/2023;18:36:14;20,28;38;0;9;E3_DT2
18/12/2023;18:38:04;20,28;39;0;9;E3_DT2
18/12/2023;18:39:57;20,22;39;0;9;E3_DT2
18/12/2023;18:41:49;20,25;39;0;9;E3_DT2
18/12/2023;18:43:42;20,22;39;0;9;E3_DT2
18/12/2023;18:45:34;20,19;39;0;9;E3_DT2
18/12/2023;18:47:27;20,17;38;0;9;E3_DT2
18/12/2023;18:49:22;20,17;38;0;9;E3_DT2
18/12/2023;18:51:12;20,17;39;0;9;E3_DT2
18/12/2023;18:53:04;20,17;38;0;9;E3_DT2
18/12/2023;18:54:57;20,11;39;0;9;E3_DT2
18/12/2023;18:56:49;20,11;39;0;9;E3_DT2
18/12/2023;18:58:42;20,11;39;0;9;E3_DT2
18/12/2023;19:00:31;20,09;0;0;9;E3_DT2
18/12/2023;19:01:45;20,06;39;0;9;E3_DT2
