13-3-2024;0:1:19;2.61;92.90;16.90;351;17.70;351;-47;Ok
13-3-2024;0:4:56;2.50;93.30;23.74;301;30.58;351;-47;Ok
13-3-2024;0:7:41;2.53;93.30;15.65;131;17.70;11;-47;Ok
13-3-2024;0:9:31;2.51;93.40;19.01;217;22.53;351;-48;Ok
13-3-2024;0:11:21;2.50;93.40;20.60;277;22.53;349;-48;Ok
13-3-2024;0:13:25;2.50;93.40;16.90;175;17.70;9;-47;Ok
13-3-2024;0:15:4;2.50;93.40;18.78;349;22.53;351;-47;Ok
13-3-2024;0:16:54;2.50;93.50;15.29;179;17.70;9;-47;Ok
13-3-2024;0:18:41;2.50;93.60;20.69;252;22.53;351;-48;Ok
13-3-2024;0:21:26;2.47;93.80;20.49;210;24.14;9;-47;Ok
13-3-2024;0:23:16;2.50;93.70;18.11;348;19.31;348;-47;Ok
13-3-2024;0:26:56;2.44;93.90;16.36;177;19.31;351;-47;Ok
13-3-2024;0:28:49;2.44;93.90;17.17;9;17.70;9;-47;Ok
13-3-2024;0:30:36;2.39;94.00;20.12;345;22.53;345;-47;Ok
13-3-2024;0:32:40;2.39;94.10;17.70;349;19.31;349;-48;Ok
13-3-2024;0:35:11;2.40;94.20;17.50;280;20.92;344;-47;Ok
13-3-2024;0:36:6;2.39;94.30;15.29;346;16.09;346;-49;Ok
13-3-2024;0:37:15;2.44;94.30;14.48;346;14.48;351;-47;Ok
13-3-2024;0:39:46;2.44;94.30;14.22;291;16.09;9;-48;Ok
13-3-2024;0:41:36;2.44;94.40;17.43;235;17.70;351;-47;Ok
13-3-2024;0:44:32;2.44;94.30;17.03;205;19.31;9;-47;Ok
13-3-2024;0:47:6;2.44;94.20;19.11;304;22.53;346;-47;Ok
13-3-2024;0:49:7;2.39;94.30;19.71;94;20.92;9;-47;Ok
13-3-2024;0:49:54;2.39;94.30;19.31;351;19.31;351;-47;Ok
13-3-2024;0:51:41;2.44;94.40;18.87;308;20.92;337;-47;Ok
13-3-2024;0:53:31;2.39;94.40;15.56;341;17.70;330;-48;Ok
13-3-2024;0:55:21;2.39;94.40;16.90;345;19.31;349;-47;Ok
13-3-2024;0:57:11;2.39;94.40;14.94;295;16.09;351;-47;Ok
13-3-2024;0:59:56;2.33;94.50;15.89;324;19.31;351;-47;Ok
13-3-2024;1:0:51;2.33;94.50;14.08;345;16.09;348;-48;Ok
13-3-2024;1:2:44;2.33;94.50;12.87;348;12.87;348;-48;Ok
13-3-2024;1:5:29;2.33;94.80;17.70;330;19.31;333;-47;Ok
13-3-2024;1:8:11;2.39;94.90;16.53;327;20.92;337;-47;Ok
13-3-2024;1:10:1;2.44;94.80;23.68;333;25.75;330;-47;Ok
13-3-2024;1:11:51;2.50;94.90;17.49;329;20.92;321;-47;Ok
13-3-2024;1:13:41;2.50;94.80;17.30;329;20.92;328;-48;Ok
13-3-2024;1:16:37;2.50;94.80;19.88;336;24.14;341;-47;Ok
13-3-2024;1:19:11;2.56;94.90;20.38;330;22.53;334;-47;Ok
13-3-2024;1:20:6;2.56;94.90;20.52;327;22.53;318;-47;Ok
13-3-2024;1:23:35;2.53;-1.00;18.88;328;24.14;332;-47;Ok
13-3-2024;1:25:36;2.50;94.80;18.78;325;24.14;324;-47;Ok
13-3-2024;1:27:37;2.50;94.90;17.17;328;17.70;330;-47;Ok
13-3-2024;1:29:30;2.50;94.90;22.53;334;24.14;336;-47;Ok
13-3-2024;1:31:20;2.50;95.00;17.93;334;20.92;338;-47;Ok
13-3-2024;1:33:51;2.50;95.10;16.53;333;19.31;338;-47;Ok
13-3-2024;1:35:41;2.50;95.10;15.29;331;19.31;333;-47;Ok
13-3-2024;1:37:31;2.53;95.00;18.41;335;20.92;340;-47;Ok
13-3-2024;1:39:24;2.56;95.00;17.70;334;17.70;338;-48;Ok
13-3-2024;1:41:14;2.56;95.00;19.31;331;19.31;332;-47;Ok
13-3-2024;1:43:56;2.56;95.00;20.12;333;24.14;337;-47;Ok
13-3-2024;1:46:41;2.56;95.00;12.55;338;14.48;337;-47;Ok
13-3-2024;1:47:50;2.56;95.10;11.67;343;12.87;346;-47;Ok
13-3-2024;1:50:21;2.46;95.00;14.75;338;17.70;341;-47;Ok
