06/03/2024;0:00:35;2.72;-1.00;13.41;342;14.48;340;-58;Ok
06/03/2024;0:02:28;2.67;93.40;13.52;345;14.48;345;-57;Ok
06/03/2024;0:05:13;2.54;93.40;15.99;345;17.70;349;-57;Ok
06/03/2024;0:07:14;2.44;93.40;15.29;346;16.09;348;-57;Ok
06/03/2024;0:09:48;2.44;93.50;11.59;209;12.87;351;-57;Ok
06/03/2024;0:11:38;2.44;93.60;11.53;289;12.87;348;-56;Ok
06/03/2024;0:13:28;2.44;93.60;12.73;284;14.48;346;-56;Ok
06/03/2024;0:15:18;2.44;93.60;11.12;222;12.87;351;-55;Ok
06/03/2024;0:18:06;2.44;93.80;9.66;180;9.66;351;-55;Ok
06/03/2024;0:20:51;2.44;93.80;11.27;351;11.27;351;-54;Ok
06/03/2024;0:22:38;2.44;93.80;10.94;282;11.27;351;-54;Ok
06/03/2024;0:25:23;2.44;93.80;11.27;280;12.87;349;-54;Ok
06/03/2024;0:27:13;2.44;93.80;13.33;252;14.48;351;-54;Ok
06/03/2024;0:29:58;2.46;93.70;13.38;345;16.09;351;-53;Ok
06/03/2024;0:31:07;2.44;93.80;14.48;348;14.48;351;-54;Ok
06/03/2024;0:32:46;2.44;93.80;14.48;344;14.48;342;-54;Ok
06/03/2024;0:34:33;2.50;93.70;14.31;341;16.09;346;-54;Ok
06/03/2024;0:37:32;2.50;93.60;15.83;345;17.70;345;-54;Ok
06/03/2024;0:40:03;2.47;93.60;15.95;344;17.70;349;-53;Ok
06/03/2024;0:41:53;2.48;93.60;15.29;344;16.09;349;-54;Ok
06/03/2024;0:43:43;2.47;93.60;15.39;343;17.70;345;-54;Ok
06/03/2024;0:45:36;2.50;93.60;13.68;347;14.48;348;-54;Ok
06/03/2024;0:47:23;2.50;93.60;16.09;345;16.09;348;-54;Ok
06/03/2024;0:49:13;2.50;93.60;15.83;341;16.09;338;-54;Ok
06/03/2024;0:51:58;2.50;93.50;16.68;341;17.70;345;-54;Ok
06/03/2024;0:53:07;2.50;93.60;17.30;343;17.70;344;-54;Ok
06/03/2024;0:55:38;2.53;93.50;17.70;341;19.31;345;-55;Ok
06/03/2024;0:57:31;2.50;93.50;16.90;345;17.70;346;-54;Ok
06/03/2024;0:59:18;2.53;93.50;17.88;345;19.31;348;-54;Ok
06/03/2024;1:01:11;2.50;93.70;16.09;349;16.09;351;-54;Ok
06/03/2024;1:02:58;2.54;93.50;18.57;188;20.92;344;-54;Ok
06/03/2024;1:05:43;2.46;93.50;19.85;209;22.53;9;-54;Ok
06/03/2024;1:07:33;2.43;93.40;17.50;155;20.92;9;-54;Ok
06/03/2024;1:08:39;2.39;93.40;16.09;94;17.70;9;-54;Ok
06/03/2024;1:11:13;2.37;93.50;18.21;198;20.92;9;-54;Ok
06/03/2024;1:13:03;2.33;93.70;16.90;65;17.70;9;-53;Ok
06/03/2024;1:14:56;2.33;93.80;17.70;180;17.70;351;-53;Ok
06/03/2024;1:17:38;2.33;93.90;20.92;286;24.14;351;-52;Ok
06/03/2024;1:20:23;2.36;94.00;17.70;283;19.31;9;-53;Ok
06/03/2024;1:21:18;2.39;94.00;18.51;178;19.31;346;-52;Ok
06/03/2024;1:22:38;2.39;94.00;15.56;351;16.09;351;-52;Ok
06/03/2024;1:24:58;2.44;94.10;11.80;290;12.87;344;-52;Ok
06/03/2024;1:26:51;2.50;94.10;13.95;350;14.48;351;-52;Ok
06/03/2024;1:28:38;2.47;93.90;14.63;332;16.09;338;-52;Ok
06/03/2024;1:30:28;2.50;93.90;13.20;343;14.48;344;-52;Ok
06/03/2024;1:32:18;2.50;93.90;15.39;337;19.31;342;-52;Ok
06/03/2024;1:34:19;2.50;93.90;12.07;337;12.87;342;-52;Ok
06/03/2024;1:36:01;2.50;93.90;14.48;337;14.48;340;-53;Ok
06/03/2024;1:37:48;2.50;93.90;12.61;325;14.48;322;-53;Ok
06/03/2024;1:39:38;2.50;93.90;11.80;337;12.87;344;-53;Ok
06/03/2024;1:41:28;2.47;93.80;18.73;163;22.53;17;-53;Ok
06/03/2024;1:43:29;2.33;93.70;18.51;346;20.92;349;-52;Ok
06/03/2024;1:46:03;2.28;93.70;19.63;190;22.53;351;-51;Ok
06/03/2024;1:48:04;2.28;93.80;20.52;94;22.53;351;-51;Ok
06/03/2024;1:49:43;2.25;93.80;18.11;52;22.53;349;-51;Ok
06/03/2024;1:51:33;2.22;93.90;25.75;9;27.36;9;-51;Ok
06/03/2024;1:53:23;2.22;94.10;18.43;333;20.92;337;-53;Ok
06/03/2024;1:55:13;2.22;94.10;23.01;212;25.75;9;-54;Ok
06/03/2024;1:57:58;2.20;94.10;21.21;161;24.14;351;-53;Ok
06/03/2024;1:59:51;2.17;94.10;16.90;177;19.31;9;-53;Ok
06/03/2024;2:00:54;2.17;94.20;18.51;345;19.31;346;-52;Ok
06/03/2024;2:02:33;2.22;94.30;21.89;337;24.14;337;-53;Ok
06/03/2024;2:05:19;2.22;94.10;19.54;79;24.14;10;-53;Ok
06/03/2024;2:07:09;2.22;94.20;23.41;193;25.75;22;-52;Ok
06/03/2024;2:08:17;2.22;94.30;22.13;177;24.14;351;-53;Ok
06/03/2024;2:09:54;2.24;94.20;17.17;256;20.92;340;-53;Ok
06/03/2024;2:11:46;2.22;94.40;30.58;12;33.80;9;-53;Ok
06/03/2024;2:14:29;2.22;94.30;27.57;142;32.19;9;-53;Ok
06/03/2024;2:16:30;2.28;94.40;35.94;10;38.62;14;-54;Ok
06/03/2024;2:19:04;2.22;94.40;24.14;101;28.97;9;-55;Ok
06/03/2024;2:20:54;2.22;94.40;30.28;9;33.80;11;-55;Ok
06/03/2024;2:22:44;2.22;94.40;28.36;133;33.80;9;-55;Ok
06/03/2024;2:24:36;2.28;94.50;28.16;9;28.97;9;-55;Ok
06/03/2024;2:27:19;2.28;94.40;32.72;9;33.80;15;-54;Ok
06/03/2024;2:30:17;2.22;-1.00;33.80;9;33.80;9;-54;Ok
06/03/2024;2:31:54;2.28;94.50;33.26;12;37.01;9;-54;Ok
06/03/2024;2:33:02;2.22;94.40;24.94;94;27.36;9;-54;Ok
06/03/2024;2:35:34;2.25;94.40;32.19;9;37.01;11;-55;Ok
06/03/2024;2:36:31;2.22;94.40;29.77;9;32.19;9;-55;Ok
06/03/2024;2:38:21;2.22;94.40;28.97;349;28.97;349;-54;Ok
06/03/2024;2:40:09;2.28;94.40;30.04;291;33.80;351;-54;Ok
06/03/2024;2:41:59;2.28;94.40;28.65;79;33.80;9;-54;Ok
06/03/2024;2:43:49;2.28;94.50;30.87;162;33.80;9;-54;Ok
06/03/2024;2:45:52;2.28;94.50;27.36;265;28.97;349;-54;Ok
06/03/2024;2:48:24;2.28;94.40;28.97;179;32.19;351;-53;Ok
06/03/2024;2:49:33;2.28;94.40;31.38;179;32.19;9;-54;Ok
06/03/2024;2:50:17;2.28;94.40;26.55;348;27.36;351;-53;Ok
06/03/2024;2:52:04;2.28;94.40;27.90;335;30.58;340;-54;Ok
06/03/2024;2:54:49;2.28;94.40;26.29;344;28.97;344;-54;Ok
06/03/2024;2:56:39;2.31;94.40;24.62;336;27.36;334;-54;Ok
06/03/2024;2:58:29;2.33;94.30;27.94;337;28.97;340;-54;Ok
06/03/2024;3:01:14;2.33;94.50;28.26;345;32.19;351;-53;Ok
06/03/2024;3:02:12;2.33;94.50;24.14;341;25.75;344;-53;Ok
06/03/2024;3:03:59;2.32;94.40;27.66;337;32.19;351;-54;Ok
06/03/2024;3:05:49;2.28;94.40;27.36;346;28.97;345;-53;Ok
06/03/2024;3:08:34;2.28;94.40;28.38;343;30.58;349;-54;Ok
06/03/2024;3:10:35;2.28;94.50;31.78;343;33.80;351;-54;Ok
06/03/2024;3:12:14;2.22;94.60;27.07;193;28.97;351;-53;Ok
06/03/2024;3:14:59;2.22;94.50;30.48;155;35.41;351;-54;Ok
06/03/2024;3:16:49;2.20;94.60;32.72;64;35.41;9;-54;Ok
06/03/2024;3:18:39;2.17;94.50;30.04;66;33.80;9;-54;Ok
06/03/2024;3:20:29;2.17;94.60;31.73;56;35.41;9;-54;Ok
06/03/2024;3:22:19;2.17;94.50;31.38;112;33.80;351;-53;Ok
06/03/2024;3:23:28;2.17;94.60;31.78;180;33.80;9;-54;Ok
06/03/2024;3:25:59;2.19;94.50;30.07;113;35.41;9;-53;Ok
06/03/2024;3:26:57;2.22;94.50;28.97;180;30.58;9;-53;Ok
06/03/2024;3:28:55;2.22;94.50;28.16;264;30.58;349;-54;Ok
06/03/2024;3:30:34;2.22;94.60;28.00;145;28.97;9;-54;Ok
06/03/2024;3:32:24;2.28;94.80;31.38;177;33.80;348;-54;Ok
06/03/2024;3:34:14;2.28;94.80;28.97;39;35.41;11;-53;Ok
06/03/2024;3:36:04;2.33;94.80;30.58;162;33.80;9;-54;Ok
06/03/2024;3:38:52;2.39;94.80;25.75;346;25.75;351;-54;Ok
06/03/2024;3:40:42;2.33;94.80;32.99;180;35.41;351;-54;Ok
06/03/2024;3:42:29;2.33;94.70;26.82;271;33.80;351;-54;Ok
06/03/2024;3:46:06;2.33;-1.00;24.89;232;30.58;348;-54;Ok
06/03/2024;3:47:59;2.33;94.70;25.16;222;28.97;351;-54;Ok
06/03/2024;3:49:49;2.33;94.70;26.96;148;32.19;11;-54;Ok
06/03/2024;3:51:39;2.33;94.70;28.57;178;30.58;345;-54;Ok
06/03/2024;3:53:32;2.39;94.70;28.16;11;28.97;9;-54;Ok
06/03/2024;3:55:19;2.33;94.70;26.02;179;27.36;9;-54;Ok
06/03/2024;3:58:04;2.33;94.70;26.62;293;30.58;349;-54;Ok
06/03/2024;4:00:49;2.28;94.70;26.46;47;30.58;351;-54;Ok
06/03/2024;4:02:39;2.22;94.60;26.42;93;32.19;9;-54;Ok
06/03/2024;4:04:29;2.24;94.70;30.26;30;33.80;15;-53;Ok
06/03/2024;4:06:22;2.22;94.50;28.97;9;30.58;9;-54;Ok
06/03/2024;4:08:09;2.22;94.50;30.31;67;32.19;9;-54;Ok
