28-11-2023;23:23:10;25.20;40.00;0;9
28-11-2023;23:23:12;25.20;40.00;0;9
28-11-2023;23:23:14;25.20;40.00;0;9
28-11-2023;23:23:16;25.20;40.00;0;9
28-11-2023;23:23:18;25.20;40.00;0;9
28-11-2023;23:23:20;25.20;40.00;0;9
28-11-2023;23:23:22;25.20;40.00;0;9
28-11-2023;23:23:24;25.20;40.00;0;9
28-11-2023;23:23:26;25.20;40.00;0;9
28-11-2023;23:23:28;25.20;40.00;0;9
28-11-2023;23:23:30;25.20;40.00;0;9
28-11-2023;23:23:32;25.20;40.00;0;9
28-11-2023;23:23:35;25.20;40.00;0;9
28-11-2023;23:23:37;25.20;40.00;0;9
28-11-2023;23:23:39;25.20;40.00;0;9
28-11-2023;23:23:41;25.20;40.00;0;9
28-11-2023;23:23:43;25.20;40.00;0;9
28-11-2023;23:23:45;25.20;40.00;0;9
28-11-2023;23:23:47;25.20;40.00;0;9
28-11-2023;23:23:49;25.20;40.00;0;9
28-11-2023;23:23:51;25.20;40.00;0;9
28-11-2023;23:23:53;25.20;40.00;0;9
28-11-2023;23:23:55;25.20;40.00;0;9
28-11-2023;23:23:57;25.20;40.00;0;9
28-11-2023;23:23:59;25.20;40.00;0;9
28-11-2023;23:24:1;25.20;40.00;0;9
28-11-2023;23:24:3;25.20;40.00;0;9
28-11-2023;23:24:5;25.20;40.00;0;9
28-11-2023;23:24:7;25.20;40.00;0;9
28-11-2023;23:24:9;25.20;40.00;0;9
28-11-2023;23:24:11;25.20;40.00;0;9
28-11-2023;23:24:13;25.20;40.00;0;9
28-11-2023;23:24:15;25.20;40.00;0;9
28-11-2023;23:24:17;25.20;40.00;0;9
28-11-2023;23:24:19;25.20;40.00;0;9
28-11-2023;23:24:21;25.20;40.00;0;9
28-11-2023;23:24:23;25.20;40.00;0;9
28-11-2023;23:24:25;25.20;40.00;0;9
28-11-2023;23:24:27;25.20;40.00;0;9
28-11-2023;23:24:29;25.20;40.00;0;9
28-11-2023;23:24:31;25.20;40.00;0;9
28-11-2023;23:24:33;25.20;40.00;0;9
28-11-2023;23:24:35;25.20;40.00;0;9
28-11-2023;23:24:37;25.20;40.00;0;9
28-11-2023;23:24:40;25.20;40.00;0;9
28-11-2023;23:24:42;25.20;40.00;0;9
28-11-2023;23:24:44;25.20;40.00;0;9
28-11-2023;23:24:46;25.20;40.00;0;9
28-11-2023;23:24:48;25.20;40.00;0;9
28-11-2023;23:24:50;25.20;40.00;0;9
28-11-2023;23:24:52;25.20;40.00;0;9
28-11-2023;23:24:54;25.20;40.00;0;9
28-11-2023;23:24:56;25.20;40.00;0;9
28-11-2023;23:24:58;25.20;40.00;0;9
28-11-2023;23:25:0;25.20;40.00;0;9
28-11-2023;23:25:2;25.20;40.00;0;9
