20-11-2023;13:2:52;23.42;46.00;0;9
20-11-2023;13:6:52;22.80;47.00;0;9
20-11-2023;13:10:52;22.23;49.00;0;9
20-11-2023;13:14:52;21.90;49.00;0;9
20-11-2023;13:18:52;21.59;50.00;0;9
20-11-2023;13:22:52;21.38;50.67;0;9
20-11-2023;13:26:52;21.22;51.00;0;9
20-11-2023;13:30:52;21.11;51.00;0;9
20-11-2023;13:34:52;21.06;51.00;0;9
20-11-2023;13:38:52;20.97;51.00;0;9
20-11-2023;13:42:52;20.83;52.00;0;9
20-11-2023;13:46:52;20.81;52.00;0;9
20-11-2023;13:50:52;20.73;52.00;0;9
20-11-2023;13:54:53;20.68;52.00;0;9
20-11-2023;13:58:53;20.58;0.00;0;9
20-11-2023;14:2:53;20.51;53.00;0;9
20-11-2023;14:6:53;20.46;53.00;0;9
20-11-2023;14:10:53;20.48;53.00;0;9
20-11-2023;14:14:53;20.44;53.00;0;9
20-11-2023;14:18:53;20.44;53.00;0;9
20-11-2023;14:22:53;20.41;53.00;0;9
20-11-2023;14:25:36;20.40;54.00;0;9
20-11-2023;14:29:36;20.39;54.00;0;9
20-11-2023;14:33:36;20.35;54.00;0;9
20-11-2023;14:37:36;20.33;54.00;0;9
20-11-2023;14:41:36;20.33;54.00;0;9
20-11-2023;14:45:37;20.33;54.00;0;9
20-11-2023;14:49:37;20.33;54.67;0;9
20-11-2023;14:53:37;20.33;54.00;0;9
20-11-2023;14:57:37;20.31;55.00;0;9
20-11-2023;15:1:37;20.29;55.00;0;9
20-11-2023;15:5:37;20.29;55.00;0;9
20-11-2023;15:9:37;20.29;55.00;0;9
20-11-2023;15:13:37;20.31;55.00;0;9
20-11-2023;15:17:37;20.29;55.00;0;9
20-11-2023;15:21:37;20.28;55.00;0;9
20-11-2023;15:25:37;20.27;55.00;0;9
20-11-2023;15:27:52;20.28;55.00;0;9
20-11-2023;15:31:52;20.28;55.00;0;9
20-11-2023;15:35:53;20.28;55.00;0;9
20-11-2023;15:39:53;20.28;55.00;0;9
20-11-2023;15:43:53;20.22;55.00;0;9
20-11-2023;15:47:53;20.22;55.00;0;9
20-11-2023;15:51:53;20.22;55.00;0;9
20-11-2023;15:55:53;20.21;55.00;0;9
20-11-2023;15:59:53;20.20;55.00;0;9
20-11-2023;16:3:53;20.27;55.00;0;9
20-11-2023;16:7:53;20.28;54.00;0;9
20-11-2023;16:11:53;20.33;54.00;0;9
20-11-2023;16:15:53;20.38;54.00;0;9
20-11-2023;16:19:54;20.36;54.00;0;9
20-11-2023;16:23:54;20.33;54.00;0;9
20-11-2023;16:27:54;20.28;55.00;0;9
20-11-2023;16:31:54;20.26;55.00;0;9
20-11-2023;16:35:54;20.22;55.00;0;9
20-11-2023;16:40:56;20.20;55.00;0;9
20-11-2023;16:44:56;20.17;55.00;0;9
