18-12-2023;16:18:25;23.17;35.00;0;9
18-12-2023;16:19:32;23.22;35.00;0;9
18-12-2023;16:21:5;10.39;54.00;0;9
18-12-2023;16:22:47;10.39;55.00;0;9
18-12-2023;16:24:30;10.44;55.00;0;9
18-12-2023;16:26:22;10.50;55.00;0;9
18-12-2023;16:28:46;10.50;55.00;0;9
18-12-2023;16:30:29;10.56;55.00;0;9
18-12-2023;16:32:11;10.61;55.00;0;9
18-12-2023;16:34:6;10.61;55.00;0;9
18-12-2023;16:36:27;10.67;55.00;0;9
18-12-2023;16:38:10;10.67;56.00;0;9
18-12-2023;16:39:55;10.72;56.00;0;9
18-12-2023;16:41:35;10.72;56.00;0;9
18-12-2023;16:43:20;10.72;56.00;0;9
18-12-2023;16:45:2;10.72;56.00;0;9
18-12-2023;16:46:55;10.72;56.00;0;9
18-12-2023;16:48:35;10.72;56.00;0;9
18-12-2023;16:50:38;0.00;0.00;0;9
18-12-2023;16:51:50;10.67;56.00;0;9
18-12-2023;16:53:32;10.67;56.00;0;9
18-12-2023;16:55:56;0.00;0.00;0;0
18-12-2023;16:58:40;10.61;57.00;0;291
18-12-2023;17:1:34;10.61;0.00;0;287
18-12-2023;17:2:56;10.56;57.00;0;287
18-12-2023;17:5:22;10.56;0.00;0;287
18-12-2023;17:7:11;10.56;0.00;0;287
18-12-2023;17:9:4;0.00;0.00;0;287
18-12-2023;17:11:52;10.50;0.00;0;287
18-12-2023;17:14:44;10.44;0.00;0;287
18-12-2023;17:15:48;10.39;58.00;0;287
18-12-2023;17:17:27;10.39;58.00;0;287
18-12-2023;17:19:10;10.36;58.00;0;287
18-12-2023;17:20:53;10.33;59.00;0;287
18-12-2023;17:22:35;10.28;59.00;0;287
18-12-2023;17:24:20;10.28;59.00;0;287
18-12-2023;17:26:51;10.21;60.00;0;287
18-12-2023;17:29:25;10.15;60.00;0;287
18-12-2023;17:31:8;10.11;60.00;0;287
18-12-2023;17:33:0;10.06;61.00;0;287
18-12-2023;17:35:19;9.94;0.00;0;287
18-12-2023;17:37:6;9.94;61.00;0;287
18-12-2023;17:38:49;9.89;61.00;0;287
18-12-2023;17:41:23;9.78;62.00;0;287
18-12-2023;17:43:15;9.78;62.00;0;287
18-12-2023;17:44:48;9.72;62.00;0;287
18-12-2023;17:46:30;9.67;62.00;0;287
18-12-2023;17:48:13;9.61;62.00;0;287
18-12-2023;17:49:55;9.56;63.00;0;287
18-12-2023;17:51:40;9.50;63.00;0;287
18-12-2023;17:53:23;9.44;63.00;0;287
18-12-2023;17:55:15;9.33;64.00;0;287
18-12-2023;17:56:45;9.33;64.00;0;287
18-12-2023;17:58:28;9.31;64.00;0;287
18-12-2023;18:0:10;9.28;65.00;0;287
18-12-2023;18:1:55;9.17;65.00;0;287
18-12-2023;18:3:35;9.17;65.00;0;287
18-12-2023;18:5:18;9.06;65.00;0;287
18-12-2023;18:7:51;9.00;66.00;0;287
18-12-2023;18:9:34;8.94;66.00;0;287
18-12-2023;18:11:17;8.89;66.00;0;287
18-12-2023;18:13:45;8.78;0.00;0;287
18-12-2023;18:15:33;8.75;66.00;0;287
18-12-2023;18:18:7;8.67;67.00;0;287
18-12-2023;18:19:49;8.61;67.00;0;287
18-12-2023;18:21:34;8.56;67.00;0;287
18-12-2023;18:23:14;8.56;67.00;0;287
18-12-2023;18:24:57;8.44;68.00;0;287
18-12-2023;18:26:39;8.44;68.00;0;287
18-12-2023;18:28:22;8.39;68.00;0;287
18-12-2023;18:30:7;8.33;68.00;0;287
18-12-2023;18:31:47;8.29;68.00;0;287
18-12-2023;18:33:42;8.22;68.00;0;287
18-12-2023;18:35:12;8.17;69.00;0;287
18-12-2023;18:36:54;8.14;69.00;0;287
18-12-2023;18:38:37;8.06;69.00;0;287
18-12-2023;18:40:22;8.06;69.00;0;287
18-12-2023;18:42:2;8.00;69.00;0;287
18-12-2023;18:44:35;7.94;69.00;0;287
18-12-2023;18:46:18;7.86;69.00;0;287
18-12-2023;18:48:0;7.83;70.00;0;287
18-12-2023;18:49:43;7.78;70.00;0;287
18-12-2023;18:51:28;7.72;70.00;0;287
18-12-2023;18:53:59;7.68;70.00;0;287
18-12-2023;18:55:42;7.67;70.00;0;287
18-12-2023;18:57:24;7.56;70.00;0;287
18-12-2023;18:59:7;7.56;70.00;0;287
18-12-2023;19:0:52;7.56;70.00;0;287
18-12-2023;19:2:32;7.50;71.00;0;287
18-12-2023;19:4:14;7.44;71.00;0;287
18-12-2023;19:5:57;7.36;71.00;0;287
18-12-2023;19:7:39;7.33;71.00;0;287
18-12-2023;19:9:24;7.28;71.00;0;287
18-12-2023;19:11:4;7.26;71.00;0;287
18-12-2023;19:13:0;7.17;71.00;0;287
18-12-2023;19:14:29;7.17;71.00;0;287
18-12-2023;19:16:12;7.13;72.00;0;287
18-12-2023;19:17:54;7.11;72.00;0;287
18-12-2023;19:19:39;7.06;72.00;0;287
18-12-2023;19:22:11;7.00;72.00;0;287
18-12-2023;19:23:53;7.00;72.00;0;287
18-12-2023;19:26:27;6.94;72.00;0;287
18-12-2023;19:28:9;6.89;72.00;0;287
18-12-2023;19:29:11;6.89;72.00;0;287
18-12-2023;19:30:38;6.83;0.00;0;287
18-12-2023;19:32:31;6.81;0.00;0;287
18-12-2023;19:34:8;6.75;73.00;0;287
18-12-2023;19:35:51;6.72;73.00;0;287
18-12-2023;19:36:44;6.67;73.00;0;287
18-12-2023;19:38:27;6.67;73.00;0;287
18-12-2023;19:40:7;6.61;73.00;0;287
18-12-2023;19:41:49;6.59;73.00;0;287
18-12-2023;19:43:32;6.56;74.00;0;287
18-12-2023;19:45:14;6.54;73.00;0;287
