;fecha;hora;;;;;;;;
Lower-DT2;13/03/2024;4:42:12;1.94;95.90;14.78;41;17.70;17;-54;Ok
Lower-DT2;13/03/2024;4:44:09;1.94;95.90;18.51;67;20.92;15;-54;Ok
Lower-DT2;13/03/2024;4:47:05;1.94;95.70;18.51;248;20.92;346;-53;Ok
Lower-DT2;13/03/2024;4:50:05;1.94;95.70;21.73;345;22.53;344;-53;Ok
Lower-DT2;13/03/2024;4:51:59;1.94;96.00;20.23;249;22.53;9;-54;Ok
Lower-DT2;13/03/2024;4:53:57;1.94;95.70;18.21;281;22.53;348;-54;Ok
Lower-DT2;13/03/2024;4:56:44;1.94;95.70;20.92;252;22.53;351;-53;Ok
Lower-DT2;13/03/2024;4:59:02;1.94;96.00;19.54;298;20.92;348;-52;Ok
Lower-DT2;13/03/2024;5:00:48;1.94;95.70;15.13;145;17.70;351;-53;Ok
Lower-DT2;13/03/2024;5:03:44;1.94;95.70;13.95;9;16.09;9;-52;Ok
Lower-DT2;13/03/2024;5:05:42;1.86;95.60;15.69;30;19.31;9;-53;Ok
Lower-DT2;13/03/2024;5:08:38;1.83;95.60;16.09;12;17.70;13;-53;Ok
Lower-DT2;13/03/2024;5:10:38;1.78;95.70;16.90;15;17.70;21;-53;Ok
Lower-DT2;13/03/2024;5:11:34;1.78;95.70;15.45;16;16.09;17;-54;Ok
Lower-DT2;13/03/2024;5:13:35;1.78;95.70;19.31;11;19.31;9;-54;Ok
Lower-DT2;13/03/2024;5:15:29;1.78;95.80;19.08;10;22.53;9;-54;Ok
Lower-DT2;13/03/2024;5:18:11;1.78;-1.00;17.70;17;19.31;26;-54;Ok
Lower-DT2;13/03/2024;5:20:35;1.78;95.90;18.55;9;24.14;18;-53;Ok
Lower-DT2;13/03/2024;5:22:21;1.78;95.90;18.51;18;19.31;18;-54;Ok
Lower-DT2;13/03/2024;5:25:17;1.75;95.90;17.95;36;20.92;19;-53;Ok
Lower-DT2;13/03/2024;5:26:16;1.78;95.90;18.11;16;19.31;18;-54;Ok
Lower-DT2;13/03/2024;5:28:16;1.78;95.90;17.70;13;19.31;17;-54;Ok
Lower-DT2;13/03/2024;5:30:11;1.76;95.90;21.04;18;24.14;26;-54;Ok
Lower-DT2;13/03/2024;5:32:08;1.75;95.90;22.13;13;24.14;9;-53;Ok
Lower-DT2;13/03/2024;5:33:22;1.72;95.90;21.73;16;24.14;9;-53;Ok
Lower-DT2;13/03/2024;5:36:03;1.72;95.90;19.63;10;22.53;21;-53;Ok
Lower-DT2;13/03/2024;5:38:04;1.72;95.90;20.92;16;22.53;10;-54;Ok
Lower-DT2;13/03/2024;5:40:10;1.72;95.90;22.53;12;25.75;15;-53;Ok
Lower-DT2;13/03/2024;5:42:07;1.67;95.90;19.31;58;22.53;9;-52;Ok
Lower-DT2;13/03/2024;5:43:53;1.72;96.00;18.24;69;22.53;351;-54;Ok
Lower-DT2;13/03/2024;5:47:04;1.72;96.00;24.14;9;25.75;9;-54;Ok
Lower-DT2;13/03/2024;5:49:57;1.72;96.00;21.36;12;24.14;10;-53;Ok
Lower-DT2;13/03/2024;5:50:59;1.67;96.00;22.13;20;25.75;17;-54;Ok
Lower-DT2;13/03/2024;5:52:57;1.67;96.00;20.52;17;22.53;9;-53;Ok
Lower-DT2;13/03/2024;5:54:39;1.67;95.80;20.03;15;22.53;9;-54;Ok
Lower-DT2;13/03/2024;5:56:52;1.67;96.00;20.92;14;22.53;10;-54;Ok
Lower-DT2;13/03/2024;5:59:33;1.67;96.00;21.36;12;25.75;15;-54;Ok
Lower-DT2;13/03/2024;6:01:45;1.67;95.80;20.92;16;22.53;19;-54;Ok
Lower-DT2;13/03/2024;6:03:28;1.67;95.80;22.13;16;27.36;9;-54;Ok
Lower-DT2;13/03/2024;6:05:26;1.67;95.80;19.74;11;22.53;11;-54;Ok
Lower-DT2;13/03/2024;6:06:27;1.67;96.00;18.51;10;19.31;9;-55;Ok
Lower-DT2;13/03/2024;6:09:21;1.67;95.80;18.88;14;22.53;13;-54;Ok
Lower-DT2;13/03/2024;6:12:14;1.61;-1.00;21.57;10;24.14;10;-54;Ok
Lower-DT2;13/03/2024;6:14:15;1.67;95.90;22.09;14;25.75;23;-54;Ok
Lower-DT2;13/03/2024;6:16:12;1.67;95.90;21.08;21;24.14;23;-54;Ok
Lower-DT2;13/03/2024;6:19:08;1.67;95.80;19.85;18;24.14;18;-54;Ok
Lower-DT2;13/03/2024;6:21:09;1.67;95.90;21.73;11;22.53;13;-54;Ok
Lower-DT2;13/03/2024;6:24:02;1.67;95.90;24.14;21;27.36;25;-54;Ok
Lower-DT2;13/03/2024;6:26:00;1.67;95.80;23.82;21;27.36;15;-53;Ok
Lower-DT2;13/03/2024;6:27:57;1.67;95.90;26.72;19;30.58;21;-54;Ok
Lower-DT2;13/03/2024;6:30:53;1.67;95.90;25.02;18;27.36;9;-54;Ok
Lower-DT2;13/03/2024;6:33:50;1.67;95.90;21.89;17;24.14;25;-54;Ok
Lower-DT2;13/03/2024;6:34:51;1.67;95.90;24.94;21;25.75;26;-54;Ok
Lower-DT2;13/03/2024;6:37:45;1.67;95.90;23.66;19;27.36;21;-54;Ok
Lower-DT2;13/03/2024;6:40:32;1.67;95.90;24.14;100;24.14;15;-54;Ok
Lower-DT2;13/03/2024;6:41:40;1.64;95.90;21.64;16;22.53;17;-54;Ok
Lower-DT2;13/03/2024;6:43:49;1.64;95.90;24.94;18;27.36;22;-54;Ok
Lower-DT2;13/03/2024;6:46:34;1.61;95.90;26.65;19;32.19;21;-54;Ok
Lower-DT2;13/03/2024;6:48:31;1.61;95.90;21.73;17;24.14;14;-54;Ok
Lower-DT2;13/03/2024;6:50:31;1.61;95.90;23.34;25;24.14;25;-54;Ok
Lower-DT2;13/03/2024;6:52:26;1.61;96.00;25.03;19;28.97;26;-55;Ok
Lower-DT2;13/03/2024;6:53:25;1.61;96.00;23.82;15;27.36;19;-54;Ok
Lower-DT2;13/03/2024;6:55:22;1.67;96.00;22.53;23;25.75;25;-54;Ok
Lower-DT2;13/03/2024;6:57:32;1.67;96.00;17.84;22;20.92;17;-54;Ok
Lower-DT2;13/03/2024;6:59:17;1.67;96.00;20.38;14;22.53;25;-55;Ok
Lower-DT2;13/03/2024;7:02:17;1.78;96.20;24.14;21;24.14;21;-55;Ok
Lower-DT2;13/03/2024;7:04:14;1.78;96.20;19.31;27;20.92;25;-54;Ok
Lower-DT2;13/03/2024;7:06:09;1.78;96.20;19.17;20;22.53;29;-55;Ok
Lower-DT2;13/03/2024;7:08:06;1.78;96.20;22.26;18;24.14;25;-54;Ok
Lower-DT2;13/03/2024;7:10:07;1.78;96.20;18.51;19;19.31;14;-55;Ok
Lower-DT2;13/03/2024;7:12:16;1.78;96.20;19.31;25;22.53;31;-54;Ok
Lower-DT2;13/03/2024;7:13:59;1.78;96.20;20.60;31;24.14;21;-55;Ok
Lower-DT2;13/03/2024;7:16:08;1.78;96.20;17.00;19;19.31;39;-54;Ok
Lower-DT2;13/03/2024;7:17:07;1.78;96.10;21.32;21;22.53;25;-54;Ok
Lower-DT2;13/03/2024;7:19:04;1.78;96.20;19.85;23;20.92;25;-54;Ok
Lower-DT2;13/03/2024;7:20:50;1.78;96.20;21.64;20;24.14;25;-55;Ok
Lower-DT2;13/03/2024;7:21:49;1.78;96.20;23.82;24;28.97;19;-54;Ok
Lower-DT2;13/03/2024;7:24:45;1.78;96.20;27.90;21;32.19;17;-54;Ok
Lower-DT2;13/03/2024;7:27:24;1.78;-1.00;25.95;23;33.80;15;-53;Ok
Lower-DT2;13/03/2024;7:29:51;1.79;96.20;24.33;18;30.58;30;-53;Ok
Lower-DT2;13/03/2024;7:31:36;1.81;96.20;28.70;19;32.19;15;-54;Ok
Lower-DT2;13/03/2024;7:32:50;1.83;96.20;28.16;13;28.97;17;-53;Ok
Lower-DT2;13/03/2024;7:34:44;1.83;96.20;25.21;19;27.36;26;-53;Ok
Lower-DT2;13/03/2024;7:36:30;1.83;96.20;25.75;15;27.36;11;-54;Ok
Lower-DT2;13/03/2024;7:39:18;1.83;-1.00;28.97;18;30.58;13;-53;Ok
Lower-DT2;13/03/2024;7:42:23;1.83;96.20;27.65;17;32.19;23;-53;Ok
Lower-DT2;13/03/2024;7:44:20;1.83;96.20;28.57;17;32.19;14;-53;Ok
Lower-DT2;13/03/2024;7:46:18;1.83;96.20;28.97;16;32.19;14;-53;Ok
Lower-DT2;13/03/2024;7:49:14;1.86;96.10;28.09;45;33.80;17;-54;Ok
Lower-DT2;13/03/2024;7:51:23;1.89;96.10;28.16;18;32.19;25;-54;Ok
Lower-DT2;13/03/2024;7:53:09;1.83;96.20;30.04;19;33.80;30;-54;Ok
Lower-DT2;13/03/2024;7:55:18;1.83;96.20;28.00;20;30.58;13;-54;Ok
Lower-DT2;13/03/2024;7:57:04;1.83;96.20;28.00;17;32.19;15;-54;Ok
Lower-DT2;13/03/2024;7:59:01;1.80;96.20;28.77;15;30.58;9;-54;Ok
Lower-DT2;13/03/2024;8:01:02;1.78;96.20;32.19;15;33.80;10;-54;Ok
Lower-DT2;13/03/2024;8:03:08;1.78;-1.00;31.97;22;38.62;27;-54;Ok
Lower-DT2;13/03/2024;8:03:55;1.78;96.20;28.97;15;32.19;14;-54;Ok
Lower-DT2;13/03/2024;8:05:56;1.78;96.20;32.19;20;32.19;25;-53;Ok
Lower-DT2;13/03/2024;8:07:50;1.74;96.20;30.46;19;33.80;17;-52;Ok
Lower-DT2;13/03/2024;8:10:47;1.69;96.00;28.32;12;30.58;29;-53;Ok
Lower-DT2;13/03/2024;8:12:56;1.72;96.30;28.77;13;32.19;13;-52;Ok
Lower-DT2;13/03/2024;8:14:42;1.72;96.30;28.57;18;30.58;17;-53;Ok
Lower-DT2;13/03/2024;8:17:38;1.69;96.30;27.04;16;28.97;9;-53;Ok
Lower-DT2;13/03/2024;8:19:35;1.67;96.10;31.38;19;32.19;19;-52;Ok
Lower-DT2;13/03/2024;8:21:33;1.72;96.30;29.93;25;32.19;27;-52;Ok
Lower-DT2;13/03/2024;8:23:42;1.72;96.30;26.67;14;28.97;15;-52;Ok
Lower-DT2;13/03/2024;8:25:28;1.69;96.10;23.99;13;25.75;25;-53;Ok
Lower-DT2;13/03/2024;8:27:37;1.72;96.30;28.49;19;33.80;21;-52;Ok
Lower-DT2;13/03/2024;8:29:23;1.72;96.30;29.61;17;32.19;17;-53;Ok
Lower-DT2;13/03/2024;8:32:22;1.83;96.30;27.36;15;28.97;9;-53;Ok
Lower-DT2;13/03/2024;8:35:18;1.94;96.40;26.55;21;27.36;17;-52;Ok
Lower-DT2;13/03/2024;8:37:13;1.97;96.20;23.99;24;25.75;18;-53;Ok
Lower-DT2;13/03/2024;8:39:10;2.00;96.30;26.19;15;30.58;18;-52;Ok
Lower-DT2;13/03/2024;8:41:08;2.00;96.20;24.24;18;28.97;30;-53;Ok
Lower-DT2;13/03/2024;8:43:05;2.06;96.20;22.53;16;24.14;21;-53;Ok
Lower-DT2;13/03/2024;8:46:02;2.11;96.40;22.33;23;24.14;18;-52;Ok
Lower-DT2;13/03/2024;8:47:00;2.11;96.30;22.53;18;24.14;19;-53;Ok
Lower-DT2;13/03/2024;8:49:10;2.11;96.30;19.31;24;20.92;30;-53;Ok
Lower-DT2;13/03/2024;8:50:55;2.07;96.30;25.01;19;28.97;25;-51;Ok
Lower-DT2;13/03/2024;8:52:53;2.06;96.30;23.01;17;25.75;19;-52;Ok
Lower-DT2;13/03/2024;8:54:06;2.06;96.30;23.74;17;25.75;11;-53;Ok
Lower-DT2;13/03/2024;8:57:00;2.06;96.30;21.66;19;25.75;26;-52;Ok
Lower-DT2;13/03/2024;8:57:59;2.06;96.30;22.13;23;24.14;13;-52;Ok
Lower-DT2;13/03/2024;8:59:47;2.06;96.30;24.14;29;24.14;33;-52;Ok
Lower-DT2;13/03/2024;9:01:42;2.08;96.30;21.28;29;22.53;25;-52;Ok
Lower-DT2;13/03/2024;9:04:06;2.11;96.40;20.12;25;22.53;49;-52;Ok
Lower-DT2;13/03/2024;9:05:37;2.11;96.30;22.90;18;25.75;21;-52;Ok
Lower-DT2;13/03/2024;9:08:15;2.11;-1.00;22.05;21;25.75;23;-52;Ok
Lower-DT2;13/03/2024;9:10:59;2.13;-1.00;20.38;24;25.75;13;-52;Ok
Lower-DT2;13/03/2024;9:12:28;2.17;96.30;19.71;18;20.92;21;-52;Ok
Lower-DT2;13/03/2024;9:13:30;2.17;96.30;16.90;29;17.70;27;-53;Ok
Lower-DT2;13/03/2024;9:16:23;2.22;96.20;22.37;31;25.75;38;-52;Ok
Lower-DT2;13/03/2024;9:19:34;2.22;96.20;17.17;38;17.70;41;-52;Ok
Lower-DT2;13/03/2024;9:21:17;2.25;96.20;22.68;37;25.75;34;-52;Ok
Lower-DT2;13/03/2024;9:23:14;2.28;96.10;24.87;34;28.97;34;-52;Ok
Lower-DT2;13/03/2024;9:26:11;2.28;96.10;20.78;28;24.14;33;-54;Ok
Lower-DT2;13/03/2024;9:27:12;2.28;96.20;19.31;35;19.31;35;-53;Ok
Lower-DT2;13/03/2024;9:30:06;2.36;96.20;17.70;36;19.31;53;-54;Ok
Lower-DT2;13/03/2024;9:32:30;2.39;96.40;14.81;33;16.09;34;-54;Ok
Lower-DT2;13/03/2024;9:34:59;2.44;96.40;11.85;32;14.48;34;-54;Ok
Lower-DT2;13/03/2024;9:36:57;2.47;96.30;13.23;32;16.09;33;-57;Ok
Lower-DT2;13/03/2024;9:39:06;2.50;96.30;13.52;24;16.09;21;-54;Ok
Lower-DT2;13/03/2024;9:40:52;2.50;96.30;17.26;31;20.92;35;-54;Ok
Lower-DT2;13/03/2024;9:42:52;2.44;96.00;16.09;20;16.09;31;-54;Ok
Lower-DT2;13/03/2024;9:44:47;2.44;96.10;19.49;33;24.14;26;-54;Ok
Lower-DT2;13/03/2024;9:48:34;2.44;-1.00;17.83;35;22.53;33;-53;Ok
Lower-DT2;13/03/2024;9:50:40;2.44;96.20;16.09;36;19.31;34;-54;Ok
Lower-DT2;13/03/2024;9:51:53;2.50;96.20;18.11;33;19.31;35;-54;Ok
Lower-DT2;13/03/2024;9:54:35;2.50;96.20;23.91;41;30.58;42;-53;Ok
Lower-DT2;13/03/2024;9:55:33;2.44;96.10;19.31;40;20.92;41;-53;Ok
Lower-DT2;13/03/2024;9:57:58;2.47;-1.00;20.60;40;25.75;53;-52;Ok
Lower-DT2;13/03/2024;10:00:39;2.56;96.20;17.47;35;19.31;42;-52;Ok
Lower-DT2;13/03/2024;10:02:25;2.56;96.20;23.60;35;25.75;35;-53;Ok
Lower-DT2;13/03/2024;10:04:37;2.72;96.20;20.38;37;24.14;37;-53;Ok
Lower-DT2;13/03/2024;10:05:36;2.72;96.20;19.31;37;19.31;42;-53;Ok
Lower-DT2;13/03/2024;10:08:44;2.78;-1.00;17.70;38;19.31;37;-52;Ok
Lower-DT2;13/03/2024;10:09:42;2.89;96.40;18.62;34;20.92;31;-52;Ok
Lower-DT2;13/03/2024;10:11:28;2.94;96.20;20.38;37;20.92;27;-53;Ok
Lower-DT2;13/03/2024;10:13:11;3.00;96.10;24.14;39;25.75;42;-53;Ok
Lower-DT2;13/03/2024;10:14:13;3.00;96.40;22.53;53;24.14;58;-53;Ok
Lower-DT2;13/03/2024;10:17:06;2.98;95.90;24.14;39;30.58;46;-51;Ok
Lower-DT2;13/03/2024;10:20:02;2.94;96.00;26.82;38;30.58;41;-51;Ok
Lower-DT2;13/03/2024;10:22:59;2.94;96.00;26.02;40;28.97;37;-52;Ok
Lower-DT2;13/03/2024;10:24:59;2.94;96.00;27.36;47;27.36;53;-51;Ok
Lower-DT2;13/03/2024;10:26:54;2.89;95.90;30.58;27;33.80;33;-51;Ok
Lower-DT2;13/03/2024;10:28:51;2.89;96.00;27.90;43;30.58;41;-51;Ok
Lower-DT2;13/03/2024;10:30:51;2.89;96.10;21.73;36;22.53;34;-51;Ok
Lower-DT2;13/03/2024;10:32:58;3.00;96.20;24.51;29;28.97;31;-51;Ok
Lower-DT2;13/03/2024;10:34:47;3.00;96.10;30.58;36;30.58;37;-51;Ok
Lower-DT2;13/03/2024;10:36:53;2.96;96.10;22.91;19;30.58;30;-50;Ok
Lower-DT2;13/03/2024;10:38:39;2.94;96.00;25.46;22;28.97;14;-51;Ok
Lower-DT2;13/03/2024;10:40:48;2.89;95.90;26.55;22;28.97;22;-50;Ok
Lower-DT2;13/03/2024;10:42:34;2.83;95.90;24.14;22;27.36;22;-51;Ok
Lower-DT2;13/03/2024;10:44:34;2.83;96.00;20.92;27;24.14;23;-51;Ok
Lower-DT2;13/03/2024;10:46:29;2.83;96.00;22.24;27;24.14;22;-50;Ok
Lower-DT2;13/03/2024;10:49:25;2.78;96.00;24.62;37;28.97;45;-51;Ok
Lower-DT2;13/03/2024;10:51:52;2.70;-1.00;23.54;35;27.36;37;-50;Ok
Lower-DT2;13/03/2024;10:53:23;2.67;95.90;22.53;34;24.14;37;-51;Ok
Lower-DT2;13/03/2024;10:55:32;2.61;95.90;25.75;42;25.75;38;-50;Ok
Lower-DT2;13/03/2024;10:57:15;2.61;95.90;25.48;42;28.97;27;-51;Ok
Lower-DT2;13/03/2024;10:59:12;2.56;95.90;22.80;37;24.14;43;-50;Ok
Lower-DT2;13/03/2024;11:01:10;2.58;95.80;23.55;37;25.75;41;-50;Ok
Lower-DT2;13/03/2024;11:03:19;2.61;95.90;16.90;37;19.31;45;-50;Ok
Lower-DT2;13/03/2024;11:05:17;2.70;96.20;18.24;29;20.92;45;-50;Ok
Lower-DT2;13/03/2024;11:07:03;2.75;96.10;19.41;31;25.75;21;-50;Ok
Lower-DT2;13/03/2024;11:09:26;2.72;95.90;15.69;29;17.70;37;-49;Ok
Lower-DT2;13/03/2024;11:10:58;2.72;96.00;19.85;31;22.53;35;-50;Ok
Lower-DT2;13/03/2024;11:11:59;2.78;96.10;22.53;43;24.14;45;-50;Ok
Lower-DT2;13/03/2024;11:14:53;2.80;96.00;20.58;41;24.14;43;-50;Ok
Lower-DT2;13/03/2024;11:16:50;2.83;95.90;21.89;46;27.36;45;-50;Ok
Lower-DT2;13/03/2024;11:18:04;2.94;96.00;21.99;44;24.14;45;-50;Ok
Lower-DT2;13/03/2024;11:19:58;3.08;96.10;26.02;43;35.41;45;-50;Ok
Lower-DT2;13/03/2024;11:21:44;3.17;95.70;23.60;41;27.36;41;-49;Ok
Lower-DT2;13/03/2024;11:22:46;3.28;95.80;32.19;44;35.41;46;-50;Ok
Lower-DT2;13/03/2024;11:25:39;3.46;95.60;20.92;33;25.75;41;-50;Ok
Lower-DT2;13/03/2024;11:28:35;3.36;95.00;30.43;34;33.80;23;-50;Ok
Lower-DT2;13/03/2024;11:31:28;3.14;-1.00;28.07;41;33.80;35;-49;Ok
Lower-DT2;13/03/2024;11:33:29;3.06;95.10;24.78;43;30.58;54;-50;Ok
Lower-DT2;13/03/2024;11:35:26;3.11;95.30;30.98;44;37.01;37;-50;Ok
Lower-DT2;13/03/2024;11:37:36;3.11;95.30;27.36;46;28.97;33;-50;Ok
Lower-DT2;13/03/2024;11:39:21;3.14;95.50;22.35;39;28.97;41;-50;Ok
Lower-DT2;13/03/2024;11:40:20;3.17;95.60;26.39;38;28.97;41;-50;Ok
Lower-DT2;13/03/2024;11:42:18;3.28;95.60;16.09;40;17.70;33;-50;Ok
Lower-DT2;13/03/2024;11:44:15;3.28;95.20;22.09;33;25.75;22;-50;Ok
Lower-DT2;13/03/2024;11:46:13;3.44;95.60;21.19;37;22.53;49;-50;Ok
Lower-DT2;13/03/2024;11:48:22;3.54;95.60;19.90;34;24.14;22;-50;Ok
Lower-DT2;13/03/2024;11:50:08;3.56;95.30;18.58;38;22.53;45;-50;Ok
Lower-DT2;13/03/2024;11:52:55;3.61;95.50;19.31;31;22.53;43;-50;Ok
Lower-DT2;13/03/2024;11:54:03;3.64;95.10;17.50;36;19.31;38;-50;Ok
Lower-DT2;13/03/2024;11:56:59;3.44;94.80;24.94;41;32.19;46;-50;Ok
Lower-DT2;13/03/2024;11:58:57;3.33;94.70;23.98;47;25.75;55;-50;Ok
Lower-DT2;13/03/2024;12:01:09;3.39;95.20;23.74;39;25.75;51;-50;Ok
Lower-DT2;13/03/2024;12:02:52;3.33;95.10;21.19;35;25.75;18;-50;Ok
Lower-DT2;13/03/2024;12:04:49;3.39;95.20;22.53;20;24.14;27;-51;Ok
Lower-DT2;13/03/2024;12:05:51;3.33;95.10;20.12;20;22.53;18;-50;Ok
Lower-DT2;13/03/2024;12:07:45;3.33;95.10;29.24;18;35.41;18;-51;Ok
Lower-DT2;13/03/2024;12:09:43;3.22;94.80;30.31;17;33.80;13;-51;Ok
Lower-DT2;13/03/2024;12:11:40;3.17;94.80;25.48;14;30.58;9;-51;Ok
Lower-DT2;13/03/2024;12:13:38;3.22;95.00;23.94;26;32.19;27;-51;Ok
Lower-DT2;13/03/2024;12:15:35;3.17;94.80;27.21;30;32.19;46;-51;Ok
Lower-DT2;13/03/2024;12:18:32;2.94;94.80;26.55;25;32.19;27;-51;Ok
Lower-DT2;13/03/2024;12:19:42;2.94;94.90;24.54;38;27.36;34;-51;Ok
Lower-DT2;13/03/2024;12:22:27;2.96;95.30;23.03;27;28.97;34;-50;Ok
Lower-DT2;13/03/2024;12:25:20;2.94;-1.00;27.68;34;32.19;51;-51;Ok
Lower-DT2;13/03/2024;12:27:20;2.92;95.10;26.48;35;32.19;42;-51;Ok
Lower-DT2;13/03/2024;12:29:33;2.83;95.30;18.91;40;20.92;37;-52;Ok
Lower-DT2;13/03/2024;12:31:15;2.89;95.30;28.87;43;35.41;46;-51;Ok
Lower-DT2;13/03/2024;12:33:16;2.78;95.20;22.93;34;25.75;42;-50;Ok
Lower-DT2;13/03/2024;12:35:22;2.83;95.50;28.97;41;30.58;45;-50;Ok
Lower-DT2;13/03/2024;12:37:11;2.72;95.40;21.73;48;22.53;55;-51;Ok
Lower-DT2;13/03/2024;12:39:08;2.83;95.60;20.12;44;20.92;46;-51;Ok
Lower-DT2;13/03/2024;12:41:03;2.74;95.30;28.74;35;35.41;29;-50;Ok
Lower-DT2;13/03/2024;12:43:59;2.67;95.40;25.46;37;32.19;31;-51;Ok
Lower-DT2;13/03/2024;12:46:09;2.56;95.50;26.44;41;30.58;37;-51;Ok
Lower-DT2;13/03/2024;12:47:54;2.56;95.40;25.11;34;33.80;43;-51;Ok
Lower-DT2;13/03/2024;12:50:51;2.46;95.50;22.93;38;28.97;37;-50;Ok
Lower-DT2;13/03/2024;12:53:00;2.53;95.50;27.36;41;32.19;45;-50;Ok
Lower-DT2;13/03/2024;12:55:44;2.44;95.30;25.16;37;33.80;30;-50;Ok
Lower-DT2;13/03/2024;12:57:45;2.39;95.50;16.90;46;17.70;42;-50;Ok
Lower-DT2;13/03/2024;12:59:39;2.39;95.50;21.78;37;24.14;50;-49;Ok
Lower-DT2;13/03/2024;13:01:37;2.39;95.60;21.73;44;24.14;43;-49;Ok
Lower-DT2;13/03/2024;13:03:49;2.33;95.70;25.75;40;27.36;35;-50;Ok
Lower-DT2;13/03/2024;13:05:32;2.39;95.70;19.85;36;20.92;37;-49;Ok
Lower-DT2;13/03/2024;13:07:32;2.39;95.70;22.13;46;25.75;31;-49;Ok
Lower-DT2;13/03/2024;13:09:27;2.39;95.70;21.79;37;27.36;47;-50;Ok
Lower-DT2;13/03/2024;13:11:36;2.39;95.70;24.74;40;28.97;50;-50;Ok
Lower-DT2;13/03/2024;13:12:38;2.39;95.70;21.32;38;22.53;38;-50;Ok
Lower-DT2;13/03/2024;13:15:19;2.39;95.70;22.93;37;27.36;34;-50;Ok
Lower-DT2;13/03/2024;13:17:20;2.39;95.90;20.92;47;20.92;43;-50;Ok
Lower-DT2;13/03/2024;13:20:13;2.39;95.90;19.49;54;24.14;62;-50;Ok
Lower-DT2;13/03/2024;13:21:15;2.39;95.90;17.17;52;17.70;46;-50;Ok
Lower-DT2;13/03/2024;13:23:12;2.44;96.00;20.12;43;20.92;37;-50;Ok
Lower-DT2;13/03/2024;13:25:19;2.42;95.90;22.80;41;25.75;49;-50;Ok
Lower-DT2;13/03/2024;13:27:05;2.39;95.90;21.07;40;22.53;57;-50;Ok
Lower-DT2;13/03/2024;13:29:14;2.46;95.90;21.06;41;24.14;54;-49;Ok
Lower-DT2;13/03/2024;13:31:00;2.44;95.90;22.80;36;27.36;38;-50;Ok
Lower-DT2;13/03/2024;13:33:56;2.50;96.00;17.57;39;22.53;39;-50;Ok
Lower-DT2;13/03/2024;13:34:58;2.56;96.00;17.70;47;17.70;45;-50;Ok
Lower-DT2;13/03/2024;13:36:55;2.56;95.90;26.55;49;27.36;47;-50;Ok
Lower-DT2;13/03/2024;13:38:50;2.50;95.90;23.07;42;24.14;47;-50;Ok
Lower-DT2;13/03/2024;13:41:02;2.50;95.80;25.35;40;27.36;39;-50;Ok
Lower-DT2;13/03/2024;13:42:45;2.53;95.80;26.33;35;28.97;38;-50;Ok
Lower-DT2;13/03/2024;13:44:42;2.56;95.90;24.54;33;27.36;42;-50;Ok
Lower-DT2;13/03/2024;13:45:44;2.67;95.90;20.92;44;22.53;39;-49;Ok
Lower-DT2;13/03/2024;13:48:37;2.67;96.10;26.46;40;30.58;37;-49;Ok
Lower-DT2;13/03/2024;13:50:35;2.72;96.00;22.21;39;24.14;45;-50;Ok
Lower-DT2;13/03/2024;13:52:32;2.72;96.00;25.63;39;30.58;43;-49;Ok
Lower-DT2;13/03/2024;13:55:43;2.83;95.90;22.53;38;25.75;38;-50;Ok
Lower-DT2;13/03/2024;13:58:25;2.83;95.80;22.26;37;25.75;37;-50;Ok
Lower-DT2;13/03/2024;13:59:38;2.83;95.80;19.31;43;20.92;43;-50;Ok
Lower-DT2;13/03/2024;14:01:36;2.83;95.80;25.35;36;27.36;43;-50;Ok
Lower-DT2;13/03/2024;14:03:19;2.86;95.80;21.10;36;24.14;47;-50;Ok
Lower-DT2;13/03/2024;14:06:12;2.87;-1.00;24.14;35;30.58;21;-51;Ok
Lower-DT2;13/03/2024;14:08:24;2.83;95.70;20.92;43;24.14;42;-50;Ok
Lower-DT2;13/03/2024;14:10:24;2.78;95.60;14.08;48;16.09;62;-50;Ok
Lower-DT2;13/03/2024;14:12:07;2.83;95.60;20.92;37;25.75;53;-49;Ok
Lower-DT2;13/03/2024;14:14:05;2.83;95.70;22.93;44;30.58;53;-50;Ok
Lower-DT2;13/03/2024;14:15:07;2.83;95.70;24.14;53;25.75;51;-49;Ok
Lower-DT2;13/03/2024;14:17:04;2.78;95.60;25.75;39;27.36;37;-49;Ok
Lower-DT2;13/03/2024;14:20:12;2.72;95.50;21.73;38;22.53;35;-49;Ok
Lower-DT2;13/03/2024;14:22:54;2.67;95.70;21.24;39;24.14;39;-49;Ok
Lower-DT2;13/03/2024;14:24:07;2.67;95.80;19.31;50;20.92;49;-49;Ok
Lower-DT2;13/03/2024;14:25:50;2.67;95.80;20.34;41;22.53;42;-50;Ok
Lower-DT2;13/03/2024;14:27:47;2.74;95.90;19.58;50;22.53;55;-49;Ok
Lower-DT2;13/03/2024;14:30:11;2.83;95.80;22.53;49;25.75;50;-49;Ok
Lower-DT2;13/03/2024;14:31:54;2.78;95.70;19.98;43;24.14;43;-49;Ok
Lower-DT2;13/03/2024;14:32:44;2.78;95.70;19.31;39;20.92;41;-50;Ok
Lower-DT2;13/03/2024;14:34:39;2.78;95.80;18.51;47;22.53;55;-50;Ok
Lower-DT2;13/03/2024;14:36:36;2.83;95.80;21.65;54;25.75;58;-49;Ok
Lower-DT2;13/03/2024;14:38:34;2.83;95.80;23.82;54;27.36;49;-50;Ok
Lower-DT2;13/03/2024;14:40:31;2.83;95.70;19.20;49;22.53;50;-50;Ok
