;fecha;hora;;;;;;;;
Middle-DT2;13/03/2024;4:37:12;1.94;95.90;20.82;319;24.14;348;-47;Ok
Middle-DT2;13/03/2024;4:39:02;1.94;95.70;18.99;351;20.92;351;-47;Ok
Middle-DT2;13/03/2024;4:40:52;1.94;95.70;20.35;335;22.53;332;-47;Ok
Middle-DT2;13/03/2024;4:43:37;1.94;95.70;18.67;279;20.92;351;-48;Ok
Middle-DT2;13/03/2024;4:46:22;1.94;95.70;21.46;347;24.14;351;-48;Ok
Middle-DT2;13/03/2024;4:49:07;1.89;95.70;15.69;341;17.70;338;-47;Ok
Middle-DT2;13/03/2024;4:50:57;1.94;95.70;22.26;348;22.53;351;-47;Ok
Middle-DT2;13/03/2024;4:52:47;1.94;95.70;18.99;345;22.53;346;-48;Ok
Middle-DT2;13/03/2024;4:55:32;1.94;95.70;21.32;340;24.14;342;-47;Ok
Middle-DT2;13/03/2024;4:58:17;1.93;95.80;19.92;300;20.92;344;-48;Ok
Middle-DT2;13/03/2024;5:00:10;1.94;95.80;16.09;351;16.09;351;-47;Ok
Middle-DT2;13/03/2024;5:02:52;1.96;96.00;17.60;176;20.92;351;-47;Ok
Middle-DT2;13/03/2024;5:04:42;1.89;95.70;22.85;9;24.14;9;-47;Ok
Middle-DT2;13/03/2024;5:07:27;1.83;95.70;15.22;70;17.70;11;-48;Ok
Middle-DT2;13/03/2024;5:10:12;1.80;95.70;21.51;12;24.14;14;-47;Ok
Middle-DT2;13/03/2024;5:11:18;1.78;95.70;16.09;12;17.70;21;-47;Ok
Middle-DT2;13/03/2024;5:13:11;1.72;95.80;17.70;13;17.70;13;-47;Ok
Middle-DT2;13/03/2024;5:14:47;1.78;95.90;21.32;10;24.14;13;-47;Ok
Middle-DT2;13/03/2024;5:16:40;1.78;95.90;24.14;9;25.75;9;-47;Ok
Middle-DT2;13/03/2024;5:19:23;1.78;96.00;21.21;71;22.53;9;-48;Ok
Middle-DT2;13/03/2024;5:22:08;1.74;96.00;21.02;12;22.53;13;-47;Ok
Middle-DT2;13/03/2024;5:23:58;1.72;96.00;18.43;9;20.92;9;-48;Ok
Middle-DT2;13/03/2024;5:26:01;1.72;96.00;23.34;13;24.14;17;-47;Ok
Middle-DT2;13/03/2024;5:27:38;1.72;96.00;21.46;12;24.14;13;-48;Ok
Middle-DT2;13/03/2024;5:29:28;1.78;96.10;21.99;9;24.14;11;-48;Ok
Middle-DT2;13/03/2024;5:31:18;1.72;96.00;22.05;12;24.14;19;-47;Ok
Middle-DT2;13/03/2024;5:33:08;1.72;96.00;23.45;13;24.14;15;-48;Ok
Middle-DT2;13/03/2024;5:34:58;1.74;96.10;22.85;53;25.75;9;-47;Ok
Middle-DT2;13/03/2024;5:37:43;1.72;96.00;23.94;9;25.75;14;-47;Ok
Middle-DT2;13/03/2024;5:39:35;1.72;96.10;21.73;9;22.53;9;-47;Ok
Middle-DT2;13/03/2024;5:41:23;1.72;96.10;21.24;16;22.53;23;-47;Ok
Middle-DT2;13/03/2024;5:43:13;1.70;96.00;22.90;33;25.75;9;-47;Ok
Middle-DT2;13/03/2024;5:46:09;1.72;96.10;22.53;9;25.75;9;-47;Ok
Middle-DT2;13/03/2024;5:48:43;1.69;95.90;25.21;10;28.97;10;-47;Ok
Middle-DT2;13/03/2024;5:50:46;1.67;95.90;22.53;14;24.14;13;-47;Ok
Middle-DT2;13/03/2024;5:52:23;1.67;95.90;24.86;15;28.97;17;-47;Ok
Middle-DT2;13/03/2024;5:54:13;1.67;95.90;25.21;9;27.36;9;-47;Ok
Middle-DT2;13/03/2024;5:56:03;1.67;95.90;23.91;56;25.75;351;-47;Ok
Middle-DT2;13/03/2024;5:58:48;1.67;96.00;22.73;9;24.14;9;-47;Ok
Middle-DT2;13/03/2024;6:01:33;1.67;95.90;22.33;31;25.75;9;-47;Ok
Middle-DT2;13/03/2024;6:02:39;1.67;96.00;22.53;16;25.75;14;-47;Ok
Middle-DT2;13/03/2024;6:04:20;1.67;96.00;24.14;11;24.14;11;-47;Ok
Middle-DT2;13/03/2024;6:06:08;1.67;96.00;23.17;10;25.75;9;-47;Ok
Middle-DT2;13/03/2024;6:07:58;1.67;96.00;24.14;14;25.75;17;-47;Ok
Middle-DT2;13/03/2024;6:10:43;1.61;96.00;23.22;13;24.14;9;-47;Ok
Middle-DT2;13/03/2024;6:13:28;1.65;96.00;26.25;13;30.58;15;-47;Ok
Middle-DT2;13/03/2024;6:15:21;1.67;96.10;21.73;21;22.53;21;-47;Ok
Middle-DT2;13/03/2024;6:18:03;1.67;96.00;26.63;45;28.97;15;-47;Ok
Middle-DT2;13/03/2024;6:20:48;1.67;96.10;20.58;14;24.14;9;-47;Ok
Middle-DT2;13/03/2024;6:22:38;1.67;96.00;25.90;12;28.97;22;-47;Ok
Middle-DT2;13/03/2024;6:25:23;1.67;96.00;26.55;12;30.58;18;-47;Ok
Middle-DT2;13/03/2024;6:27:16;1.67;96.00;26.55;11;28.97;13;-47;Ok
Middle-DT2;13/03/2024;6:29:58;1.67;96.00;28.38;11;32.19;15;-47;Ok
Middle-DT2;13/03/2024;6:32:43;1.67;96.10;24.14;16;30.58;9;-47;Ok
Middle-DT2;13/03/2024;6:34:33;1.61;96.10;26.02;12;28.97;15;-47;Ok
Middle-DT2;13/03/2024;6:36:26;1.67;96.10;27.36;15;27.36;9;-47;Ok
Middle-DT2;13/03/2024;6:39:08;1.61;96.10;27.76;18;28.97;17;-47;Ok
Middle-DT2;13/03/2024;6:41:12;1.61;96.10;26.55;16;28.97;14;-47;Ok
Middle-DT2;13/03/2024;6:42:48;1.61;96.10;24.14;22;27.36;27;-47;Ok
Middle-DT2;13/03/2024;6:45:33;1.61;96.10;28.23;13;33.80;17;-46;Ok
Middle-DT2;13/03/2024;6:48:18;1.61;96.30;28.24;12;30.58;17;-46;Ok
Middle-DT2;13/03/2024;6:50:08;1.60;96.30;26.35;12;28.97;15;-46;Ok
Middle-DT2;13/03/2024;6:51:58;1.61;96.30;25.95;33;32.19;18;-47;Ok
Middle-DT2;13/03/2024;6:52:56;1.61;96.30;22.53;19;22.53;19;-47;Ok
Middle-DT2;13/03/2024;6:54:46;1.67;96.30;23.34;9;24.14;10;-47;Ok
Middle-DT2;13/03/2024;6:56:36;1.61;96.20;21.46;20;24.14;25;-47;Ok
Middle-DT2;13/03/2024;6:58:23;1.67;96.20;18.39;15;19.31;9;-47;Ok
Middle-DT2;13/03/2024;7:01:22;1.72;96.20;19.31;13;22.53;13;-47;Ok
Middle-DT2;13/03/2024;7:03:53;1.76;96.30;21.02;33;27.36;9;-47;Ok
Middle-DT2;13/03/2024;7:05:02;1.78;96.20;17.70;13;17.70;17;-47;Ok
Middle-DT2;13/03/2024;7:07:33;1.75;96.20;23.96;13;28.97;9;-47;Ok
Middle-DT2;13/03/2024;7:09:23;1.78;96.20;18.78;18;19.31;21;-47;Ok
Middle-DT2;13/03/2024;7:11:13;1.76;96.20;24.14;40;28.97;25;-46;Ok
Middle-DT2;13/03/2024;7:13:06;1.72;96.20;21.99;21;25.75;18;-47;Ok
Middle-DT2;13/03/2024;7:14:53;1.75;96.10;21.36;15;25.75;13;-47;Ok
Middle-DT2;13/03/2024;7:16:54;1.78;96.20;21.73;13;25.75;15;-47;Ok
Middle-DT2;13/03/2024;7:18:36;1.72;96.20;21.73;16;24.14;14;-47;Ok
Middle-DT2;13/03/2024;7:20:23;1.75;96.20;24.68;12;28.97;13;-47;Ok
Middle-DT2;13/03/2024;7:21:21;1.72;96.20;24.14;19;27.36;18;-47;Ok
Middle-DT2;13/03/2024;7:24:00;1.74;-1.00;29.08;13;33.80;18;-46;Ok
Middle-DT2;13/03/2024;7:25:53;1.72;96.20;26.39;11;28.97;13;-47;Ok
Middle-DT2;13/03/2024;7:28:38;1.76;96.20;30.58;10;37.01;17;-47;Ok
Middle-DT2;13/03/2024;7:30:39;1.78;96.20;27.76;13;28.97;9;-46;Ok
Middle-DT2;13/03/2024;7:32:29;1.78;96.30;33.39;12;35.41;15;-47;Ok
Middle-DT2;13/03/2024;7:34:11;1.78;96.20;32.19;14;33.80;18;-47;Ok
Middle-DT2;13/03/2024;7:35:58;1.83;96.50;29.89;10;35.41;9;-47;Ok
Middle-DT2;13/03/2024;7:37:48;1.78;96.20;30.18;11;32.19;14;-47;Ok
Middle-DT2;13/03/2024;7:41:28;1.78;96.20;34.60;12;35.41;15;-47;Ok
Middle-DT2;13/03/2024;7:43:21;1.72;96.20;33.80;16;35.41;15;-47;Ok
Middle-DT2;13/03/2024;7:45:08;1.78;96.20;33.19;13;37.01;14;-47;Ok
Middle-DT2;13/03/2024;7:48:04;1.78;96.20;29.66;17;35.41;9;-47;Ok
Middle-DT2;13/03/2024;7:50:38;1.78;96.20;32.65;17;37.01;26;-47;Ok
Middle-DT2;13/03/2024;7:52:28;1.78;96.10;32.19;10;35.41;9;-47;Ok
Middle-DT2;13/03/2024;7:54:18;1.72;96.20;35.00;12;35.41;13;-47;Ok
Middle-DT2;13/03/2024;7:56:11;1.67;96.20;28.16;17;30.58;11;-47;Ok
Middle-DT2;13/03/2024;7:57:58;1.69;96.20;30.40;10;33.80;17;-47;Ok
Middle-DT2;13/03/2024;8:00:43;1.67;96.20;31.38;12;37.01;13;-47;Ok
Middle-DT2;13/03/2024;8:01:38;1.67;96.20;35.76;9;38.62;13;-47;Ok
Middle-DT2;13/03/2024;8:03:42;1.67;96.20;28.43;22;30.58;33;-47;Ok
Middle-DT2;13/03/2024;8:05:18;1.69;96.20;32.72;13;37.01;14;-47;Ok
Middle-DT2;13/03/2024;8:07:08;1.67;96.20;32.19;12;37.01;14;-47;Ok
Middle-DT2;13/03/2024;8:09:53;1.64;96.30;32.99;12;35.41;17;-47;Ok
Middle-DT2;13/03/2024;8:11:46;1.67;96.30;30.04;12;32.19;17;-47;Ok
Middle-DT2;13/03/2024;8:14:28;1.61;96.40;31.75;39;35.41;9;-47;Ok
Middle-DT2;13/03/2024;8:16:21;1.61;96.30;33.80;18;33.80;15;-47;Ok
Middle-DT2;13/03/2024;8:19:03;1.61;96.40;32.19;10;33.80;10;-47;Ok
Middle-DT2;13/03/2024;8:20:56;1.61;96.40;31.38;13;33.80;17;-47;Ok
Middle-DT2;13/03/2024;8:22:43;1.61;96.40;32.19;17;35.41;15;-47;Ok
Middle-DT2;13/03/2024;8:24:33;1.67;96.30;26.39;9;27.36;9;-47;Ok
Middle-DT2;13/03/2024;8:26:23;1.61;96.40;28.10;13;30.58;14;-47;Ok
Middle-DT2;13/03/2024;8:29:08;1.67;96.30;30.72;9;32.19;9;-47;Ok
Middle-DT2;13/03/2024;8:31:09;1.69;96.40;29.50;55;33.80;10;-47;Ok
Middle-DT2;13/03/2024;8:34:38;1.83;96.60;27.00;12;32.19;11;-47;Ok
Middle-DT2;13/03/2024;8:36:28;1.89;96.60;22.26;13;24.14;14;-47;Ok
Middle-DT2;13/03/2024;8:38:19;1.94;96.60;29.24;18;32.19;26;-47;Ok
Middle-DT2;13/03/2024;8:40:09;1.94;96.50;28.32;13;30.58;9;-47;Ok
Middle-DT2;13/03/2024;8:42:54;1.94;96.50;22.75;12;27.36;13;-47;Ok
Middle-DT2;13/03/2024;8:44:44;2.00;96.40;18.35;16;19.31;13;-47;Ok
Middle-DT2;13/03/2024;8:46:47;2.00;96.40;29.77;12;30.58;10;-47;Ok
Middle-DT2;13/03/2024;8:48:24;2.00;96.30;20.38;18;24.14;17;-47;Ok
Middle-DT2;13/03/2024;8:50:16;2.00;96.30;29.77;15;32.19;17;-47;Ok
Middle-DT2;13/03/2024;8:52:04;1.94;96.30;26.19;11;30.58;13;-47;Ok
Middle-DT2;13/03/2024;8:53:54;1.94;96.30;24.46;13;25.75;19;-47;Ok
Middle-DT2;13/03/2024;8:55:44;1.94;96.30;26.72;13;30.58;13;-47;Ok
Middle-DT2;13/03/2024;8:57:45;1.94;96.40;28.16;15;32.19;11;-47;Ok
Middle-DT2;13/03/2024;8:59:24;1.94;96.40;24.14;11;27.36;13;-47;Ok
Middle-DT2;13/03/2024;9:01:14;1.94;96.40;21.73;20;24.14;25;-47;Ok
Middle-DT2;13/03/2024;9:03:04;2.00;96.20;19.58;22;24.14;17;-47;Ok
Middle-DT2;13/03/2024;9:04:56;2.00;96.30;18.78;23;20.92;35;-47;Ok
Middle-DT2;13/03/2024;9:06:44;2.00;96.30;23.82;13;25.75;9;-46;Ok
Middle-DT2;13/03/2024;9:09:29;2.00;96.20;20.04;15;22.53;18;-47;Ok
Middle-DT2;13/03/2024;9:12:14;2.06;96.30;20.38;19;22.53;25;-47;Ok
Middle-DT2;13/03/2024;9:13:09;2.06;96.30;20.92;17;22.53;15;-47;Ok
Middle-DT2;13/03/2024;9:15:01;2.11;96.30;24.14;31;25.75;35;-47;Ok
Middle-DT2;13/03/2024;9:18:30;2.10;-1.00;22.07;30;25.75;37;-47;Ok
Middle-DT2;13/03/2024;9:20:29;2.11;96.30;19.46;29;22.53;30;-47;Ok
Middle-DT2;13/03/2024;9:22:19;2.17;96.40;24.87;32;28.97;39;-47;Ok
Middle-DT2;13/03/2024;9:25:04;2.15;96.40;20.92;23;24.14;27;-47;Ok
Middle-DT2;13/03/2024;9:26:54;2.17;96.40;22.21;27;24.14;31;-47;Ok
Middle-DT2;13/03/2024;9:28:44;2.22;96.40;20.79;24;24.14;31;-47;Ok
Middle-DT2;13/03/2024;9:31:29;2.25;96.30;14.00;21;16.09;21;-47;Ok
Middle-DT2;13/03/2024;9:34:14;2.30;96.40;13.41;20;16.09;25;-47;Ok
Middle-DT2;13/03/2024;9:36:07;2.39;96.30;16.09;40;17.70;42;-48;Ok
Middle-DT2;13/03/2024;9:37:54;2.33;96.30;15.91;29;19.31;30;-48;Ok
Middle-DT2;13/03/2024;9:39:47;2.33;96.20;19.31;26;19.31;30;-47;Ok
Middle-DT2;13/03/2024;9:42:29;2.33;96.10;17.85;22;19.31;18;-46;Ok
Middle-DT2;13/03/2024;9:44:19;2.31;96.10;19.46;27;20.92;33;-46;Ok
Middle-DT2;13/03/2024;9:47:04;2.33;96.10;25.15;31;32.19;33;-46;Ok
Middle-DT2;13/03/2024;9:50:03;2.28;96.10;18.91;31;20.92;23;-46;Ok
Middle-DT2;13/03/2024;9:51:39;2.33;96.10;15.02;29;16.09;37;-46;Ok
Middle-DT2;13/03/2024;9:53:40;2.28;96.10;20.72;37;24.14;41;-46;Ok
Middle-DT2;13/03/2024;9:55:19;2.28;96.00;25.48;34;27.36;33;-46;Ok
Middle-DT2;13/03/2024;9:56:28;2.28;96.00;19.31;34;22.53;31;-46;Ok
Middle-DT2;13/03/2024;9:59:54;2.33;96.10;22.30;31;24.14;47;-46;Ok
Middle-DT2;13/03/2024;10:01:58;2.39;96.10;24.94;28;25.75;22;-46;Ok
Middle-DT2;13/03/2024;10:03:34;2.39;96.40;20.12;23;24.14;25;-46;Ok
Middle-DT2;13/03/2024;10:05:27;2.44;96.40;22.53;40;22.53;42;-46;Ok
Middle-DT2;13/03/2024;10:07:14;2.50;96.30;22.68;33;25.75;34;-46;Ok
Middle-DT2;13/03/2024;10:09:18;2.61;96.20;21.32;14;22.53;15;-46;Ok
Middle-DT2;13/03/2024;10:10:54;2.65;96.10;21.99;31;27.36;26;-46;Ok
Middle-DT2;13/03/2024;10:12:44;2.67;96.20;23.28;28;30.58;37;-46;Ok
Middle-DT2;13/03/2024;10:13:50;2.67;96.10;22.13;32;22.53;43;-46;Ok
Middle-DT2;13/03/2024;10:16:24;2.69;96.10;26.31;25;30.58;29;-46;Ok
Middle-DT2;13/03/2024;10:19:09;2.67;96.20;27.68;27;28.97;42;-46;Ok
Middle-DT2;13/03/2024;10:21:54;2.72;96.20;31.92;35;33.80;26;-46;Ok
Middle-DT2;13/03/2024;10:24:39;2.67;96.10;28.77;30;33.80;35;-46;Ok
Middle-DT2;13/03/2024;10:26:21;2.67;96.10;28.65;28;37.01;33;-46;Ok
Middle-DT2;13/03/2024;10:28:19;2.64;95.90;33.26;27;35.41;29;-46;Ok
Middle-DT2;13/03/2024;10:30:09;2.67;96.20;30.58;26;32.19;27;-46;Ok
Middle-DT2;13/03/2024;10:31:59;2.72;96.10;25.75;25;27.36;33;-46;Ok
Middle-DT2;13/03/2024;10:33:49;2.72;96.20;28.43;23;32.19;26;-46;Ok
Middle-DT2;13/03/2024;10:35:39;2.72;96.20;25.75;27;28.97;33;-46;Ok
Middle-DT2;13/03/2024;10:37:40;2.72;96.20;28.16;22;30.58;23;-46;Ok
Middle-DT2;13/03/2024;10:40:17;2.67;96.00;24.94;10;25.75;10;-46;Ok
Middle-DT2;13/03/2024;10:42:04;2.67;96.00;24.41;19;27.36;15;-46;Ok
Middle-DT2;13/03/2024;10:43:54;2.67;95.80;24.51;70;30.58;11;-46;Ok
Middle-DT2;13/03/2024;10:45:44;2.67;96.10;22.30;70;24.14;33;-46;Ok
Middle-DT2;13/03/2024;10:48:29;2.64;95.90;23.03;22;27.36;37;-46;Ok
Middle-DT2;13/03/2024;10:50:22;2.56;95.90;29.77;33;30.58;39;-46;Ok
Middle-DT2;13/03/2024;10:53:04;2.44;95.60;22.53;33;28.97;37;-46;Ok
Middle-DT2;13/03/2024;10:55:05;2.44;95.70;26.90;35;28.97;35;-46;Ok
Middle-DT2;13/03/2024;10:56:44;2.39;95.60;27.36;34;28.97;34;-46;Ok
Middle-DT2;13/03/2024;10:58:34;2.39;95.70;27.36;31;28.97;34;-46;Ok
Middle-DT2;13/03/2024;11:00:24;2.37;95.70;25.64;30;30.58;30;-46;Ok
Middle-DT2;13/03/2024;11:02:17;2.39;95.90;24.54;32;25.75;30;-46;Ok
Middle-DT2;13/03/2024;11:04:07;2.44;96.10;20.92;12;22.53;10;-46;Ok
Middle-DT2;13/03/2024;11:05:54;2.50;96.00;19.71;33;20.92;35;-46;Ok
Middle-DT2;13/03/2024;11:08:50;2.50;95.70;20.32;64;22.53;25;-46;Ok
Middle-DT2;13/03/2024;11:10:29;2.56;95.80;19.15;30;22.53;41;-47;Ok
Middle-DT2;13/03/2024;11:11:38;2.50;95.90;19.31;39;20.92;39;-47;Ok
Middle-DT2;13/03/2024;11:14:09;2.56;95.80;22.23;36;30.58;39;-46;Ok
Middle-DT2;13/03/2024;11:16:13;2.61;95.70;28.16;32;28.97;34;-47;Ok
Middle-DT2;13/03/2024;11:17:52;2.78;95.90;19.31;39;19.31;43;-47;Ok
Middle-DT2;13/03/2024;11:18:44;2.83;95.90;26.07;47;28.97;46;-47;Ok
Middle-DT2;13/03/2024;11:20:37;2.83;95.70;30.58;37;30.58;43;-47;Ok
Middle-DT2;13/03/2024;11:22:24;2.94;95.50;24.41;46;30.58;45;-47;Ok
Middle-DT2;13/03/2024;11:24:14;3.06;95.10;27.13;33;30.58;33;-47;Ok
Middle-DT2;13/03/2024;11:27:41;3.07;-1.00;31.54;29;35.41;23;-47;Ok
Middle-DT2;13/03/2024;11:29:58;2.83;94.30;27.36;38;28.97;39;-47;Ok
Middle-DT2;13/03/2024;11:32:29;2.78;94.60;26.39;33;28.97;31;-47;Ok
Middle-DT2;13/03/2024;11:35:14;2.75;95.00;30.43;39;35.41;49;-47;Ok
Middle-DT2;13/03/2024;11:37:07;2.78;94.80;27.90;38;28.97;31;-47;Ok
Middle-DT2;13/03/2024;11:38:54;2.78;95.00;28.75;35;33.80;49;-47;Ok
Middle-DT2;13/03/2024;11:39:52;2.83;95.00;26.15;44;28.97;41;-47;Ok
Middle-DT2;13/03/2024;11:41:42;2.89;94.90;20.12;41;20.92;41;-47;Ok
Middle-DT2;13/03/2024;11:43:29;3.00;95.20;27.72;36;30.58;37;-47;Ok
Middle-DT2;13/03/2024;11:45:19;3.06;95.00;25.48;26;27.36;33;-46;Ok
Middle-DT2;13/03/2024;11:47:09;3.11;94.90;19.79;26;24.14;11;-46;Ok
Middle-DT2;13/03/2024;11:49:13;3.22;94.70;27.76;34;30.58;34;-47;Ok
Middle-DT2;13/03/2024;11:51:44;3.28;94.90;18.14;37;20.92;31;-46;Ok
Middle-DT2;13/03/2024;11:53:37;3.33;94.80;25.75;45;25.75;47;-46;Ok
Middle-DT2;13/03/2024;11:56:19;3.19;94.10;22.82;33;25.75;42;-46;Ok
Middle-DT2;13/03/2024;11:58:12;3.06;94.00;32.99;37;33.80;37;-46;Ok
Middle-DT2;13/03/2024;12:00:55;3.06;94.50;22.30;29;27.36;26;-46;Ok
Middle-DT2;13/03/2024;12:02:03;3.06;94.60;24.94;10;27.36;9;-47;Ok
Middle-DT2;13/03/2024;12:04:35;3.10;94.60;25.35;19;38.62;19;-46;Ok
Middle-DT2;13/03/2024;12:05:30;3.06;94.30;22.21;14;24.14;13;-46;Ok
Middle-DT2;13/03/2024;12:06:49;3.06;94.30;18.78;233;19.31;351;-46;Ok
Middle-DT2;13/03/2024;12:09:10;2.94;94.00;31.11;10;37.01;15;-47;Ok
Middle-DT2;13/03/2024;12:11:00;2.94;94.40;29.24;16;32.19;11;-46;Ok
Middle-DT2;13/03/2024;12:12:50;2.89;94.60;23.55;26;25.75;21;-46;Ok
Middle-DT2;13/03/2024;12:14:40;2.94;94.80;28.00;27;30.58;26;-47;Ok
Middle-DT2;13/03/2024;12:17:25;2.72;94.20;30.31;25;35.41;31;-47;Ok
Middle-DT2;13/03/2024;12:19:17;2.67;94.70;22.53;27;24.14;33;-47;Ok
Middle-DT2;13/03/2024;12:21:05;2.64;94.80;27.16;29;30.58;43;-47;Ok
Middle-DT2;13/03/2024;12:23:50;2.72;95.20;29.93;30;33.80;37;-47;Ok
Middle-DT2;13/03/2024;12:26:35;2.61;94.60;25.98;25;28.97;23;-46;Ok
Middle-DT2;13/03/2024;12:29:20;2.56;94.80;25.15;29;32.19;35;-46;Ok
Middle-DT2;13/03/2024;12:30:15;2.61;95.10;27.36;43;30.58;39;-47;Ok
Middle-DT2;13/03/2024;12:33:02;2.50;94.80;27.36;34;28.97;34;-47;Ok
Middle-DT2;13/03/2024;12:34:52;2.50;95.30;26.82;39;27.36;41;-47;Ok
Middle-DT2;13/03/2024;12:36:40;2.48;95.20;26.55;28;30.58;39;-47;Ok
Middle-DT2;13/03/2024;12:38:30;2.50;95.60;24.14;38;25.75;41;-47;Ok
Middle-DT2;13/03/2024;12:40:20;2.52;95.30;30.04;34;38.62;47;-47;Ok
Middle-DT2;13/03/2024;12:43:05;2.39;95.10;27.85;33;32.19;37;-47;Ok
Middle-DT2;13/03/2024;12:45:08;2.39;95.20;26.55;42;27.36;46;-47;Ok
Middle-DT2;13/03/2024;12:46:47;2.33;95.20;32.99;35;37.01;26;-47;Ok
Middle-DT2;13/03/2024;12:49:30;2.28;95.20;23.91;31;30.58;35;-47;Ok
Middle-DT2;13/03/2024;12:52:15;2.28;95.60;22.38;27;24.14;21;-47;Ok
Middle-DT2;13/03/2024;12:55:00;2.22;95.40;25.62;34;28.97;33;-47;Ok
Middle-DT2;13/03/2024;12:57:04;2.17;95.40;24.14;36;27.36;31;-47;Ok
Middle-DT2;13/03/2024;12:58:43;2.17;95.40;29.77;42;30.58;45;-47;Ok
Middle-DT2;13/03/2024;13:01:25;2.17;95.40;23.50;37;30.58;37;-47;Ok
Middle-DT2;13/03/2024;13:03:15;2.17;95.50;26.55;35;30.58;45;-47;Ok
Middle-DT2;13/03/2024;13:04:24;2.22;95.50;26.55;35;27.36;31;-47;Ok
Middle-DT2;13/03/2024;13:06:55;2.22;95.80;21.80;37;24.14;37;-47;Ok
Middle-DT2;13/03/2024;13:08:48;2.22;95.70;23.34;37;24.14;33;-47;Ok
Middle-DT2;13/03/2024;13:10:38;2.22;95.80;20.92;48;20.92;42;-47;Ok
Middle-DT2;13/03/2024;13:12:25;2.17;95.50;21.89;30;24.14;38;-47;Ok
Middle-DT2;13/03/2024;13:14:15;2.22;95.80;26.32;30;30.58;27;-47;Ok
Middle-DT2;13/03/2024;13:17:00;2.17;95.60;21.61;36;27.36;33;-47;Ok
Middle-DT2;13/03/2024;13:19:45;2.22;95.90;21.61;39;24.14;46;-47;Ok
Middle-DT2;13/03/2024;13:20:51;2.22;95.90;21.73;27;25.75;22;-47;Ok
Middle-DT2;13/03/2024;13:22:44;2.28;95.80;25.75;34;28.97;30;-47;Ok
Middle-DT2;13/03/2024;13:24:20;2.28;95.80;28.16;34;32.19;39;-47;Ok
Middle-DT2;13/03/2024;13:26:10;2.22;95.80;24.14;35;25.75;35;-47;Ok
Middle-DT2;13/03/2024;13:28:11;2.25;95.70;22.21;33;25.75;38;-47;Ok
Middle-DT2;13/03/2024;13:30:01;2.28;95.80;26.96;27;28.97;27;-47;Ok
Middle-DT2;13/03/2024;13:32:46;2.28;96.00;22.53;28;24.14;25;-47;Ok
Middle-DT2;13/03/2024;13:34:39;2.39;96.20;23.34;31;24.14;29;-46;Ok
Middle-DT2;13/03/2024;13:36:15;2.39;96.00;21.61;38;24.14;46;-47;Ok
Middle-DT2;13/03/2024;13:38:19;2.33;95.70;20.92;33;22.53;27;-47;Ok
Middle-DT2;13/03/2024;13:40:50;2.33;95.80;23.85;38;27.36;35;-47;Ok
Middle-DT2;13/03/2024;13:41:59;2.39;95.80;24.54;33;25.75;41;-47;Ok
Middle-DT2;13/03/2024;13:44:30;2.39;95.70;25.75;31;30.58;29;-47;Ok
Middle-DT2;13/03/2024;13:45:25;2.44;96.00;32.19;25;35.41;34;-47;Ok
Middle-DT2;13/03/2024;13:48:10;2.46;95.90;25.25;30;28.97;38;-47;Ok
Middle-DT2;13/03/2024;13:50:03;2.50;95.70;26.29;24;27.36;26;-47;Ok
Middle-DT2;13/03/2024;13:51:50;2.50;95.60;27.13;32;30.58;34;-47;Ok
Middle-DT2;13/03/2024;13:54:27;2.58;-1.00;24.62;29;27.36;33;-47;Ok
Middle-DT2;13/03/2024;13:57:20;2.56;95.70;23.45;40;27.36;50;-47;Ok
Middle-DT2;13/03/2024;13:59:24;2.61;95.80;20.92;27;20.92;30;-47;Ok
Middle-DT2;13/03/2024;14:01:00;2.64;95.70;21.82;33;24.14;37;-47;Ok
Middle-DT2;13/03/2024;14:02:50;2.67;95.80;24.14;31;25.75;27;-47;Ok
Middle-DT2;13/03/2024;14:04:40;2.67;95.70;24.60;34;30.58;38;-47;Ok
Middle-DT2;13/03/2024;14:07:25;2.67;95.50;24.14;32;28.97;26;-47;Ok
Middle-DT2;13/03/2024;14:10:10;2.63;95.40;23.60;28;28.97;25;-47;Ok
Middle-DT2;13/03/2024;14:11:08;2.67;95.60;25.75;34;25.75;41;-47;Ok
Middle-DT2;13/03/2024;14:13:06;2.61;95.60;22.93;28;24.14;26;-47;Ok
Middle-DT2;13/03/2024;14:14:45;2.61;95.70;24.78;36;27.36;35;-47;Ok
Middle-DT2;13/03/2024;14:16:35;2.67;95.40;24.94;39;27.36;38;-47;Ok
Middle-DT2;13/03/2024;14:19:31;2.56;95.40;27.54;40;32.19;34;-47;Ok
Middle-DT2;13/03/2024;14:22:08;2.50;95.50;20.92;37;22.53;31;-47;Ok
Middle-DT2;13/03/2024;14:23:58;2.50;95.60;22.53;40;22.53;38;-46;Ok
Middle-DT2;13/03/2024;14:25:04;2.50;95.60;22.53;29;22.53;29;-47;Ok
Middle-DT2;13/03/2024;14:26:51;2.56;95.50;21.12;45;24.14;45;-47;Ok
Middle-DT2;13/03/2024;14:29:25;2.61;95.80;21.91;38;25.75;47;-47;Ok
Middle-DT2;13/03/2024;14:31:15;2.58;95.60;20.76;36;25.75;33;-47;Ok
Middle-DT2;13/03/2024;14:32:24;2.61;95.60;24.68;31;25.75;25;-47;Ok
Middle-DT2;13/03/2024;14:34:00;2.58;95.70;20.38;40;24.14;41;-47;Ok
Middle-DT2;13/03/2024;14:35:50;2.67;95.80;22.85;47;24.14;46;-47;Ok
